,Unnamed: 0,size,isEmpty,peek_obj_type,push,pop,clear,diff,testId,instanceId,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
0,1,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:e8d8b602-3cef-4785-ae12-454f6482503d,0,,87,"['0', '1', '8', '53', '60', '61', '62', '68', '69', '70', '71', '72', '73', '74', '75', '76', '104', '105', '106', '107', '108', '109', '110', '111', '112', '113', '114', '116', '117', '127', '128', '129', '130', '131', '132', '133', '135', '167', '180', '181', '182', '184', '185', '186', '187', '212', '236', '237', '238', '241', '242', '269', '273', '274', '275', '332', '367', '384', '385', '394', '395', '396', '397', '398', '399', '400', '407', '414', '415', '419', '420', '421', '427', '428', '429', '430', '431', '435', '436', '437', '438', '439', '440', '441', '442', '453', '465']",0,
1,2,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:e8d8b602-3cef-4785-ae12-454f6482503d,0,,6,"['113', '167', '332', '367', '427', '428']",0,
2,4,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:e8d8b602-3cef-4785-ae12-454f6482503d,0,,3,"['367', '384', '385']",0,
3,5,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""class java.lang.Boolean""","pop == ""none""","clear == ""none""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:e8d8b602-3cef-4785-ae12-454f6482503d,0,,3,"['367', '384', '385']",0,
4,6,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""none""","pop == ""class java.lang.Boolean""","clear == ""none""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:e8d8b602-3cef-4785-ae12-454f6482503d,0,,1,['367'],0,
5,7,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:e8d8b602-3cef-4785-ae12-454f6482503d,0,,3,"['367', '384', '385']",0,
6,21,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:30f14fb9-5669-485f-913a-49edd89dbf90,0,,3,"['367', '384', '385']",0,
7,22,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:30f14fb9-5669-485f-913a-49edd89dbf90,0,,1,['367'],0,
8,60,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""class java.lang.Short""","pop == ""none""","clear == ""none""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:d6eef093-57d8-43ba-bc8a-50b2d7d3b66f,0,,3,"['367', '384', '385']",0,
9,77,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:b15eb52d-aaae-4865-bf0f-76fde1ac75d9,0,,3,"['367', '384', '385']",0,
10,78,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:b15eb52d-aaae-4865-bf0f-76fde1ac75d9,0,,1,['367'],0,
11,103,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""class java.lang.Byte""","pop == ""none""","clear == ""none""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:074e1fac-d31c-4d18-a6a7-388532b26c8e,0,,3,"['367', '384', '385']",0,
12,151,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""",Yes,1607893748902:42cd9c57-49f1-4d3c-8770-9898b8e455c8,1607893748902:91023eb0-ecdc-4fdc-aa8d-8524c25bd6d9,0,,1,['367'],0,
13,159,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""",Yes,1607893748902:42cd9c57-49f1-4d3c-8770-9898b8e455c8,1607893748902:20c37411-cad6-4308-9231-94ae22baf8d6,0,,3,"['367', '384', '385']",0,
14,169,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""",Yes,1607893748902:42cd9c57-49f1-4d3c-8770-9898b8e455c8,1607893748902:0de17bb2-9f0c-410d-949b-99707ffcdfda,0,,1,['367'],0,
15,367,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Object""","push == ""class java.lang.Object""","pop == ""none""","clear == ""none""",Yes,1607893748899:479cad78-0fc6-40c9-bbf8-60880030ddb3,1607893748900:9affc03f-d008-470f-9b1d-c576e954150a,0,,3,"['367', '384', '385']",0,
16,591,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""class java.lang.Byte""","clear == ""none""",Yes,1607893748896:3d7dd502-6706-4e93-af7d-fc1370172a32,1607893748896:af31b69f-fbe2-4222-a890-d2672efd812e,0,,1,['367'],0,
17,832,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""",Yes,1607893748891:6bf6ca0b-088c-445c-bd22-d2a1cd750c67,1607893748891:e8132a36-b8fb-4ace-a733-f8b7187ecfb7,0,,3,"['367', '384', '385']",0,
18,1211,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""none""","pop == ""class java.lang.Double""","clear == ""none""",Yes,1607893748888:e96096a3-5fd3-43b4-98bc-66f30c1403e5,1607893748889:5e99f95c-b395-41bd-9c0c-3cfe7358a132,0,,1,['367'],0,
19,1517,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""class java.lang.Short""","clear == ""none""",Yes,1607893748885:2b19480b-8bf7-44f1-ad77-700c157a8339,1607893748885:58c4e319-d834-47d6-b66d-c48cc68578b1,0,,1,['367'],0,
20,1660,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""",Yes,1607893748883:bd593fdb-872a-42b2-833c-5aaea7c916dd,1607893748883:958c2327-1fd2-493d-9d88-8331c8da28a1,0,,1,['367'],0,
21,6924,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""class java.lang.Character""","pop == ""none""","clear == ""none""",Yes,1607893748830:5a5da9a7-a2e0-4be7-b43b-8a633eb4f933,1607893748830:152b372d-8c33-40b0-ba31-2dcfe7ffd426,0,,3,"['367', '384', '385']",0,
22,13832,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Object""","push == ""none""","pop == ""class java.lang.Object""","clear == ""none""",Yes,1607893748748:29bdbb1a-12de-406c-9bc7-5ad33f90a364,1607893748748:64424414-4027-4616-b9f5-0a69a78ce045,0,,1,['367'],0,
23,30968,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""none""","pop == ""class java.lang.Character""","clear == ""none""",Yes,1607893748509:aa6621a0-a82b-462d-9e5d-10891f87a213,1607893748509:c937036e-2270-41da-96f5-dac08df44a4e,0,,1,['367'],0,
