,Unnamed: 0,size,isEmpty,peek_obj_type,push,pop,clear,diff,testId,instanceId,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
0,2,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""",Yes,1607893687722:f7c777c3-8f7d-4a24-9b75-3d52cc2ea9e4,1607893687722:c39634ed-24e3-4b32-b6a2-67babce6ff9e,0,,3,"['367', '384', '385']",0,
1,4,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""",Yes,1607893687722:f7c777c3-8f7d-4a24-9b75-3d52cc2ea9e4,1607893687722:c19200d3-9943-4f9a-b4a8-e0f5017c2f6d,0,,87,"['0', '1', '8', '53', '60', '61', '62', '68', '69', '70', '71', '72', '73', '74', '75', '76', '104', '105', '106', '107', '108', '109', '110', '111', '112', '113', '114', '116', '117', '127', '128', '129', '130', '131', '132', '133', '135', '167', '180', '181', '182', '184', '185', '186', '187', '212', '236', '237', '238', '241', '242', '269', '273', '274', '275', '332', '367', '384', '385', '394', '395', '396', '397', '398', '399', '400', '407', '414', '415', '419', '420', '421', '427', '428', '429', '430', '431', '435', '436', '437', '438', '439', '440', '441', '442', '453', '465']",0,
2,5,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""",Yes,1607893687722:f7c777c3-8f7d-4a24-9b75-3d52cc2ea9e4,1607893687722:c19200d3-9943-4f9a-b4a8-e0f5017c2f6d,0,,6,"['113', '167', '332', '367', '427', '428']",0,
3,7,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""",Yes,1607893687722:f7c777c3-8f7d-4a24-9b75-3d52cc2ea9e4,1607893687722:c19200d3-9943-4f9a-b4a8-e0f5017c2f6d,0,,3,"['367', '384', '385']",0,
4,8,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""class java.lang.Boolean""","pop == ""none""","clear == ""none""",Yes,1607893687722:f7c777c3-8f7d-4a24-9b75-3d52cc2ea9e4,1607893687722:c19200d3-9943-4f9a-b4a8-e0f5017c2f6d,0,,3,"['367', '384', '385']",0,
5,9,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""none""","pop == ""class java.lang.Boolean""","clear == ""none""",Yes,1607893687722:f7c777c3-8f7d-4a24-9b75-3d52cc2ea9e4,1607893687722:c19200d3-9943-4f9a-b4a8-e0f5017c2f6d,0,,1,['367'],0,
6,10,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""",Yes,1607893687722:f7c777c3-8f7d-4a24-9b75-3d52cc2ea9e4,1607893687722:c19200d3-9943-4f9a-b4a8-e0f5017c2f6d,0,,3,"['367', '384', '385']",0,
7,17,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""",Yes,1607893687722:f7c777c3-8f7d-4a24-9b75-3d52cc2ea9e4,1607893687722:734b3550-0e8a-4490-8dfd-3a08d3cf7310,0,,3,"['367', '384', '385']",0,
8,18,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""",Yes,1607893687722:f7c777c3-8f7d-4a24-9b75-3d52cc2ea9e4,1607893687722:734b3550-0e8a-4490-8dfd-3a08d3cf7310,0,,1,['367'],0,
9,20,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""",Yes,1607893687722:f7c777c3-8f7d-4a24-9b75-3d52cc2ea9e4,1607893687722:734b3550-0e8a-4490-8dfd-3a08d3cf7310,0,,87,"['0', '1', '8', '53', '60', '61', '62', '68', '69', '70', '71', '72', '73', '74', '75', '76', '104', '105', '106', '107', '108', '109', '110', '111', '112', '113', '114', '116', '117', '127', '128', '129', '130', '131', '132', '133', '135', '167', '180', '181', '182', '184', '185', '186', '187', '212', '236', '237', '238', '241', '242', '269', '273', '274', '275', '332', '367', '384', '385', '394', '395', '396', '397', '398', '399', '400', '407', '414', '415', '419', '420', '421', '427', '428', '429', '430', '431', '435', '436', '437', '438', '439', '440', '441', '442', '453', '465']",0,
