,testId,instanceId,size,isEmpty,peek,peek_obj_type,calledMethod,pushInput,diff,size_p,isEmpty_p,peek_p,peek_obj_type_p,calledMethod_p,pushInput_p
22,1604913687777:2d5eb5bb-91ff-4711-962a-1cc08b244830,1604913687777:c60c11d6-b1ff-44ea-914a-ffbc3aaae2b7,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
24,1604913687777:19c12ccc-2c78-497f-8665-15985d61518c,1604913687777:7ba3623d-797f-4b59-86e7-333e5cddb673,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
25,1604913687777:19c12ccc-2c78-497f-8665-15985d61518c,1604913687777:7ba3623d-797f-4b59-86e7-333e5cddb673,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
27,1604913687777:19c12ccc-2c78-497f-8665-15985d61518c,1604913687777:497c20d1-a6db-4a78-88ad-7011b6fe7eae,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,CTOR,none
28,1604913687777:19c12ccc-2c78-497f-8665-15985d61518c,1604913687777:497c20d1-a6db-4a78-88ad-7011b6fe7eae,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class,No,0,True,EmptyObject,EmptyObject,clear,none
29,1604913687777:19c12ccc-2c78-497f-8665-15985d61518c,1604913687777:497c20d1-a6db-4a78-88ad-7011b6fe7eae,0,True,EmptyObject,EmptyObject,clear,none,No,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class
30,1604913687777:19c12ccc-2c78-497f-8665-15985d61518c,1604913687777:497c20d1-a6db-4a78-88ad-7011b6fe7eae,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
31,1604913687777:19c12ccc-2c78-497f-8665-15985d61518c,1604913687777:497c20d1-a6db-4a78-88ad-7011b6fe7eae,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
33,1604913687776:ed2f9c16-a73a-4495-ab7c-e3500797b6f8,1604913687776:515238ee-9f05-4403-833f-13decfdbb026,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
34,1604913687776:ed2f9c16-a73a-4495-ab7c-e3500797b6f8,1604913687776:515238ee-9f05-4403-833f-13decfdbb026,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
36,1604913687776:ed2f9c16-a73a-4495-ab7c-e3500797b6f8,1604913687776:10f54106-9ef0-4944-ae81-79676a51876a,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,CTOR,none
37,1604913687776:ed2f9c16-a73a-4495-ab7c-e3500797b6f8,1604913687776:10f54106-9ef0-4944-ae81-79676a51876a,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class,No,0,True,EmptyObject,EmptyObject,clear,none
38,1604913687776:ed2f9c16-a73a-4495-ab7c-e3500797b6f8,1604913687776:10f54106-9ef0-4944-ae81-79676a51876a,0,True,EmptyObject,EmptyObject,clear,none,No,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class
39,1604913687776:ed2f9c16-a73a-4495-ab7c-e3500797b6f8,1604913687776:10f54106-9ef0-4944-ae81-79676a51876a,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
40,1604913687776:ed2f9c16-a73a-4495-ab7c-e3500797b6f8,1604913687776:10f54106-9ef0-4944-ae81-79676a51876a,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
42,1604913687776:dbbce3bf-20f4-4d53-b051-13ad246de93e,1604913687777:0af60920-bd64-4160-b680-2489c010de4a,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
43,1604913687776:dbbce3bf-20f4-4d53-b051-13ad246de93e,1604913687777:0af60920-bd64-4160-b680-2489c010de4a,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
45,1604913687776:dbbce3bf-20f4-4d53-b051-13ad246de93e,1604913687776:1bb69e61-1402-449e-ab01-83ead9c08ded,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
46,1604913687776:dbbce3bf-20f4-4d53-b051-13ad246de93e,1604913687776:1bb69e61-1402-449e-ab01-83ead9c08ded,2,False,0.0,class java.lang.Float,push,class java.lang.Float,No,1,False,1.0,class java.lang.Float,push,class java.lang.Float
47,1604913687776:dbbce3bf-20f4-4d53-b051-13ad246de93e,1604913687776:1bb69e61-1402-449e-ab01-83ead9c08ded,3,False,1.0,class java.lang.Double,push,class java.lang.Double,No,2,False,0.0,class java.lang.Float,push,class java.lang.Float
49,1604913687776:d81302ea-c185-4eb2-a07c-7969ca33b70b,1604913687776:c70fe70f-681a-4c4b-87b4-6929118b6c18,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
50,1604913687776:d81302ea-c185-4eb2-a07c-7969ca33b70b,1604913687776:c70fe70f-681a-4c4b-87b4-6929118b6c18,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
52,1604913687776:d81302ea-c185-4eb2-a07c-7969ca33b70b,1604913687776:9d9000d8-ab97-454d-a158-43e6e4f00217,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,CTOR,none
53,1604913687776:d81302ea-c185-4eb2-a07c-7969ca33b70b,1604913687776:9d9000d8-ab97-454d-a158-43e6e4f00217,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class,No,0,True,EmptyObject,EmptyObject,clear,none
54,1604913687776:d81302ea-c185-4eb2-a07c-7969ca33b70b,1604913687776:9d9000d8-ab97-454d-a158-43e6e4f00217,0,True,EmptyObject,EmptyObject,clear,none,No,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class
55,1604913687776:d81302ea-c185-4eb2-a07c-7969ca33b70b,1604913687776:9d9000d8-ab97-454d-a158-43e6e4f00217,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
56,1604913687776:d81302ea-c185-4eb2-a07c-7969ca33b70b,1604913687776:9d9000d8-ab97-454d-a158-43e6e4f00217,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
58,1604913687776:bd6d0297-6ae5-4379-8470-ef4439cf5fc3,1604913687776:1102b286-59b0-483b-96d6-82b9e7d62135,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,CTOR,none
59,1604913687776:bd6d0297-6ae5-4379-8470-ef4439cf5fc3,1604913687776:1102b286-59b0-483b-96d6-82b9e7d62135,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class,No,0,True,EmptyObject,EmptyObject,clear,none
60,1604913687776:bd6d0297-6ae5-4379-8470-ef4439cf5fc3,1604913687776:1102b286-59b0-483b-96d6-82b9e7d62135,1,False,class java.lang.Object,class java.lang.Class,pop,none,Yes,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class
62,1604913687776:60222e9b-4b21-4140-82f7-0c13848e0a66,1604913687776:c8a215ff-955e-4a8d-8a06-6695831b7f4d,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
64,1604913687776:60222e9b-4b21-4140-82f7-0c13848e0a66,1604913687776:06b16447-c857-4f43-90f1-abae043e2df2,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
65,1604913687776:60222e9b-4b21-4140-82f7-0c13848e0a66,1604913687776:06b16447-c857-4f43-90f1-abae043e2df2,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
67,1604913687776:5c78d3c0-9931-4cea-9ea0-11cdefb9cc54,1604913687776:dd42c1d7-4eba-4133-b92a-c65d9d579ac0,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
68,1604913687776:5c78d3c0-9931-4cea-9ea0-11cdefb9cc54,1604913687776:dd42c1d7-4eba-4133-b92a-c65d9d579ac0,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
70,1604913687776:2492e116-5327-4c2f-9116-e1a1977154f8,1604913687776:32525970-1c2d-40f2-921e-630f05031262,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
71,1604913687776:2492e116-5327-4c2f-9116-e1a1977154f8,1604913687776:32525970-1c2d-40f2-921e-630f05031262,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
73,1604913687775:a2f57919-85ab-41b4-84c8-419570c5ed14,1604913687775:d4ad92b7-8804-465f-82b3-c627089f9dfc,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
75,1604913687775:a2f57919-85ab-41b4-84c8-419570c5ed14,1604913687775:21f783b8-0da9-47f4-bf28-cb91c129db4f,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
76,1604913687775:a2f57919-85ab-41b4-84c8-419570c5ed14,1604913687775:21f783b8-0da9-47f4-bf28-cb91c129db4f,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
78,1604913687775:9c4e3395-5088-4dea-932b-e106472f2f6c,1604913687775:e56f6bd0-f52a-4f85-ae7d-7dbed1a7f498,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
80,1604913687775:9c4e3395-5088-4dea-932b-e106472f2f6c,1604913687775:3b1c25b7-9fd2-43bb-8a12-c686201fbbd8,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
81,1604913687775:9c4e3395-5088-4dea-932b-e106472f2f6c,1604913687775:3b1c25b7-9fd2-43bb-8a12-c686201fbbd8,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
83,1604913687775:69be49b2-95e7-47c7-bad6-d567fe5e7749,1604913687776:42d8ae05-15a3-4731-b958-1ad21e694627,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
84,1604913687775:69be49b2-95e7-47c7-bad6-d567fe5e7749,1604913687776:42d8ae05-15a3-4731-b958-1ad21e694627,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
86,1604913687775:69be49b2-95e7-47c7-bad6-d567fe5e7749,1604913687776:1045590b-1340-4993-8cfd-61812acf1ea5,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,CTOR,none
87,1604913687775:69be49b2-95e7-47c7-bad6-d567fe5e7749,1604913687776:1045590b-1340-4993-8cfd-61812acf1ea5,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class,No,0,True,EmptyObject,EmptyObject,clear,none
88,1604913687775:69be49b2-95e7-47c7-bad6-d567fe5e7749,1604913687776:1045590b-1340-4993-8cfd-61812acf1ea5,0,True,EmptyObject,EmptyObject,clear,none,No,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class
89,1604913687775:69be49b2-95e7-47c7-bad6-d567fe5e7749,1604913687776:1045590b-1340-4993-8cfd-61812acf1ea5,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
90,1604913687775:69be49b2-95e7-47c7-bad6-d567fe5e7749,1604913687776:1045590b-1340-4993-8cfd-61812acf1ea5,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
92,1604913687775:5027badc-3ade-4eb0-987a-d46c6e5d9d8b,1604913687775:f3ac8122-acba-4c04-a2fd-c39880e71e48,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
93,1604913687775:5027badc-3ade-4eb0-987a-d46c6e5d9d8b,1604913687775:f3ac8122-acba-4c04-a2fd-c39880e71e48,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
96,1604913687775:5027badc-3ade-4eb0-987a-d46c6e5d9d8b,1604913687775:019aa26a-f0fe-40dc-815b-9ebae0773961,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
98,1604913687775:304623b2-f075-487f-9786-b39134582494,1604913687775:7367cce4-ea3a-4082-bf36-ba93cf87f0a8,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
99,1604913687775:304623b2-f075-487f-9786-b39134582494,1604913687775:7367cce4-ea3a-4082-bf36-ba93cf87f0a8,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
101,1604913687775:304623b2-f075-487f-9786-b39134582494,1604913687775:02072f9e-5233-409b-80aa-6d3600c5efec,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
102,1604913687775:304623b2-f075-487f-9786-b39134582494,1604913687775:02072f9e-5233-409b-80aa-6d3600c5efec,2,False,0.0,class java.lang.Float,push,class java.lang.Float,No,1,False,1.0,class java.lang.Float,push,class java.lang.Float
104,1604913687775:1a20b59e-1e7e-4f3d-ab5f-aca52c7d157b,1604913687775:bfb13682-8cf6-43c4-8801-9c64a21a05c9,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
106,1604913687775:1a20b59e-1e7e-4f3d-ab5f-aca52c7d157b,1604913687775:bc86824a-1917-480d-ae79-36f2e327f371,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
107,1604913687775:1a20b59e-1e7e-4f3d-ab5f-aca52c7d157b,1604913687775:bc86824a-1917-480d-ae79-36f2e327f371,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
110,1604913687775:08e7c6ba-58c9-4f06-a243-7dcc01ea615c,1604913687775:33f9c988-7aa8-4e79-a9ce-c6751a963031,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
111,1604913687775:08e7c6ba-58c9-4f06-a243-7dcc01ea615c,1604913687775:33f9c988-7aa8-4e79-a9ce-c6751a963031,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
113,1604913687774:8f609486-9157-49f0-bd75-096bb363513e,1604913687774:87e2cbc0-3ae5-4d0f-b84b-cabf4503fe04,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
115,1604913687774:8f609486-9157-49f0-bd75-096bb363513e,1604913687774:792c14b7-e7ea-4757-8899-0ca7ca157672,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
116,1604913687774:8f609486-9157-49f0-bd75-096bb363513e,1604913687774:792c14b7-e7ea-4757-8899-0ca7ca157672,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
119,1604913687774:2a086a57-f412-469b-851f-0876a2a46a0a,1604913687774:898784f4-aee3-45ad-922e-9965f96b15de,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
120,1604913687774:2a086a57-f412-469b-851f-0876a2a46a0a,1604913687774:898784f4-aee3-45ad-922e-9965f96b15de,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
122,1604913687773:d678ca26-2936-4dfe-b541-b4842a974ead,1604913687773:de52b89f-bc85-47ba-bead-de4027f48d5f,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
123,1604913687773:d678ca26-2936-4dfe-b541-b4842a974ead,1604913687773:de52b89f-bc85-47ba-bead-de4027f48d5f,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
125,1604913687773:d678ca26-2936-4dfe-b541-b4842a974ead,1604913687773:1c89abfd-b4be-47c3-8765-ce22c1d5d90c,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,CTOR,none
126,1604913687773:d678ca26-2936-4dfe-b541-b4842a974ead,1604913687773:1c89abfd-b4be-47c3-8765-ce22c1d5d90c,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class,No,0,True,EmptyObject,EmptyObject,clear,none
127,1604913687773:d678ca26-2936-4dfe-b541-b4842a974ead,1604913687773:1c89abfd-b4be-47c3-8765-ce22c1d5d90c,0,True,EmptyObject,EmptyObject,clear,none,No,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class
128,1604913687773:d678ca26-2936-4dfe-b541-b4842a974ead,1604913687773:1c89abfd-b4be-47c3-8765-ce22c1d5d90c,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
129,1604913687773:d678ca26-2936-4dfe-b541-b4842a974ead,1604913687773:1c89abfd-b4be-47c3-8765-ce22c1d5d90c,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
131,1604913687773:c748f5e5-0081-4e6f-9434-7161a7090c1a,1604913687773:5bea03d3-a969-44f2-a981-fa3de1aad37e,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
132,1604913687773:c748f5e5-0081-4e6f-9434-7161a7090c1a,1604913687773:5bea03d3-a969-44f2-a981-fa3de1aad37e,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
134,1604913687773:c10b20e3-d9a0-4c7d-8ae8-9ade0cea9e74,1604913687773:d08da4d2-0c0e-48e1-8eae-62bc378861d6,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
135,1604913687773:c10b20e3-d9a0-4c7d-8ae8-9ade0cea9e74,1604913687773:d08da4d2-0c0e-48e1-8eae-62bc378861d6,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
137,1604913687773:c10b20e3-d9a0-4c7d-8ae8-9ade0cea9e74,1604913687773:46693105-c368-4921-bc49-a88377891907,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
138,1604913687773:c10b20e3-d9a0-4c7d-8ae8-9ade0cea9e74,1604913687773:46693105-c368-4921-bc49-a88377891907,2,False,0.0,class java.lang.Float,push,class java.lang.Float,No,1,False,1.0,class java.lang.Float,push,class java.lang.Float
140,1604913687773:4d40d392-f486-4f37-845c-4dab6bcb62bb,1604913687773:ef29ccb4-a830-4df0-b38a-446663dae38a,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
141,1604913687773:4d40d392-f486-4f37-845c-4dab6bcb62bb,1604913687773:ef29ccb4-a830-4df0-b38a-446663dae38a,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
143,1604913687773:4d40d392-f486-4f37-845c-4dab6bcb62bb,1604913687773:13c7796c-ac97-4366-a797-59c122f591dc,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,CTOR,none
144,1604913687773:4d40d392-f486-4f37-845c-4dab6bcb62bb,1604913687773:13c7796c-ac97-4366-a797-59c122f591dc,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class,No,0,True,EmptyObject,EmptyObject,clear,none
145,1604913687773:4d40d392-f486-4f37-845c-4dab6bcb62bb,1604913687773:13c7796c-ac97-4366-a797-59c122f591dc,0,True,EmptyObject,EmptyObject,clear,none,No,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class
146,1604913687773:4d40d392-f486-4f37-845c-4dab6bcb62bb,1604913687773:13c7796c-ac97-4366-a797-59c122f591dc,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
147,1604913687773:4d40d392-f486-4f37-845c-4dab6bcb62bb,1604913687773:13c7796c-ac97-4366-a797-59c122f591dc,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
149,1604913687773:2d88a185-afb9-49da-99e9-69ab76b090ea,1604913687773:8bf386d6-2a54-4b53-b272-cdcd6415ce29,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,CTOR,none
150,1604913687773:2d88a185-afb9-49da-99e9-69ab76b090ea,1604913687773:8bf386d6-2a54-4b53-b272-cdcd6415ce29,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class,No,0,True,EmptyObject,EmptyObject,clear,none
151,1604913687773:2d88a185-afb9-49da-99e9-69ab76b090ea,1604913687773:8bf386d6-2a54-4b53-b272-cdcd6415ce29,0,True,EmptyObject,EmptyObject,clear,none,No,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class
152,1604913687773:2d88a185-afb9-49da-99e9-69ab76b090ea,1604913687773:8bf386d6-2a54-4b53-b272-cdcd6415ce29,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
153,1604913687773:2d88a185-afb9-49da-99e9-69ab76b090ea,1604913687773:8bf386d6-2a54-4b53-b272-cdcd6415ce29,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,clear,none
155,1604913687773:2d88a185-afb9-49da-99e9-69ab76b090ea,1604913687773:0bcef011-1592-4e92-bb2f-3e3dd1a963f2,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
156,1604913687773:2d88a185-afb9-49da-99e9-69ab76b090ea,1604913687773:0bcef011-1592-4e92-bb2f-3e3dd1a963f2,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
158,1604913687773:0f842f5f-2685-4407-9d3a-4f9448075aa6,1604913687773:5cd4f50b-fa01-4e13-bfa2-4767ce992973,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
159,1604913687773:0f842f5f-2685-4407-9d3a-4f9448075aa6,1604913687773:5cd4f50b-fa01-4e13-bfa2-4767ce992973,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
161,1604913687773:07c7ec4c-d22f-4c52-af44-c8ebb90000ef,1604913687774:7b629b97-6ee3-4962-b409-d6156740915a,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
162,1604913687773:07c7ec4c-d22f-4c52-af44-c8ebb90000ef,1604913687774:7b629b97-6ee3-4962-b409-d6156740915a,1,False,1.0,class java.lang.Float,pop,none,Yes,1,False,1.0,class java.lang.Float,push,class java.lang.Float
164,1604913687773:07c7ec4c-d22f-4c52-af44-c8ebb90000ef,1604913687773:c7238a6c-470a-42f1-9aa7-76062b69aa8a,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No,0,True,EmptyObject,EmptyObject,CTOR,none
165,1604913687773:07c7ec4c-d22f-4c52-af44-c8ebb90000ef,1604913687773:c7238a6c-470a-42f1-9aa7-76062b69aa8a,2,False,0.0,class java.lang.Float,push,class java.lang.Float,No,1,False,1.0,class java.lang.Float,push,class java.lang.Float
