,testId,instanceId,size,isEmpty,peek,peek_obj_type,calledMethod,pushInput,diff,size_p,isEmpty_p,peek_p,peek_obj_type_p,calledMethod_p,pushInput_p
6048,1604915698170:ae8bb519-7131-4312-ae5a-3952b6177e7d,1604915698170:36453bb0-5a33-4ab4-8c53-1834644eb075,1,True,EmptyObject,class java.lang.String,push,class java.lang.String,Yes,0,True,EmptyObject,EmptyObject,CTOR,none
6050,1604915698170:a97ab82c-d152-4b04-9ad4-f4feefbedffb,1604915698170:701f552c-2119-420e-b5d8-514ac893871c,1,True,EmptyObject,class java.lang.String,push,class java.lang.String,Yes,0,True,EmptyObject,EmptyObject,CTOR,none
6051,1604915698170:a97ab82c-d152-4b04-9ad4-f4feefbedffb,1604915698170:701f552c-2119-420e-b5d8-514ac893871c,1,True,EmptyObject,class java.lang.String,pop,none,Yes,1,True,EmptyObject,class java.lang.String,push,class java.lang.String
6053,1604915698170:a915476b-2d59-4b13-ac6e-ad52c30bf1a8,1604915698170:46849910-c8e5-40c1-8cff-2e9b53ab9431,1,True,EmptyObject,class java.lang.String,push,class java.lang.String,Yes,0,True,EmptyObject,EmptyObject,CTOR,none
6054,1604915698170:a915476b-2d59-4b13-ac6e-ad52c30bf1a8,1604915698170:46849910-c8e5-40c1-8cff-2e9b53ab9431,1,True,EmptyObject,class java.lang.String,pop,none,Yes,1,True,EmptyObject,class java.lang.String,push,class java.lang.String
6056,1604915698170:a8ba124f-a3d0-471d-80a5-d723e4b7f274,1604915698170:c788f28c-ebf9-4b78-917b-1cf56f398fe8,1,True,EmptyObject,class java.lang.String,push,class java.lang.String,Yes,0,True,EmptyObject,EmptyObject,CTOR,none
6058,1604915698170:a8ba124f-a3d0-471d-80a5-d723e4b7f274,1604915698170:c4409786-aabf-4153-a882-4e6f32314b3e,1,True,EmptyObject,class java.lang.String,push,class java.lang.String,Yes,0,True,EmptyObject,EmptyObject,CTOR,none
6059,1604915698170:a8ba124f-a3d0-471d-80a5-d723e4b7f274,1604915698170:c4409786-aabf-4153-a882-4e6f32314b3e,1,True,EmptyObject,class java.lang.String,pop,none,Yes,1,True,EmptyObject,class java.lang.String,push,class java.lang.String
6061,1604915698170:a76a6a89-438c-4adb-81f6-20f6479f4afa,1604915698170:95c8583f-d47a-42e9-acd2-2e0b8a345d61,1,True,EmptyObject,class java.lang.String,push,class java.lang.String,Yes,0,True,EmptyObject,EmptyObject,CTOR,none
6062,1604915698170:a76a6a89-438c-4adb-81f6-20f6479f4afa,1604915698170:95c8583f-d47a-42e9-acd2-2e0b8a345d61,2,True,EmptyObject,class java.lang.String,push,class java.lang.String,Yes,1,True,EmptyObject,class java.lang.String,push,class java.lang.String
6063,1604915698170:a76a6a89-438c-4adb-81f6-20f6479f4afa,1604915698170:95c8583f-d47a-42e9-acd2-2e0b8a345d61,3,True,EmptyObject,class java.lang.String,push,class java.lang.String,Yes,2,True,EmptyObject,class java.lang.String,push,class java.lang.String
6065,1604915698170:a76a6a89-438c-4adb-81f6-20f6479f4afa,1604915698170:74865955-e946-4e9d-ad57-a43e44b8bbcc,0,True,EmptyObject,EmptyObject,clear,none,No,0,True,EmptyObject,EmptyObject,CTOR,none
