,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,diff
22,1607895376628:0b85fc06-0fc9-4d4d-87af-777ff323577a,1607895376628:d1dc6d71-af90-4821-8bd0-daec7c03f047,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
24,1607895376628:0b85fc06-0fc9-4d4d-87af-777ff323577a,1607895376628:bf348a87-59e4-4777-a664-a67a47e13e7a,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",Yes
25,1607895376628:0b85fc06-0fc9-4d4d-87af-777ff323577a,1607895376628:bf348a87-59e4-4777-a664-a67a47e13e7a,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""1""",Yes
26,1607895376628:0b85fc06-0fc9-4d4d-87af-777ff323577a,1607895376628:bf348a87-59e4-4777-a664-a67a47e13e7a,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""",Yes
27,1607895376628:0b85fc06-0fc9-4d4d-87af-777ff323577a,1607895376628:bf348a87-59e4-4777-a664-a67a47e13e7a,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""",Yes
28,1607895376628:0b85fc06-0fc9-4d4d-87af-777ff323577a,1607895376628:bf348a87-59e4-4777-a664-a67a47e13e7a,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""",Yes
30,1607895376627:71d95c64-ada3-44d4-9d27-459e6a2dfae5,1607895376627:77f7891a-ed9c-41b8-b791-2563eb38f261,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
31,1607895376627:71d95c64-ada3-44d4-9d27-459e6a2dfae5,1607895376627:77f7891a-ed9c-41b8-b791-2563eb38f261,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
33,1607895376627:6352159e-0ce3-4aad-91a2-b92172806630,1607895376627:48babcaf-06a6-4ea7-b42d-ee95ee07f24b,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",Yes
34,1607895376627:6352159e-0ce3-4aad-91a2-b92172806630,1607895376627:48babcaf-06a6-4ea7-b42d-ee95ee07f24b,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""1""",Yes
35,1607895376627:6352159e-0ce3-4aad-91a2-b92172806630,1607895376627:48babcaf-06a6-4ea7-b42d-ee95ee07f24b,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""",Yes
36,1607895376627:6352159e-0ce3-4aad-91a2-b92172806630,1607895376627:48babcaf-06a6-4ea7-b42d-ee95ee07f24b,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""",Yes
37,1607895376627:6352159e-0ce3-4aad-91a2-b92172806630,1607895376627:48babcaf-06a6-4ea7-b42d-ee95ee07f24b,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""",Yes
39,1607895376627:6352159e-0ce3-4aad-91a2-b92172806630,1607895376627:00116ada-6c4b-4b79-a6e7-3607ea43885c,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
40,1607895376627:6352159e-0ce3-4aad-91a2-b92172806630,1607895376627:00116ada-6c4b-4b79-a6e7-3607ea43885c,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
42,1607895376627:1e90a9df-6823-4dfd-a063-77f12733c0c7,1607895376627:dab39e1b-ebd6-473f-b846-75f8ca9ae6fb,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
43,1607895376627:1e90a9df-6823-4dfd-a063-77f12733c0c7,1607895376627:dab39e1b-ebd6-473f-b846-75f8ca9ae6fb,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
45,1607895376627:1be70524-333d-4961-b674-3c8dade0c579,1607895376627:8ee66128-a50b-44f0-90ab-dcf00f21c2d5,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
46,1607895376627:1be70524-333d-4961-b674-3c8dade0c579,1607895376627:8ee66128-a50b-44f0-90ab-dcf00f21c2d5,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
48,1607895376627:1be70524-333d-4961-b674-3c8dade0c579,1607895376627:8bb87dc8-d19b-4f19-a510-5b3a88256511,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
49,1607895376627:1be70524-333d-4961-b674-3c8dade0c579,1607895376627:8bb87dc8-d19b-4f19-a510-5b3a88256511,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""1""",No
50,1607895376627:1be70524-333d-4961-b674-3c8dade0c579,1607895376627:8bb87dc8-d19b-4f19-a510-5b3a88256511,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""","size_p == ""2""",No
52,1607895376626:b16f1fbe-ebf1-4146-a330-3b7986ae8102,1607895376626:36e924d9-0e53-4fd5-8a96-abf96e3a7f6e,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
53,1607895376626:b16f1fbe-ebf1-4146-a330-3b7986ae8102,1607895376626:36e924d9-0e53-4fd5-8a96-abf96e3a7f6e,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
55,1607895376626:b16f1fbe-ebf1-4146-a330-3b7986ae8102,1607895376626:20703769-0f3b-4c77-9ff2-39209810acdc,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
57,1607895376626:914056e1-36eb-4d48-bb53-f30c77ddb060,1607895376626:34899420-c3dd-4633-8d37-39adef0bbf25,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
58,1607895376626:914056e1-36eb-4d48-bb53-f30c77ddb060,1607895376626:34899420-c3dd-4633-8d37-39adef0bbf25,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
60,1607895376626:42b65980-9fa1-4a41-b62e-2f3e0bbcdfad,1607895376626:b86b6a1f-b3e1-4e83-ac02-2e5d2819dc79,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",Yes
61,1607895376626:42b65980-9fa1-4a41-b62e-2f3e0bbcdfad,1607895376626:b86b6a1f-b3e1-4e83-ac02-2e5d2819dc79,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""1""",Yes
62,1607895376626:42b65980-9fa1-4a41-b62e-2f3e0bbcdfad,1607895376626:b86b6a1f-b3e1-4e83-ac02-2e5d2819dc79,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""",Yes
63,1607895376626:42b65980-9fa1-4a41-b62e-2f3e0bbcdfad,1607895376626:b86b6a1f-b3e1-4e83-ac02-2e5d2819dc79,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""",Yes
64,1607895376626:42b65980-9fa1-4a41-b62e-2f3e0bbcdfad,1607895376626:b86b6a1f-b3e1-4e83-ac02-2e5d2819dc79,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""",Yes
66,1607895376626:42b65980-9fa1-4a41-b62e-2f3e0bbcdfad,1607895376626:3142b978-fdff-4914-900b-e0939218d6dc,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
67,1607895376626:42b65980-9fa1-4a41-b62e-2f3e0bbcdfad,1607895376626:3142b978-fdff-4914-900b-e0939218d6dc,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
69,1607895376626:248af49f-ee3d-4f5e-a274-714cfb80dfaf,1607895376626:7dd70c67-1288-439a-9bb1-883b33957134,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",Yes
70,1607895376626:248af49f-ee3d-4f5e-a274-714cfb80dfaf,1607895376626:7dd70c67-1288-439a-9bb1-883b33957134,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""1""",Yes
71,1607895376626:248af49f-ee3d-4f5e-a274-714cfb80dfaf,1607895376626:7dd70c67-1288-439a-9bb1-883b33957134,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""2""",Yes
73,1607895376625:f929ae03-13f4-4d2f-8b4a-d0b2e9b85461,1607895376625:9417adbd-4c38-45ed-9a47-fa526ecef3c4,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
75,1607895376625:f929ae03-13f4-4d2f-8b4a-d0b2e9b85461,1607895376625:702a2c66-d1f2-4c4b-8c7d-b324faab5739,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
76,1607895376625:f929ae03-13f4-4d2f-8b4a-d0b2e9b85461,1607895376625:702a2c66-d1f2-4c4b-8c7d-b324faab5739,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
79,1607895376625:e7d805f4-1ebb-4b1d-ad0c-cb711d7266f0,1607895376625:5f1d6bec-194c-462b-91f3-d88a7a3e4a13,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
81,1607895376625:e7d805f4-1ebb-4b1d-ad0c-cb711d7266f0,1607895376625:0843fa36-9ecc-4e5b-967f-47f11104fa77,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
82,1607895376625:e7d805f4-1ebb-4b1d-ad0c-cb711d7266f0,1607895376625:0843fa36-9ecc-4e5b-967f-47f11104fa77,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
84,1607895376625:d596b7d4-710c-45be-9c48-932301f0ce2c,1607895376625:447f5a31-401c-486a-a1f7-c058aec3dd49,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
85,1607895376625:d596b7d4-710c-45be-9c48-932301f0ce2c,1607895376625:447f5a31-401c-486a-a1f7-c058aec3dd49,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
87,1607895376625:b1b333e2-eeae-460c-b9e6-48471adac9ec,1607895376626:613e5198-1c48-4748-b7f1-afb0fa230d57,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
88,1607895376625:b1b333e2-eeae-460c-b9e6-48471adac9ec,1607895376626:613e5198-1c48-4748-b7f1-afb0fa230d57,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
90,1607895376625:b1b333e2-eeae-460c-b9e6-48471adac9ec,1607895376625:890b27ea-7c01-448b-86d4-47faf6da8190,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",Yes
91,1607895376625:b1b333e2-eeae-460c-b9e6-48471adac9ec,1607895376625:890b27ea-7c01-448b-86d4-47faf6da8190,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""1""",Yes
92,1607895376625:b1b333e2-eeae-460c-b9e6-48471adac9ec,1607895376625:890b27ea-7c01-448b-86d4-47faf6da8190,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""",Yes
93,1607895376625:b1b333e2-eeae-460c-b9e6-48471adac9ec,1607895376625:890b27ea-7c01-448b-86d4-47faf6da8190,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""",Yes
94,1607895376625:b1b333e2-eeae-460c-b9e6-48471adac9ec,1607895376625:890b27ea-7c01-448b-86d4-47faf6da8190,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""",Yes
96,1607895376625:07de6631-994a-4faa-a11f-dc88b41165d4,1607895376625:9dbbe898-32a3-4916-88e4-b1ebc1cacf35,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
98,1607895376625:07de6631-994a-4faa-a11f-dc88b41165d4,1607895376625:3fe88875-6499-425d-bde0-e70d5a54ee33,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
99,1607895376625:07de6631-994a-4faa-a11f-dc88b41165d4,1607895376625:3fe88875-6499-425d-bde0-e70d5a54ee33,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
102,1607895376624:ccd476cb-0aac-4a43-8b20-7903bcb67222,1607895376624:aa821c48-7853-4582-97b2-2448e3751b7a,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
103,1607895376624:ccd476cb-0aac-4a43-8b20-7903bcb67222,1607895376624:aa821c48-7853-4582-97b2-2448e3751b7a,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
105,1607895376624:ccd476cb-0aac-4a43-8b20-7903bcb67222,1607895376624:3bd39105-a7c9-4c70-998a-a19bdd654d4e,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
106,1607895376624:ccd476cb-0aac-4a43-8b20-7903bcb67222,1607895376624:3bd39105-a7c9-4c70-998a-a19bdd654d4e,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""1""",No
108,1607895376624:3e5246e1-88a1-4405-aff4-974a09968276,1607895376624:8393d6d4-efb1-4bc1-8982-6604341a676b,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
110,1607895376624:3e5246e1-88a1-4405-aff4-974a09968276,1607895376624:127ad7d1-8a4b-4c0c-8864-a52e803507bc,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
111,1607895376624:3e5246e1-88a1-4405-aff4-974a09968276,1607895376624:127ad7d1-8a4b-4c0c-8864-a52e803507bc,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
113,1607895376624:0fd0a52f-28b1-462a-8ca7-17fa7ef57967,1607895376624:23cadef0-1f95-442a-b2f5-701815306186,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
114,1607895376624:0fd0a52f-28b1-462a-8ca7-17fa7ef57967,1607895376624:23cadef0-1f95-442a-b2f5-701815306186,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
116,1607895376623:8312f71f-166a-413d-934e-e33fbe1f64d8,1607895376623:ef0c900a-5ed0-429b-b6d7-12dab6886765,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
117,1607895376623:8312f71f-166a-413d-934e-e33fbe1f64d8,1607895376623:ef0c900a-5ed0-429b-b6d7-12dab6886765,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""1""",No
119,1607895376623:8312f71f-166a-413d-934e-e33fbe1f64d8,1607895376623:1fcffcf7-c68d-4b90-888e-3e731063aa64,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
120,1607895376623:8312f71f-166a-413d-934e-e33fbe1f64d8,1607895376623:1fcffcf7-c68d-4b90-888e-3e731063aa64,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
122,1607895376623:24db50d5-9844-43a2-877c-99e730322da0,1607895376623:d6fdecaa-5286-482e-a785-e3afc10225fd,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
123,1607895376623:24db50d5-9844-43a2-877c-99e730322da0,1607895376623:d6fdecaa-5286-482e-a785-e3afc10225fd,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
125,1607895376623:24db50d5-9844-43a2-877c-99e730322da0,1607895376623:4bbac57f-4ed6-433c-b11e-82f309a07725,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
128,1607895376622:9b6bbbcb-f51b-409c-a11d-3896359d4a62,1607895376622:d102eb28-5705-4b03-83b0-f4adf5bb1c4b,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
129,1607895376622:9b6bbbcb-f51b-409c-a11d-3896359d4a62,1607895376622:d102eb28-5705-4b03-83b0-f4adf5bb1c4b,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
131,1607895376622:9b6bbbcb-f51b-409c-a11d-3896359d4a62,1607895376622:c5d64697-7b48-4290-9cf8-65d57b486882,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",Yes
132,1607895376622:9b6bbbcb-f51b-409c-a11d-3896359d4a62,1607895376622:c5d64697-7b48-4290-9cf8-65d57b486882,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""1""",Yes
133,1607895376622:9b6bbbcb-f51b-409c-a11d-3896359d4a62,1607895376622:c5d64697-7b48-4290-9cf8-65d57b486882,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""",Yes
134,1607895376622:9b6bbbcb-f51b-409c-a11d-3896359d4a62,1607895376622:c5d64697-7b48-4290-9cf8-65d57b486882,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""",Yes
135,1607895376622:9b6bbbcb-f51b-409c-a11d-3896359d4a62,1607895376622:c5d64697-7b48-4290-9cf8-65d57b486882,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""",Yes
137,1607895376622:75923f46-469b-4b8d-a791-1ba1d5eae47c,1607895376622:7bf796af-177d-4070-855e-72f3df57da6c,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""0""",No
138,1607895376622:75923f46-469b-4b8d-a791-1ba1d5eae47c,1607895376622:7bf796af-177d-4070-855e-72f3df57da6c,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""1""",Yes
