,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,diff
34,1607885767772:c64e5487-577d-4d86-921e-5dda82405764,1607885767772:d944b750-67cf-420e-9af5-1839ef8e4261,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
36,1607885767772:c64e5487-577d-4d86-921e-5dda82405764,1607885767772:3338a228-74a0-4029-a5c6-3654f5e26cd1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
38,1607885767772:99e0d9d2-9a8c-4093-a539-e6b28f42c198,1607885767772:0fd3c08d-18c1-41bb-a06a-571917660205,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
39,1607885767772:99e0d9d2-9a8c-4093-a539-e6b28f42c198,1607885767772:0fd3c08d-18c1-41bb-a06a-571917660205,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
40,1607885767772:99e0d9d2-9a8c-4093-a539-e6b28f42c198,1607885767772:0fd3c08d-18c1-41bb-a06a-571917660205,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
42,1607885767772:983199bb-9388-45ca-90ad-38993bf1dd90,1607885767772:b5002f5a-a9d8-4be3-9029-48e37fb9df64,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
43,1607885767772:983199bb-9388-45ca-90ad-38993bf1dd90,1607885767772:b5002f5a-a9d8-4be3-9029-48e37fb9df64,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
44,1607885767772:983199bb-9388-45ca-90ad-38993bf1dd90,1607885767772:b5002f5a-a9d8-4be3-9029-48e37fb9df64,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
45,1607885767772:983199bb-9388-45ca-90ad-38993bf1dd90,1607885767772:b5002f5a-a9d8-4be3-9029-48e37fb9df64,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
46,1607885767772:983199bb-9388-45ca-90ad-38993bf1dd90,1607885767772:b5002f5a-a9d8-4be3-9029-48e37fb9df64,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
48,1607885767772:983199bb-9388-45ca-90ad-38993bf1dd90,1607885767772:0487ea9e-a6b5-4e5f-8007-91380b47a3ee,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
49,1607885767772:983199bb-9388-45ca-90ad-38993bf1dd90,1607885767772:0487ea9e-a6b5-4e5f-8007-91380b47a3ee,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
51,1607885767772:89354395-8a96-49f4-bfae-e49085dda19b,1607885767772:e74b1fcb-5711-4e71-ba4e-36d287b61287,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
52,1607885767772:89354395-8a96-49f4-bfae-e49085dda19b,1607885767772:e74b1fcb-5711-4e71-ba4e-36d287b61287,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
54,1607885767772:247ea7fb-de64-47cb-9912-0d6ec70770df,1607885767773:77e98d47-928e-4674-8e88-0a9814b59688,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
55,1607885767772:247ea7fb-de64-47cb-9912-0d6ec70770df,1607885767773:77e98d47-928e-4674-8e88-0a9814b59688,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
56,1607885767772:247ea7fb-de64-47cb-9912-0d6ec70770df,1607885767773:77e98d47-928e-4674-8e88-0a9814b59688,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
58,1607885767772:247ea7fb-de64-47cb-9912-0d6ec70770df,1607885767773:70839331-fde8-4056-8dfc-66712b9045c3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
59,1607885767772:247ea7fb-de64-47cb-9912-0d6ec70770df,1607885767773:70839331-fde8-4056-8dfc-66712b9045c3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
61,1607885767772:1b14faab-3847-44b1-aae2-0efaf3882652,1607885767772:2c103fb6-42ed-4788-9f0a-61829a04367e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
62,1607885767772:1b14faab-3847-44b1-aae2-0efaf3882652,1607885767772:2c103fb6-42ed-4788-9f0a-61829a04367e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
63,1607885767772:1b14faab-3847-44b1-aae2-0efaf3882652,1607885767772:2c103fb6-42ed-4788-9f0a-61829a04367e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
64,1607885767772:1b14faab-3847-44b1-aae2-0efaf3882652,1607885767772:2c103fb6-42ed-4788-9f0a-61829a04367e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
65,1607885767772:1b14faab-3847-44b1-aae2-0efaf3882652,1607885767772:2c103fb6-42ed-4788-9f0a-61829a04367e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
67,1607885767772:1b14faab-3847-44b1-aae2-0efaf3882652,1607885767772:16aebf57-3213-4746-87f8-f4112dc8a4f2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
68,1607885767772:1b14faab-3847-44b1-aae2-0efaf3882652,1607885767772:16aebf57-3213-4746-87f8-f4112dc8a4f2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
70,1607885767771:ffe940e8-3c9d-4a13-a927-388b48fc7a91,1607885767771:de932d2c-556c-4341-aaa9-f6a1225d9548,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
71,1607885767771:ffe940e8-3c9d-4a13-a927-388b48fc7a91,1607885767771:de932d2c-556c-4341-aaa9-f6a1225d9548,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
74,1607885767771:ffe940e8-3c9d-4a13-a927-388b48fc7a91,1607885767771:14556f5c-fbde-4efd-a0e4-8f9c35b6ba99,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
76,1607885767771:cb20817f-a2d6-4d2e-b2cd-b440e67a32cc,1607885767771:98301f9c-b4c3-4f15-aa4a-6739371464bf,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
77,1607885767771:cb20817f-a2d6-4d2e-b2cd-b440e67a32cc,1607885767771:98301f9c-b4c3-4f15-aa4a-6739371464bf,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
79,1607885767771:c0595182-9554-4830-9a1f-7743d3f9f278,1607885767771:9630e54b-59c0-4050-a4dd-9cf5b0beda38,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
80,1607885767771:c0595182-9554-4830-9a1f-7743d3f9f278,1607885767771:9630e54b-59c0-4050-a4dd-9cf5b0beda38,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
82,1607885767771:c0595182-9554-4830-9a1f-7743d3f9f278,1607885767771:7b183eaf-5cfb-45a9-9cea-5a6e422a0ac1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
85,1607885767771:966d06dc-1a65-4cf5-8d91-8e7aad9ab639,1607885767771:adeb7885-70d1-4868-a546-2a0f9fd45bda,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
86,1607885767771:966d06dc-1a65-4cf5-8d91-8e7aad9ab639,1607885767771:adeb7885-70d1-4868-a546-2a0f9fd45bda,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
88,1607885767771:966d06dc-1a65-4cf5-8d91-8e7aad9ab639,1607885767771:3730b969-0b11-4764-814f-160709ca647b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
90,1607885767771:91e8d455-c354-4b13-bbfd-0da8390caedd,1607885767771:6f98ad66-2c6a-4299-95dd-d35b7c257d3a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
91,1607885767771:91e8d455-c354-4b13-bbfd-0da8390caedd,1607885767771:6f98ad66-2c6a-4299-95dd-d35b7c257d3a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
93,1607885767771:91e8d455-c354-4b13-bbfd-0da8390caedd,1607885767771:0a943f5b-d457-4374-8962-e93215a3270c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
94,1607885767771:91e8d455-c354-4b13-bbfd-0da8390caedd,1607885767771:0a943f5b-d457-4374-8962-e93215a3270c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
95,1607885767771:91e8d455-c354-4b13-bbfd-0da8390caedd,1607885767771:0a943f5b-d457-4374-8962-e93215a3270c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
96,1607885767771:91e8d455-c354-4b13-bbfd-0da8390caedd,1607885767771:0a943f5b-d457-4374-8962-e93215a3270c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
97,1607885767771:91e8d455-c354-4b13-bbfd-0da8390caedd,1607885767771:0a943f5b-d457-4374-8962-e93215a3270c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
99,1607885767771:180ff33b-beeb-4040-b675-1715420abfce,1607885767771:94b251e5-71c7-4975-9325-1f4247b88b8e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
100,1607885767771:180ff33b-beeb-4040-b675-1715420abfce,1607885767771:94b251e5-71c7-4975-9325-1f4247b88b8e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
102,1607885767770:c54fcf7d-e29d-469e-ae06-efa746ec0c7c,1607885767770:b5257a9a-d566-4c3b-bffb-134d44dea8e8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
103,1607885767770:c54fcf7d-e29d-469e-ae06-efa746ec0c7c,1607885767770:b5257a9a-d566-4c3b-bffb-134d44dea8e8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
105,1607885767770:c54fcf7d-e29d-469e-ae06-efa746ec0c7c,1607885767770:367ee1eb-d5f3-4de8-a292-82d509cb7527,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
106,1607885767770:c54fcf7d-e29d-469e-ae06-efa746ec0c7c,1607885767770:367ee1eb-d5f3-4de8-a292-82d509cb7527,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
108,1607885767770:a4cb1d67-4286-4df3-8309-b26352e8e542,1607885767770:261fd8d8-b454-47a8-9fdf-e915aae58cf9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
109,1607885767770:a4cb1d67-4286-4df3-8309-b26352e8e542,1607885767770:261fd8d8-b454-47a8-9fdf-e915aae58cf9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
111,1607885767770:2ba544f6-e1d5-4851-879e-29599134b613,1607885767770:61c37547-8cee-4800-b86d-8ee7917e9b71,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
113,1607885767770:2ba544f6-e1d5-4851-879e-29599134b613,1607885767770:348d7b08-9792-49ec-bfe0-63837066c93f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
114,1607885767770:2ba544f6-e1d5-4851-879e-29599134b613,1607885767770:348d7b08-9792-49ec-bfe0-63837066c93f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
116,1607885767769:b0f2481a-44b8-4c4f-b40c-a0e66bda0f62,1607885767769:ddb7ebeb-bbff-498e-925f-ced5b7f808b0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
117,1607885767769:b0f2481a-44b8-4c4f-b40c-a0e66bda0f62,1607885767769:ddb7ebeb-bbff-498e-925f-ced5b7f808b0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
119,1607885767769:b0f2481a-44b8-4c4f-b40c-a0e66bda0f62,1607885767769:7dbbd74f-b453-443e-b600-1b523f6d21e5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
120,1607885767769:b0f2481a-44b8-4c4f-b40c-a0e66bda0f62,1607885767769:7dbbd74f-b453-443e-b600-1b523f6d21e5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
121,1607885767769:b0f2481a-44b8-4c4f-b40c-a0e66bda0f62,1607885767769:7dbbd74f-b453-443e-b600-1b523f6d21e5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
122,1607885767769:b0f2481a-44b8-4c4f-b40c-a0e66bda0f62,1607885767769:7dbbd74f-b453-443e-b600-1b523f6d21e5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
123,1607885767769:b0f2481a-44b8-4c4f-b40c-a0e66bda0f62,1607885767769:7dbbd74f-b453-443e-b600-1b523f6d21e5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""",No
125,1607885767769:619aef7f-31c7-4937-9792-dd4f434ba248,1607885767769:87dfce97-d971-40cc-8bd1-bd48f6f1541d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
126,1607885767769:619aef7f-31c7-4937-9792-dd4f434ba248,1607885767769:87dfce97-d971-40cc-8bd1-bd48f6f1541d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
128,1607885767769:619aef7f-31c7-4937-9792-dd4f434ba248,1607885767769:857f7ae1-ed77-48ac-8ec6-0fa3a5119d55,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
129,1607885767769:619aef7f-31c7-4937-9792-dd4f434ba248,1607885767769:857f7ae1-ed77-48ac-8ec6-0fa3a5119d55,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
132,1607885767769:48b9ba1f-d649-4669-b8e4-5acc867cf1f9,1607885767769:1bebf784-4302-443b-a5a1-9fcbea10c238,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
134,1607885767769:48b9ba1f-d649-4669-b8e4-5acc867cf1f9,1607885767769:0687f413-772c-4c6b-babc-2df1ff1fb0c1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
135,1607885767769:48b9ba1f-d649-4669-b8e4-5acc867cf1f9,1607885767769:0687f413-772c-4c6b-babc-2df1ff1fb0c1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
137,1607885767768:e20733c2-1204-4d0b-b64d-7b48d2e792eb,1607885767768:e2ab14cc-469f-417e-ae29-7ce2a751ea14,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
138,1607885767768:e20733c2-1204-4d0b-b64d-7b48d2e792eb,1607885767768:e2ab14cc-469f-417e-ae29-7ce2a751ea14,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
140,1607885767768:d2aee53a-abc3-4b6e-a523-298fcb964410,1607885767768:b6d2c875-0304-496d-b567-35ef6989a2be,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes
141,1607885767768:d2aee53a-abc3-4b6e-a523-298fcb964410,1607885767768:b6d2c875-0304-496d-b567-35ef6989a2be,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""",No
