testId,instanceId,size,isEmpty,peek,peek_obj_type,calledMethod,pushInput,diff
1607896985168:68427f42-ff7b-4fce-945b-0984f13e59a8,1607896985576:28198e04-387f-48c8-b3ad-d4c753685416,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607896985168:68427f42-ff7b-4fce-945b-0984f13e59a8,1607896985576:28198e04-387f-48c8-b3ad-d4c753685416,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1607896985168:68427f42-ff7b-4fce-945b-0984f13e59a8,1607896985576:28198e04-387f-48c8-b3ad-d4c753685416,1,False,1.0,class java.lang.Float,pop,none,Yes
1607896985581:574cbfbf-0080-4ab1-8288-70bdf9d49260,1607896985581:47db237f-feef-4b64-8226-fcbf2444923b,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607896985581:574cbfbf-0080-4ab1-8288-70bdf9d49260,1607896985581:47db237f-feef-4b64-8226-fcbf2444923b,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1607896985581:574cbfbf-0080-4ab1-8288-70bdf9d49260,1607896985581:47db237f-feef-4b64-8226-fcbf2444923b,1,False,1.0,class java.lang.Float,pop,none,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607896985582:ba48a529-e1b9-4d01-b177-e7ae75ba5b4e,1607896985582:45405281-925c-42ae-b5d6-94c7d10fd833,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607896985582:ba48a529-e1b9-4d01-b177-e7ae75ba5b4e,1607896985582:45405281-925c-42ae-b5d6-94c7d10fd833,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1607896985582:ba48a529-e1b9-4d01-b177-e7ae75ba5b4e,1607896985582:45405281-925c-42ae-b5d6-94c7d10fd833,1,False,1.0,class java.lang.Float,pop,none,Yes
--,--,--,--,--,--,--,--,Yes
1607896985583:b7ce0c12-39b8-4f45-8c16-c0d4d0df1cad,1607896985583:89b0b8d2-6489-4ee0-8818-92913b56f234,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607896985583:b7ce0c12-39b8-4f45-8c16-c0d4d0df1cad,1607896985583:89b0b8d2-6489-4ee0-8818-92913b56f234,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1607896985583:b7ce0c12-39b8-4f45-8c16-c0d4d0df1cad,1607896985583:89b0b8d2-6489-4ee0-8818-92913b56f234,1,False,1.0,class java.lang.Float,pop,none,Yes
--,--,--,--,--,--,--,--,Yes
1607896985584:336a46de-81ce-473e-86d9-83994ff94f13,1607896985584:d5ba1729-7118-4b81-82ce-f7e142b0ffac,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607896985584:336a46de-81ce-473e-86d9-83994ff94f13,1607896985584:d5ba1729-7118-4b81-82ce-f7e142b0ffac,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1607896985584:336a46de-81ce-473e-86d9-83994ff94f13,1607896985584:d5ba1729-7118-4b81-82ce-f7e142b0ffac,1,False,1.0,class java.lang.Float,pop,none,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607896985584:69f15393-a001-42a8-bda9-d1484890382d,1607896985584:77e6793e-a2d8-476b-ad6f-6361abe56936,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607896985584:69f15393-a001-42a8-bda9-d1484890382d,1607896985584:77e6793e-a2d8-476b-ad6f-6361abe56936,0,True,EmptyObject,EmptyObject,clear,none,No
1607896985584:69f15393-a001-42a8-bda9-d1484890382d,1607896985584:77e6793e-a2d8-476b-ad6f-6361abe56936,0,True,EmptyObject,EmptyObject,pop,none,No
1607896985585:473492f0-c1cd-494a-8c38-8ef6422a8c3b,1607896985585:2aa7778c-60e5-4bf6-83f6-f2d3dc012add,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607896985585:473492f0-c1cd-494a-8c38-8ef6422a8c3b,1607896985585:2aa7778c-60e5-4bf6-83f6-f2d3dc012add,0,True,EmptyObject,EmptyObject,clear,none,No
1607896985585:473492f0-c1cd-494a-8c38-8ef6422a8c3b,1607896985585:2aa7778c-60e5-4bf6-83f6-f2d3dc012add,1,False,class java.lang.Object,class java.lang.Class,push,class java.lang.Class,No
1607896985586:c1c25cfb-c119-4974-b622-49c751626894,1607896985586:e9036e8f-da4e-44c5-a018-8874da04f306,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607896985586:c1c25cfb-c119-4974-b622-49c751626894,1607896985586:e9036e8f-da4e-44c5-a018-8874da04f306,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1607896985586:c1c25cfb-c119-4974-b622-49c751626894,1607896985586:e9036e8f-da4e-44c5-a018-8874da04f306,1,False,1.0,class java.lang.Float,pop,none,Yes
--,--,--,--,--,--,--,--,Yes
1607896985586:9839599f-7ca6-4cc1-a7a7-611cdd263aff,1607896985586:fb016711-1cc5-4ec8-a090-6b93bf1b6619,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607896985586:9839599f-7ca6-4cc1-a7a7-611cdd263aff,1607896985586:fb016711-1cc5-4ec8-a090-6b93bf1b6619,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1607896985587:5a3b3f33-135a-4d7e-8251-2a67f36e6469,1607896985587:b2438de4-aaf9-41f3-8e99-40c210babbfb,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607896985587:5a3b3f33-135a-4d7e-8251-2a67f36e6469,1607896985587:b2438de4-aaf9-41f3-8e99-40c210babbfb,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1607896985587:5a3b3f33-135a-4d7e-8251-2a67f36e6469,1607896985587:b2438de4-aaf9-41f3-8e99-40c210babbfb,1,False,1.0,class java.lang.Float,pop,none,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607896985587:db309655-cd0d-4994-82d8-4b686a4bbd3f,1607896985587:d3e021a4-be7a-4894-875e-5045d447c2e0,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607896985587:db309655-cd0d-4994-82d8-4b686a4bbd3f,1607896985587:d3e021a4-be7a-4894-875e-5045d447c2e0,0,True,EmptyObject,EmptyObject,clear,none,No
1607896985587:db309655-cd0d-4994-82d8-4b686a4bbd3f,1607896985587:d3e021a4-be7a-4894-875e-5045d447c2e0,0,True,EmptyObject,EmptyObject,clear,none,No
1607896985587:db309655-cd0d-4994-82d8-4b686a4bbd3f,1607896985587:d3e021a4-be7a-4894-875e-5045d447c2e0,0,True,EmptyObject,EmptyObject,pop,none,No
1607896985588:1e9f4542-a857-4bd7-8ae5-e54f71a63169,1607896985588:0bd55165-15b9-43f0-86f0-c430d8270f71,0,True,EmptyObject,EmptyObject,CTOR,none,No
