testId,instanceId,size,isEmpty,peek,peek_obj_type,calledMethod,pushInput,diff
1607884604126:3a3a0d29-7006-4577-a2dc-87a864923d50,1607884604445:9df05de7-5465-42fe-990a-54af8f21c5ec,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607884604126:3a3a0d29-7006-4577-a2dc-87a864923d50,1607884604445:9df05de7-5465-42fe-990a-54af8f21c5ec,0,True,EmptyObject,EmptyObject,push,class java.lang.String,Yes
1607884604126:3a3a0d29-7006-4577-a2dc-87a864923d50,1607884604445:9df05de7-5465-42fe-990a-54af8f21c5ec,0,True,EmptyObject,EmptyObject,pop,none,No
1607884604448:7c56e5e1-620f-475d-a508-45e040f28154,1607884604448:1ce59e3f-7b80-4e1d-8328-e3b974051d37,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607884604448:7c56e5e1-620f-475d-a508-45e040f28154,1607884604448:1ce59e3f-7b80-4e1d-8328-e3b974051d37,0,True,EmptyObject,EmptyObject,push,class java.lang.String,Yes
1607884604448:7c56e5e1-620f-475d-a508-45e040f28154,1607884604448:1ce59e3f-7b80-4e1d-8328-e3b974051d37,0,True,EmptyObject,EmptyObject,pop,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607884604449:f9395ede-349b-4b04-a605-3f614c2b126a,1607884604449:310d7faa-230f-4fed-b27f-26b3f983bcf7,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607884604449:f9395ede-349b-4b04-a605-3f614c2b126a,1607884604449:310d7faa-230f-4fed-b27f-26b3f983bcf7,0,True,EmptyObject,EmptyObject,push,class java.lang.String,Yes
1607884604449:f9395ede-349b-4b04-a605-3f614c2b126a,1607884604449:310d7faa-230f-4fed-b27f-26b3f983bcf7,0,True,EmptyObject,EmptyObject,pop,none,No
--,--,--,--,--,--,--,--,Yes
1607884604449:b5e716d7-7cd6-4bf5-90e2-1fb49d58181a,1607884604449:f2bc2c97-d78b-46f5-a846-ad58c3f3136f,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607884604449:b5e716d7-7cd6-4bf5-90e2-1fb49d58181a,1607884604449:f2bc2c97-d78b-46f5-a846-ad58c3f3136f,0,True,EmptyObject,EmptyObject,push,class java.lang.String,Yes
1607884604449:b5e716d7-7cd6-4bf5-90e2-1fb49d58181a,1607884604449:f2bc2c97-d78b-46f5-a846-ad58c3f3136f,0,True,EmptyObject,EmptyObject,pop,none,No
--,--,--,--,--,--,--,--,Yes
1607884604450:ce3afa3b-fdb9-41c5-aa46-c72a345290d5,1607884604450:494fbc41-f106-403e-951b-116778f7388d,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607884604450:ce3afa3b-fdb9-41c5-aa46-c72a345290d5,1607884604450:494fbc41-f106-403e-951b-116778f7388d,0,True,EmptyObject,EmptyObject,push,class java.lang.String,Yes
1607884604450:ce3afa3b-fdb9-41c5-aa46-c72a345290d5,1607884604450:494fbc41-f106-403e-951b-116778f7388d,0,True,EmptyObject,EmptyObject,pop,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607884604450:716e3d88-3a25-48ab-9b6b-10b74ab2a7c2,1607884604450:15f35b65-01b6-4903-8da3-a53148127ff6,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607884604450:716e3d88-3a25-48ab-9b6b-10b74ab2a7c2,1607884604450:15f35b65-01b6-4903-8da3-a53148127ff6,0,True,EmptyObject,EmptyObject,clear,none,No
1607884604450:716e3d88-3a25-48ab-9b6b-10b74ab2a7c2,1607884604450:15f35b65-01b6-4903-8da3-a53148127ff6,0,True,EmptyObject,EmptyObject,pop,none,No
1607884604450:2f40d631-3f26-4bf7-9066-f8ccf8f4c135,1607884604450:c8d1a315-71a2-4c33-8273-28cf907fbdbd,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607884604450:2f40d631-3f26-4bf7-9066-f8ccf8f4c135,1607884604450:c8d1a315-71a2-4c33-8273-28cf907fbdbd,0,True,EmptyObject,EmptyObject,clear,none,No
1607884604450:2f40d631-3f26-4bf7-9066-f8ccf8f4c135,1607884604450:c8d1a315-71a2-4c33-8273-28cf907fbdbd,0,True,EmptyObject,EmptyObject,push,class java.lang.String,Yes
1607884604451:670b36c2-9e8c-458b-a50e-6d0b7147ead3,1607884604451:460cbe51-8278-4447-a5e4-3d703c56bcf8,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607884604451:670b36c2-9e8c-458b-a50e-6d0b7147ead3,1607884604451:460cbe51-8278-4447-a5e4-3d703c56bcf8,0,True,EmptyObject,EmptyObject,push,class java.lang.String,Yes
1607884604451:670b36c2-9e8c-458b-a50e-6d0b7147ead3,1607884604451:460cbe51-8278-4447-a5e4-3d703c56bcf8,0,True,EmptyObject,EmptyObject,pop,none,No
--,--,--,--,--,--,--,--,Yes
1607884604451:082fb1e4-aca4-4803-94de-b647cc5762e9,1607884604451:efc97cab-44ea-4d57-85ad-148176cbb703,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607884604451:082fb1e4-aca4-4803-94de-b647cc5762e9,1607884604451:efc97cab-44ea-4d57-85ad-148176cbb703,0,True,EmptyObject,EmptyObject,push,class java.lang.String,Yes
1607884604452:8ec58184-ba60-4163-b886-4d7a50776bcd,1607884604452:e9cb8565-9195-44eb-8c39-0009b04edbbb,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607884604452:8ec58184-ba60-4163-b886-4d7a50776bcd,1607884604452:e9cb8565-9195-44eb-8c39-0009b04edbbb,0,True,EmptyObject,EmptyObject,push,class java.lang.String,Yes
1607884604452:8ec58184-ba60-4163-b886-4d7a50776bcd,1607884604452:e9cb8565-9195-44eb-8c39-0009b04edbbb,0,True,EmptyObject,EmptyObject,pop,none,No
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1607884604452:32c8624b-407a-4cb6-93cc-a7c0941c4652,1607884604452:fb92c754-6376-4cce-b9ca-5489936e39d4,0,True,EmptyObject,EmptyObject,CTOR,none,No
1607884604452:32c8624b-407a-4cb6-93cc-a7c0941c4652,1607884604452:fb92c754-6376-4cce-b9ca-5489936e39d4,0,True,EmptyObject,EmptyObject,clear,none,No
1607884604452:32c8624b-407a-4cb6-93cc-a7c0941c4652,1607884604452:fb92c754-6376-4cce-b9ca-5489936e39d4,0,True,EmptyObject,EmptyObject,clear,none,No
1607884604452:32c8624b-407a-4cb6-93cc-a7c0941c4652,1607884604452:fb92c754-6376-4cce-b9ca-5489936e39d4,0,True,EmptyObject,EmptyObject,pop,none,No
