,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff
1,1607884514213:a7162bea-190e-4147-bea8-006870a84a0d,1607884514213:da16c916-ed1d-4060-b9d4-0d052d702642,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
4,1607884514213:5b5d1945-92ed-45bd-b3ba-74358de3d098,1607884514213:98740dad-6dcf-40de-8271-4fb429fefe0d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
7,1607884514213:396f4912-38e6-4183-be69-50b96dfa3af5,1607884514213:a7583663-a032-41a0-8164-77c6019249bf,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
10,1607884514213:396f4912-38e6-4183-be69-50b96dfa3af5,1607884514213:10029fb4-6920-4ace-8716-7ebf4e5efb7d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
11,1607884514213:396f4912-38e6-4183-be69-50b96dfa3af5,1607884514213:10029fb4-6920-4ace-8716-7ebf4e5efb7d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
13,1607884514213:3369dbcc-bcde-4e02-9e22-cd26b23331e4,1607884514213:642e9c01-da37-4b22-a343-2ef779ed78fe,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
17,1607884514213:231fccb2-9d72-46a9-a4dc-be9ad5ae9e65,1607884514213:b532acfc-49b6-42d3-93f3-49d4e33c5395,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
22,1607884514213:231fccb2-9d72-46a9-a4dc-be9ad5ae9e65,1607884514213:14bf6463-1369-45da-974f-c8503f5fe24c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
26,1607884514212:e8f780db-9c87-4549-8ce7-d20ee4b83cf9,1607884514212:d2a1f02e-d283-441d-a33a-87ce580e8236,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
31,1607884514212:e8f780db-9c87-4549-8ce7-d20ee4b83cf9,1607884514212:74958574-3264-497e-a49b-789de728386c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
34,1607884514212:a8973262-a6e9-4c55-b118-e8cde59e169e,1607884514212:6b7f64d0-9307-4f9c-af05-e0803735e9a6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
35,1607884514212:a8973262-a6e9-4c55-b118-e8cde59e169e,1607884514212:6b7f64d0-9307-4f9c-af05-e0803735e9a6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
36,1607884514212:a8973262-a6e9-4c55-b118-e8cde59e169e,1607884514212:6b7f64d0-9307-4f9c-af05-e0803735e9a6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
38,1607884514212:a8973262-a6e9-4c55-b118-e8cde59e169e,1607884514212:5eb67a79-47f8-404d-9ab7-7d19acff898d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
41,1607884514212:741d8ae4-a216-4173-8c67-c44a3f6ed930,1607884514212:91ee7908-fa97-4427-a239-22a591ad41b6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
44,1607884514212:741d8ae4-a216-4173-8c67-c44a3f6ed930,1607884514212:42b5c7c2-e2f8-429b-a256-1dc5a4d42c2d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
46,1607884514212:52c1fb7c-ce68-47ef-922b-d53e92d8dcad,1607884514212:dd657264-37fd-4eb8-81e2-33aa1eaa847a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
50,1607884514211:fc682044-d326-4322-b4ac-be4f74d6f671,1607884514211:f4e9a905-52c1-41f6-96e5-a92596408dc9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
55,1607884514211:fc682044-d326-4322-b4ac-be4f74d6f671,1607884514211:e574fbaa-2eee-4a73-837f-f8969eaf055e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
58,1607884514211:e5240f68-c055-4363-a071-04f08e8cf527,1607884514211:44ea4a77-ba62-42af-b500-ad41faf8ad12,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
61,1607884514211:e5240f68-c055-4363-a071-04f08e8cf527,1607884514211:2e01555c-8686-4b34-b85e-3a92e2a2f8f6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
63,1607884514211:7fe9aa8e-2c52-4a7c-b4d8-f75fc3caba62,1607884514211:cf13cab7-1467-438e-adde-5de5ac1f98ec,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
67,1607884514211:10028286-482b-43dd-af13-d2eeac4f2fc6,1607884514211:812a828d-7942-4f5e-9428-a21fb1b7c7e4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
70,1607884514210:e2cba5d9-5ed2-46ca-8983-0735dac35eab,1607884514210:7c65c90d-8b63-44bd-b834-d46c15ceb040,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
73,1607884514210:a11a9cb0-7021-4430-9f8f-3bba3fcbb712,1607884514210:cc8a59cb-7adc-46b0-a624-cf296e798bf9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
76,1607884514210:a11a9cb0-7021-4430-9f8f-3bba3fcbb712,1607884514210:662dfdcd-b625-4349-98aa-0dcc0b20be0f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
80,1607884514210:6bcc92eb-4ff9-4f0a-a1df-4a828bdc2b76,1607884514210:a3cee243-5dd6-4cce-bead-c1f7057ce74d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
85,1607884514210:6bcc92eb-4ff9-4f0a-a1df-4a828bdc2b76,1607884514210:39a4a859-867a-43dd-b8a2-58634749fbde,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
88,1607884514210:4fd93966-248f-4d88-bc63-a3e03dc0706d,1607884514210:75cdd924-f64d-49d0-8fbd-62605145cbc2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
91,1607884514209:f65e02f1-e26d-47c7-8500-42bb92e4973b,1607884514210:a1e65c38-0872-44db-8154-7c9f6c8bc687,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
95,1607884514209:f65e02f1-e26d-47c7-8500-42bb92e4973b,1607884514209:77b9059b-a14b-48dd-a2e9-0abc0c0f1215,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
97,1607884514209:a087c9c1-170e-4a19-89a1-62da50c0e9cb,1607884514209:422f3b98-deaf-4fa6-a58c-26dd1ec6f6dc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
99,1607884514209:a087c9c1-170e-4a19-89a1-62da50c0e9cb,1607884514209:0eef97be-a1d3-4c24-a223-d2d00cd903e5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
102,1607884514209:904fc0b3-a17b-40f2-97ee-3a47546d9a6f,1607884514209:bf7859ea-be1a-4525-95ee-f6ad25227a62,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
103,1607884514209:904fc0b3-a17b-40f2-97ee-3a47546d9a6f,1607884514209:bf7859ea-be1a-4525-95ee-f6ad25227a62,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
105,1607884514209:904fc0b3-a17b-40f2-97ee-3a47546d9a6f,1607884514209:9676bd24-8625-4160-8b7e-504c99deff95,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
108,1607884514209:21b2885b-ce78-4a1c-8dc5-10c73496de44,1607884514209:dc5f9d9e-319b-4799-addb-a322ce5e462b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
111,1607884514209:21b2885b-ce78-4a1c-8dc5-10c73496de44,1607884514209:cac18037-b831-4f31-8099-2b1e14b79c93,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
113,1607884514208:491bddbe-c150-44e4-8b4f-e124acf5bcfb,1607884514208:cdf4bca5-7ae4-4a09-92ee-599265b4e690,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
117,1607884514207:c4702f36-02ca-405b-80b1-1df446308f1e,1607884514207:d6fb56bb-6a22-4f66-ab4d-e5e9a51c59b9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
122,1607884514207:c4702f36-02ca-405b-80b1-1df446308f1e,1607884514207:c2dd4a5b-b28d-4060-8a2e-b2b80283f63c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
126,1607884514207:927153c4-99f1-4d4d-9f51-6535c27dbe25,1607884514207:79ae9d62-86e5-435a-bf97-df45929a6a8e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
131,1607884514207:927153c4-99f1-4d4d-9f51-6535c27dbe25,1607884514207:5933a8bc-7082-46bf-a2a6-2d9b0ddf6741,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
134,1607884514207:6ee19ff0-1aaa-41e1-8caa-93093654c083,1607884514207:83034971-6b8a-4ea7-97f5-5dbe29089652,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
137,1607884514207:6ee19ff0-1aaa-41e1-8caa-93093654c083,1607884514207:50e651b9-ea00-4f61-b6f9-c4f38824be65,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
140,1607884514207:0c050eff-8a4d-4549-adaa-782cc5d5070e,1607884514207:cd74f1ce-9c32-49cf-af57-f135693af8ca,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
141,1607884514207:0c050eff-8a4d-4549-adaa-782cc5d5070e,1607884514207:cd74f1ce-9c32-49cf-af57-f135693af8ca,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
143,1607884514207:0c050eff-8a4d-4549-adaa-782cc5d5070e,1607884514207:a72f1031-2512-4191-aa6e-8157be843f2a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
146,1607884514206:c7894442-e17a-4fce-8f1b-bb555927e49f,1607884514206:f582f246-39d0-409a-b86c-8ba83bf50c37,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
149,1607884514206:c7894442-e17a-4fce-8f1b-bb555927e49f,1607884514206:c961e029-22c7-4019-902e-a6ed00e0ca43,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
150,1607884514206:c7894442-e17a-4fce-8f1b-bb555927e49f,1607884514206:c961e029-22c7-4019-902e-a6ed00e0ca43,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
152,1607884514206:bed2fcad-b077-477a-889c-37accda9ce21,1607884514206:f821afcb-39af-4bec-9dd3-47026f55f947,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
155,1607884514206:578093e8-7c2c-409c-8030-d4fe19f9495e,1607884514206:6939702d-b69f-4682-a1a5-43cdaffffdb9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
159,1607884514206:578093e8-7c2c-409c-8030-d4fe19f9495e,1607884514206:0d53aca9-6061-4fa2-8943-6fd8b9e5dfd8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
164,1607884514206:179b1e88-06d7-43b2-b23f-58777faba763,1607884514206:a0a19e49-2f7e-437d-b84f-7c570ec16d1c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
167,1607884514205:a8b951c7-afdb-4e61-a308-c08aa6879d49,1607884514205:b76850c9-e6c7-423e-815c-ff2af9f7eb5d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
171,1607884514205:a8b951c7-afdb-4e61-a308-c08aa6879d49,1607884514205:1eb260ea-9c53-4bba-b8e1-5391065307ff,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
174,1607884514205:8d79a973-2d42-4999-8fc9-b70aac854ed2,1607884514206:ab2cf4de-5976-4ce2-92fa-1de1a4737fd1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
176,1607884514205:8d79a973-2d42-4999-8fc9-b70aac854ed2,1607884514206:06f84eba-692f-4698-9c7c-29b588f9ef8e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
180,1607884514205:7c0ffeac-5107-4cd8-9dff-5ca8e282ed1a,1607884514205:3069b305-1eb0-4046-b4d7-230af09338de,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
183,1607884514205:74836eb5-5ced-445c-83dd-05d5d95b1640,1607884514205:f27897de-775d-4bc6-9457-711499a602b9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
187,1607884514205:74836eb5-5ced-445c-83dd-05d5d95b1640,1607884514205:1ca52a26-4c10-433a-885d-6308dad4abe5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
192,1607884514205:08459b02-6f82-4ad3-b293-fd0ea54e8f79,1607884514205:42494488-6b88-4cb5-9fa0-ee6acbb64e5b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
195,1607884514204:9b78396d-7f92-44a7-a233-2ba8121c9511,1607884514204:d585b041-61f1-4ebd-93e7-ba50b898490f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
197,1607884514204:9b78396d-7f92-44a7-a233-2ba8121c9511,1607884514204:bda59444-7d1d-46de-8d09-59884caee0d1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
200,1607884514204:43715c83-2d04-43cc-b647-f5e9de91e442,1607884514204:6275a7c5-37b4-4399-8aa4-a8e0457b9df6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
