,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff
961,1607884514182:94265497-3484-40a5-8a4f-2ce0d97e1c35,1607884514182:bc4c9275-dc35-4552-98f0-39dc1a107639,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
964,1607884514182:94265497-3484-40a5-8a4f-2ce0d97e1c35,1607884514182:74e0803a-e57f-4331-9568-d4928a800efb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
967,1607884514182:9178dc1b-222d-40be-8e8a-d43931b7ba7c,1607884514182:908309fb-d947-4fce-977c-85b4248556b8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
970,1607884514182:68b276cc-3d6f-4496-b15e-56f1f976702c,1607884514182:e82f770d-96e3-4d5b-a6a6-97fbf40f2384,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
973,1607884514182:5e7ba845-511c-48d7-9276-b9bb8e9e6f2f,1607884514182:7c58e7c5-2f48-4f71-9263-6177599b96d9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
977,1607884514182:4aa7007b-0adb-4741-ae05-ca23e8743fd2,1607884514182:903192a7-3632-4314-bb47-df4f7b6c20b8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
980,1607884514182:4aa7007b-0adb-4741-ae05-ca23e8743fd2,1607884514182:3027bf83-732e-4ce9-bfd6-44c611c884ee,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
981,1607884514182:4aa7007b-0adb-4741-ae05-ca23e8743fd2,1607884514182:3027bf83-732e-4ce9-bfd6-44c611c884ee,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
982,1607884514182:4aa7007b-0adb-4741-ae05-ca23e8743fd2,1607884514182:3027bf83-732e-4ce9-bfd6-44c611c884ee,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
984,1607884514182:38cb8076-190a-4dc8-8864-4a9238a6768b,1607884514183:3685b0b4-5198-49d3-9300-80d950777928,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
987,1607884514182:38cb8076-190a-4dc8-8864-4a9238a6768b,1607884514182:6355abc9-0344-4904-adba-e47ed7a89f77,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
988,1607884514182:38cb8076-190a-4dc8-8864-4a9238a6768b,1607884514182:6355abc9-0344-4904-adba-e47ed7a89f77,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
990,1607884514182:2bdb65e4-78a3-4a9d-b09f-08a0da2554aa,1607884514182:4f85a279-0938-4074-95bb-6cf27c1461eb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
993,1607884514181:dec26599-946e-4d3d-abc9-c6a3f0170bc1,1607884514181:281ca30f-5977-405f-b370-866aee56ab8f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
996,1607884514181:a1e07298-4010-4bc1-9df7-77adac29f0f5,1607884514181:4758165c-4ca8-4818-8d5f-9aee47a467aa,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1000,1607884514181:a1e07298-4010-4bc1-9df7-77adac29f0f5,1607884514181:3441753a-389b-40f7-8728-abdc82c38f08,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
1003,1607884514181:608d632b-f958-407d-bdea-b4ff1b5c8d2e,1607884514181:c98d36e5-ca82-4fd5-97e5-3d4bc4e19b1d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1004,1607884514181:608d632b-f958-407d-bdea-b4ff1b5c8d2e,1607884514181:c98d36e5-ca82-4fd5-97e5-3d4bc4e19b1d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
1006,1607884514181:608d632b-f958-407d-bdea-b4ff1b5c8d2e,1607884514181:55c4a60c-e80f-4b88-9157-11a2db21e84c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1009,1607884514181:5c1c4a7c-df21-4fb7-8d69-29f31f8213ce,1607884514181:c9cba927-3bcf-443d-8853-c1ac9a467903,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1013,1607884514181:5963b360-641e-4c30-8ec5-fcb93458d12f,1607884514181:ddab0ad7-5f20-49dd-bbd9-1bf4874f3542,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
1018,1607884514181:5963b360-641e-4c30-8ec5-fcb93458d12f,1607884514181:5c471920-6361-4995-aa42-544e0fac6fa8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1021,1607884514181:2b76c413-09e5-4021-b8af-bac79c288c26,1607884514181:ef152074-4c67-4443-abbc-8482e5acd44c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1024,1607884514181:2b76c413-09e5-4021-b8af-bac79c288c26,1607884514181:11f5db21-051c-4b54-9ffd-1149e7b19fbc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1026,1607884514181:13eb9ec3-67fc-45f7-8125-5adfaf17cc62,1607884514181:5cb7c159-39f8-441a-851c-51d273565b12,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1030,1607884514181:13eb9ec3-67fc-45f7-8125-5adfaf17cc62,1607884514181:2e4859df-b810-46aa-97d4-2d15df439b29,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
1033,1607884514180:f29951a0-358a-45f3-90c0-f261cacdcba7,1607884514180:4f2461c1-d4e1-4527-8a87-303b5de15514,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1036,1607884514180:e4a4cfe8-58aa-495e-9436-c4c9887f4c3c,1607884514180:dd28580c-2c8d-44dd-85fb-3ab2514c6259,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1039,1607884514180:c4fae4f9-5d4a-4573-a091-f76e440b7bec,1607884514180:b3a3ddc5-5c72-46c1-b3ad-0bf23a87490b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1042,1607884514180:9d1ce549-c58e-4cfe-993e-5b9cc9816ee8,1607884514181:4bb68672-4f66-4479-82d0-22650390f05d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1046,1607884514180:9d1ce549-c58e-4cfe-993e-5b9cc9816ee8,1607884514180:b36fed8d-6ae5-47bc-a77b-353d83bbcf30,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
1052,1607884514180:9d1ce549-c58e-4cfe-993e-5b9cc9816ee8,1607884514180:9d252983-2ecd-458a-8356-3b3026d6f0d8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
1056,1607884514180:5808458e-49e3-4fe5-b603-c1662d623d77,1607884514180:fd88ad15-2ea9-4201-b79c-126549bdd28a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
1059,1607884514180:1a70c73b-bbbc-4e97-b50c-551b07771135,1607884514180:2df08d67-bba1-49e1-832c-e17a1014ae4b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1060,1607884514180:1a70c73b-bbbc-4e97-b50c-551b07771135,1607884514180:2df08d67-bba1-49e1-832c-e17a1014ae4b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
1061,1607884514180:1a70c73b-bbbc-4e97-b50c-551b07771135,1607884514180:2df08d67-bba1-49e1-832c-e17a1014ae4b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
1062,1607884514180:1a70c73b-bbbc-4e97-b50c-551b07771135,1607884514180:2df08d67-bba1-49e1-832c-e17a1014ae4b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
1064,1607884514179:f1600403-36db-46ef-b491-5301cf48c258,1607884514179:a2f9d87a-b909-4d51-9430-cc9747215a3b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1067,1607884514179:e3b90631-2f61-41c5-b5f6-3a285c1c8595,1607884514179:f04ed704-2c84-48e5-9fc0-d02722a14c1b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1071,1607884514179:e3b90631-2f61-41c5-b5f6-3a285c1c8595,1607884514179:ebe4b537-fcf2-46df-b442-55b8e0171eaf,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
1076,1607884514179:c82dba95-ab98-4d24-a500-dae0fd656d75,1607884514179:ec363b19-5c2f-45c9-a86c-d3d3e5979dd4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1079,1607884514179:ab334490-ccc0-4084-b825-81b20091e6b6,1607884514179:89605ccd-6b57-4dd8-a8ce-2f2a338dab62,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1082,1607884514179:5bc0dbdb-a16b-461d-a330-97fba97f01d4,1607884514179:cb93fd17-2b28-4320-944b-cf52fdaa3522,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1085,1607884514179:5bc0dbdb-a16b-461d-a330-97fba97f01d4,1607884514179:879f07bb-cc01-4723-9e6a-bcf284bf6a9d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1088,1607884514179:0c26a871-4782-4f99-aef1-90ff215512b0,1607884514179:83a164a7-e416-4297-adb5-b7d1145cf714,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1091,1607884514178:d3f9c494-4643-40f6-9083-e1daae59c36a,1607884514178:5c5edcda-58ce-499f-9db4-cb4a5fe01258,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1092,1607884514178:d3f9c494-4643-40f6-9083-e1daae59c36a,1607884514178:5c5edcda-58ce-499f-9db4-cb4a5fe01258,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
1094,1607884514178:d3f9c494-4643-40f6-9083-e1daae59c36a,1607884514178:05c4548b-6d23-4fd6-b7d9-2027b7241f97,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1097,1607884514178:a455541c-98eb-47f7-a47c-1efae0063de1,1607884514178:5c29d963-3634-4da7-b933-57dc109f60a2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1101,1607884514178:9e9517ac-fe12-4302-8da0-345804fa7581,1607884514178:51a97d07-ea2d-4278-85a3-81fbbbceeda0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
1104,1607884514178:7bb771ac-3a78-45b5-8141-7f65b4a5420c,1607884514178:5cef231d-f11a-4ed7-9d44-c6e9e308c2c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1107,1607884514178:7bb771ac-3a78-45b5-8141-7f65b4a5420c,1607884514178:37b8fbb5-c8e7-4c7a-822d-db6497c85270,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1109,1607884514178:5e93843a-0924-48d6-a452-4affbc587eb7,1607884514178:88c3e30e-2411-48e9-bc59-70fb94b2f313,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1112,1607884514177:fa831e19-60c4-4da2-bbe1-2e0dce6087c1,1607884514178:f563e337-f811-4e30-bd9e-f4ecd927d83b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1115,1607884514177:fa831e19-60c4-4da2-bbe1-2e0dce6087c1,1607884514178:3027bf24-3bc3-46f1-a065-543aa62a8bda,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1119,1607884514177:fa831e19-60c4-4da2-bbe1-2e0dce6087c1,1607884514177:2b2cc0e1-9d8e-4472-86a7-c9fe0b41022c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
1125,1607884514177:c803b5b1-a696-42f0-b3ea-2e08780664cc,1607884514177:d3e5cb10-2fd9-4fef-82f2-c2602d69443f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1129,1607884514177:c803b5b1-a696-42f0-b3ea-2e08780664cc,1607884514177:c1d20ebe-1900-4b16-92d0-7e44567ae21d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
1134,1607884514177:7e88e4f7-7f33-4667-9929-5177a89bf814,1607884514177:408f96fb-3bdd-4e48-980b-0eac241374ae,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1137,1607884514177:347e6764-99ba-4093-aad3-5bccf5ba594a,1607884514177:9957bcc9-6631-42b5-b1eb-7b11606f108b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1138,1607884514177:347e6764-99ba-4093-aad3-5bccf5ba594a,1607884514177:9957bcc9-6631-42b5-b1eb-7b11606f108b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
1143,1607884514177:1cffbc61-c16f-4d77-872b-5b0805ad6c33,1607884514177:b325d0a1-6816-43a4-baea-795a3b2197f6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1146,1607884514177:1cffbc61-c16f-4d77-872b-5b0805ad6c33,1607884514177:955e85a3-ba57-45b0-b2db-210af33e7d58,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
1149,1607884514176:e7e1e702-98e3-4a30-a3d2-1a87f26deba3,1607884514176:ccabb2bb-83a0-469c-a9e5-3a6b09aceb9e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
1154,1607884514176:e7e1e702-98e3-4a30-a3d2-1a87f26deba3,1607884514176:b5e3c864-b6ae-466c-8648-c28762bf685f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
