,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff
22,1607893352738:84b7eb8e-30b4-4938-a211-571fa0cd8c1c,1607893352738:418892e8-bdd6-4fda-aadb-e065bfb96c56,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
24,1607893352738:7b1142d4-878a-4f4e-b6a7-f10580e2d1a5,1607893352738:ed0820c4-f2cd-438c-be84-57a65818a0c7,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
25,1607893352738:7b1142d4-878a-4f4e-b6a7-f10580e2d1a5,1607893352738:ed0820c4-f2cd-438c-be84-57a65818a0c7,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
27,1607893352738:1d56293d-8e29-4c19-a0bd-a14b2fda4f0d,1607893352738:a97d8274-5c22-43b8-9c27-968bba932b53,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
28,1607893352738:1d56293d-8e29-4c19-a0bd-a14b2fda4f0d,1607893352738:a97d8274-5c22-43b8-9c27-968bba932b53,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
30,1607893352738:1d56293d-8e29-4c19-a0bd-a14b2fda4f0d,1607893352738:058800f2-f665-4684-9305-4ff2bf5a29a6,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
31,1607893352738:1d56293d-8e29-4c19-a0bd-a14b2fda4f0d,1607893352738:058800f2-f665-4684-9305-4ff2bf5a29a6,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
34,1607893352737:f06db308-9f22-451b-86ab-836a9e6b848a,1607893352737:cc909c17-fa06-4d42-819b-6bdeacfd9ef8,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
39,1607893352737:f06db308-9f22-451b-86ab-836a9e6b848a,1607893352737:90ef23b7-c8df-4b32-86d9-21eb95185f65,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
40,1607893352737:f06db308-9f22-451b-86ab-836a9e6b848a,1607893352737:90ef23b7-c8df-4b32-86d9-21eb95185f65,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
42,1607893352737:d2484dbf-6c01-4671-a6d0-a7c79bd2b202,1607893352738:a72697bc-cc07-4e2a-aaf0-b088c60dcb82,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
43,1607893352737:d2484dbf-6c01-4671-a6d0-a7c79bd2b202,1607893352738:a72697bc-cc07-4e2a-aaf0-b088c60dcb82,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
45,1607893352737:d2484dbf-6c01-4671-a6d0-a7c79bd2b202,1607893352737:449a8960-3669-4f08-af7b-dfd7752375d4,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
46,1607893352737:d2484dbf-6c01-4671-a6d0-a7c79bd2b202,1607893352737:449a8960-3669-4f08-af7b-dfd7752375d4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
47,1607893352737:d2484dbf-6c01-4671-a6d0-a7c79bd2b202,1607893352737:449a8960-3669-4f08-af7b-dfd7752375d4,"size == ""3""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
49,1607893352737:a43c4281-3790-49c0-a05f-266fb338a5f8,1607893352737:36ac5e39-a73f-4fd8-9fb4-56a4ddc24454,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
50,1607893352737:a43c4281-3790-49c0-a05f-266fb338a5f8,1607893352737:36ac5e39-a73f-4fd8-9fb4-56a4ddc24454,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
53,1607893352737:8c364116-0b42-41d7-99a4-f716a753dc2f,1607893352737:ddfa5ee7-6583-4160-b8b4-d043d82490d0,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
54,1607893352737:8c364116-0b42-41d7-99a4-f716a753dc2f,1607893352737:ddfa5ee7-6583-4160-b8b4-d043d82490d0,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
57,1607893352737:7b2eec78-7b2e-4b28-a739-e109739ef5bf,1607893352737:d90bced1-366a-4bdf-8b35-91d5c435c3b4,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
62,1607893352737:7b2eec78-7b2e-4b28-a739-e109739ef5bf,1607893352737:64a964d0-40a4-49a0-b91c-6f8034dc8933,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
63,1607893352737:7b2eec78-7b2e-4b28-a739-e109739ef5bf,1607893352737:64a964d0-40a4-49a0-b91c-6f8034dc8933,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
65,1607893352736:c3724950-cead-4552-a391-a5310856b120,1607893352736:9cf83d20-1506-411c-ba50-e2ea50e812b7,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
66,1607893352736:c3724950-cead-4552-a391-a5310856b120,1607893352736:9cf83d20-1506-411c-ba50-e2ea50e812b7,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
68,1607893352736:73295d2d-a02a-4f32-a27c-9b762c3e5da5,1607893352736:e125e238-c6b1-4686-a32b-28c903b7ac4a,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
69,1607893352736:73295d2d-a02a-4f32-a27c-9b762c3e5da5,1607893352736:e125e238-c6b1-4686-a32b-28c903b7ac4a,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
72,1607893352736:73295d2d-a02a-4f32-a27c-9b762c3e5da5,1607893352736:273c745c-3410-4c05-b5be-12fc83c5c214,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
78,1607893352736:1e9c6849-4ef7-47d9-81f2-2b25352fb172,1607893352736:e3c07b29-ca47-4039-9cb0-58a7fd38b38d,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
80,1607893352736:1e9c6849-4ef7-47d9-81f2-2b25352fb172,1607893352736:a0f63c4e-61c5-4ed0-99f7-73d744541a47,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
81,1607893352736:1e9c6849-4ef7-47d9-81f2-2b25352fb172,1607893352736:a0f63c4e-61c5-4ed0-99f7-73d744541a47,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
83,1607893352736:189bce58-2f09-4c8e-9106-b87d27bfaa81,1607893352736:b7ce7b78-f333-46db-81b7-f742eaa2947e,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
85,1607893352736:189bce58-2f09-4c8e-9106-b87d27bfaa81,1607893352736:7c94b893-0ae6-4742-9d27-9fa3479ff634,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
86,1607893352736:189bce58-2f09-4c8e-9106-b87d27bfaa81,1607893352736:7c94b893-0ae6-4742-9d27-9fa3479ff634,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
88,1607893352735:e9a87780-f837-46ce-9f24-3e388b9aafbc,1607893352735:76c7f43d-b5a9-4099-80ef-27555140d111,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
89,1607893352735:e9a87780-f837-46ce-9f24-3e388b9aafbc,1607893352735:76c7f43d-b5a9-4099-80ef-27555140d111,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
91,1607893352735:88954bab-f75e-4762-b8e6-9ef7b0c20da1,1607893352735:f01eb9d9-4215-4548-8e97-b1b93fff83d6,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
92,1607893352735:88954bab-f75e-4762-b8e6-9ef7b0c20da1,1607893352735:f01eb9d9-4215-4548-8e97-b1b93fff83d6,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
94,1607893352735:88954bab-f75e-4762-b8e6-9ef7b0c20da1,1607893352735:cbb70a95-9e70-477e-91d6-b21f4a0b1da4,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
95,1607893352735:88954bab-f75e-4762-b8e6-9ef7b0c20da1,1607893352735:cbb70a95-9e70-477e-91d6-b21f4a0b1da4,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
98,1607893352735:629f46bf-ec2e-41a6-ae7c-baca811b630b,1607893352735:a3a55571-ba01-4f1d-8c55-0daf2a8934f5,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
99,1607893352735:629f46bf-ec2e-41a6-ae7c-baca811b630b,1607893352735:a3a55571-ba01-4f1d-8c55-0daf2a8934f5,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
101,1607893352735:629f46bf-ec2e-41a6-ae7c-baca811b630b,1607893352735:8612036e-0b04-4ca1-9870-f16a9eb40223,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
103,1607893352735:1478b1bd-07b4-440c-86ce-060de7d9b556,1607893352735:d6366fc9-167a-4707-ad7f-eda74611e624,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
105,1607893352735:1478b1bd-07b4-440c-86ce-060de7d9b556,1607893352735:6336db33-4aca-46c1-a971-a2e3826040d9,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
106,1607893352735:1478b1bd-07b4-440c-86ce-060de7d9b556,1607893352735:6336db33-4aca-46c1-a971-a2e3826040d9,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
108,1607893352734:5df0120a-42d6-40e1-b641-f63c9e77a2a1,1607893352735:222d4ec6-7fb9-4e98-a025-7ee1d1239797,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
109,1607893352734:5df0120a-42d6-40e1-b641-f63c9e77a2a1,1607893352735:222d4ec6-7fb9-4e98-a025-7ee1d1239797,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
111,1607893352734:5df0120a-42d6-40e1-b641-f63c9e77a2a1,1607893352734:79f6e56b-476b-42eb-b7de-3f57690c2f5f,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
113,1607893352734:2f537aff-c3f2-4b45-b662-823ad292996a,1607893352734:2c140243-ddda-4863-8f61-61eeb227fc97,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
114,1607893352734:2f537aff-c3f2-4b45-b662-823ad292996a,1607893352734:2c140243-ddda-4863-8f61-61eeb227fc97,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
117,1607893352733:b1238a73-d928-4e68-8631-57e9c939aed4,1607893352733:82388df0-4810-403c-8cb0-ea8c59395e79,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
118,1607893352733:b1238a73-d928-4e68-8631-57e9c939aed4,1607893352733:82388df0-4810-403c-8cb0-ea8c59395e79,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
120,1607893352733:b1238a73-d928-4e68-8631-57e9c939aed4,1607893352733:3fd6ced5-cd41-47d4-aff8-d28ca8b9fb18,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
122,1607893352733:920385b2-f9b9-4956-8b73-d45a162e1439,1607893352733:ba2ca6d1-6246-46a2-ac79-fe8eb555647c,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
123,1607893352733:920385b2-f9b9-4956-8b73-d45a162e1439,1607893352733:ba2ca6d1-6246-46a2-ac79-fe8eb555647c,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
125,1607893352733:8ab1e9f1-028e-47e0-a1ba-a327b58842e8,1607893352733:5f381c8a-813d-45b9-8d84-e08975e1514f,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
