,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId
482,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979910:cba83adf-4fed-4201-bc21-d737b8c647f8,1607893979910:df99e784-31ee-4668-9549-72cbcd0958e6
483,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979910:cba83adf-4fed-4201-bc21-d737b8c647f8,1607893979910:df99e784-31ee-4668-9549-72cbcd0958e6
509,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979910:483848bd-06db-4289-bf73-8b6563ab36f8,1607893979910:d695b49f-8e6e-415e-996e-95d13b27ede5
540,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979910:483848bd-06db-4289-bf73-8b6563ab36f8,1607893979910:527834f9-3fe2-498a-ad93-605868b8aaf3
545,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979910:483848bd-06db-4289-bf73-8b6563ab36f8,1607893979910:2ed89546-d0b1-4aaa-a23b-789032ba556c
552,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893979910:483848bd-06db-4289-bf73-8b6563ab36f8,1607893979910:27c40f48-9f76-4ca7-a8a7-8ff9fa615131
587,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893979909:bdf0c424-03a4-463c-a9eb-10d5ccc089ac,1607893979909:55c01150-6ef9-4f73-bc79-0405eab51c38
610,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979910:a1fa32f3-adb1-47ec-9b1f-e556da80a3e8
634,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:e79991bc-ca92-40d6-9362-cf7b24ddab42
635,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:e79991bc-ca92-40d6-9362-cf7b24ddab42
636,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:e79991bc-ca92-40d6-9362-cf7b24ddab42
637,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:e79991bc-ca92-40d6-9362-cf7b24ddab42
647,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:c53f6bd0-15f7-4631-afda-c5f18097558e
648,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:c53f6bd0-15f7-4631-afda-c5f18097558e
649,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:c53f6bd0-15f7-4631-afda-c5f18097558e
650,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:c53f6bd0-15f7-4631-afda-c5f18097558e
651,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:c53f6bd0-15f7-4631-afda-c5f18097558e
652,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:c53f6bd0-15f7-4631-afda-c5f18097558e
663,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:5e6535f4-a91a-4ef2-b148-0ecfed092daa
664,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:5e6535f4-a91a-4ef2-b148-0ecfed092daa
665,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:5e6535f4-a91a-4ef2-b148-0ecfed092daa
670,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:3e4e6f74-3681-44ee-9d48-7ea2ea07dcf6
671,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:3e4e6f74-3681-44ee-9d48-7ea2ea07dcf6
672,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979909:b503c153-4801-472e-a13d-28725ecc9154,1607893979909:3e4e6f74-3681-44ee-9d48-7ea2ea07dcf6
680,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979909:76849c7f-77ab-4834-b4f1-206047ae3021,1607893979909:64e2d1bd-bf9d-4d1d-b98c-759827afa36a
681,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979909:76849c7f-77ab-4834-b4f1-206047ae3021,1607893979909:64e2d1bd-bf9d-4d1d-b98c-759827afa36a
682,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979909:76849c7f-77ab-4834-b4f1-206047ae3021,1607893979909:64e2d1bd-bf9d-4d1d-b98c-759827afa36a
723,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979907:b775708b-d5b2-4a31-be6a-45ba6eed81dd,1607893979907:d3efe717-63e0-4614-95be-6a07d51bc7f7
725,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979907:b775708b-d5b2-4a31-be6a-45ba6eed81dd,1607893979907:d3efe717-63e0-4614-95be-6a07d51bc7f7
755,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979907:7cd9f2e6-1010-4348-94a0-4244c3ab353b,1607893979907:e41fc749-c7a1-46a8-a812-1f805abd398c
756,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979907:7cd9f2e6-1010-4348-94a0-4244c3ab353b,1607893979907:e41fc749-c7a1-46a8-a812-1f805abd398c
757,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979907:7cd9f2e6-1010-4348-94a0-4244c3ab353b,1607893979907:e41fc749-c7a1-46a8-a812-1f805abd398c
814,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893979907:2052a2ed-89c1-45c1-9ac0-ec339bfd78e0,1607893979907:639e885b-9337-4cf4-8352-21f449c4b10f
835,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893979906:eda9b582-57f3-42ee-b42c-43078aa35cb3,1607893979906:e3a8e591-f10d-4541-a032-942a8618ddd0
836,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979906:eda9b582-57f3-42ee-b42c-43078aa35cb3,1607893979906:e3a8e591-f10d-4541-a032-942a8618ddd0
837,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979906:eda9b582-57f3-42ee-b42c-43078aa35cb3,1607893979906:e3a8e591-f10d-4541-a032-942a8618ddd0
839,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979906:eda9b582-57f3-42ee-b42c-43078aa35cb3,1607893979906:e3a8e591-f10d-4541-a032-942a8618ddd0
861,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979906:eda9b582-57f3-42ee-b42c-43078aa35cb3,1607893979906:1ed36364-1922-41ad-b9e5-6a2210bdd295
862,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979906:eda9b582-57f3-42ee-b42c-43078aa35cb3,1607893979906:1ed36364-1922-41ad-b9e5-6a2210bdd295
863,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979906:eda9b582-57f3-42ee-b42c-43078aa35cb3,1607893979906:1ed36364-1922-41ad-b9e5-6a2210bdd295
882,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979906:250ee0e0-6dd6-429f-9f2d-640ed57f63c5,1607893979906:793cc6cc-71a3-4f31-9d63-fc4438f5a00f
883,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979906:250ee0e0-6dd6-429f-9f2d-640ed57f63c5,1607893979906:793cc6cc-71a3-4f31-9d63-fc4438f5a00f
998,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979905:6a981d77-0d7a-4cb9-bbb1-a60b3c772ea5,1607893979905:eae94082-7ec8-4c1a-a989-9c56f0e8a42b
999,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979905:6a981d77-0d7a-4cb9-bbb1-a60b3c772ea5,1607893979905:eae94082-7ec8-4c1a-a989-9c56f0e8a42b
1028,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979905:6a981d77-0d7a-4cb9-bbb1-a60b3c772ea5,1607893979905:5d14902f-60ca-4bef-bbc2-ab38a24bac62
1054,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979905:347a3949-e52d-4559-9d76-c83dd98b643a,1607893979905:463e1d24-fe6b-4c22-bd88-923dc0aa8d5d
1055,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979905:347a3949-e52d-4559-9d76-c83dd98b643a,1607893979905:463e1d24-fe6b-4c22-bd88-923dc0aa8d5d
1081,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979904:861cacb1-3cef-4595-8b76-7dd352d18b90,1607893979904:91beae23-c4d8-4fe0-a6d4-b63791fd85b8
1082,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979904:861cacb1-3cef-4595-8b76-7dd352d18b90,1607893979904:91beae23-c4d8-4fe0-a6d4-b63791fd85b8
1189,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979903:4a0abde3-70ec-47af-8b53-9cde4ddd04ef,1607893979904:872e2163-33ba-4d37-833e-8fae33855582
1213,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893979903:4a0abde3-70ec-47af-8b53-9cde4ddd04ef,1607893979903:f7cf41af-77a6-4493-9932-7159fcdb40bf
1225,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979903:4a0abde3-70ec-47af-8b53-9cde4ddd04ef,1607893979903:0de99529-216d-4064-8fc8-9777e8db11c1
1226,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893979903:4a0abde3-70ec-47af-8b53-9cde4ddd04ef,1607893979903:0de99529-216d-4064-8fc8-9777e8db11c1
1227,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979903:4a0abde3-70ec-47af-8b53-9cde4ddd04ef,1607893979903:0de99529-216d-4064-8fc8-9777e8db11c1
1337,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979902:7860d0a5-79fd-4b2a-81f8-928630f4b6c5,1607893979902:9f7b6e93-a93b-4deb-b5ba-af8a6d3afa71
1338,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979902:7860d0a5-79fd-4b2a-81f8-928630f4b6c5,1607893979902:9f7b6e93-a93b-4deb-b5ba-af8a6d3afa71
1339,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979902:7860d0a5-79fd-4b2a-81f8-928630f4b6c5,1607893979902:9f7b6e93-a93b-4deb-b5ba-af8a6d3afa71
1340,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979902:7860d0a5-79fd-4b2a-81f8-928630f4b6c5,1607893979902:9f7b6e93-a93b-4deb-b5ba-af8a6d3afa71
1341,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979902:7860d0a5-79fd-4b2a-81f8-928630f4b6c5,1607893979902:9f7b6e93-a93b-4deb-b5ba-af8a6d3afa71
1352,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893979902:7860d0a5-79fd-4b2a-81f8-928630f4b6c5,1607893979902:85ef892e-cb37-45ab-ba0a-a76e0ccb772f
1371,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979901:ea034edf-46bd-4b09-94ad-1aabfc37c870,1607893979901:a29838eb-4050-48f1-9df2-b966b7bb101d
1392,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979900:66c9b6a1-2912-4136-8fe3-57d63e11b8be,1607893979901:f020c033-7cfd-4a23-a70c-a8cc330e9f61
1393,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893979900:66c9b6a1-2912-4136-8fe3-57d63e11b8be,1607893979901:f020c033-7cfd-4a23-a70c-a8cc330e9f61
1407,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893979900:66c9b6a1-2912-4136-8fe3-57d63e11b8be,1607893979901:6ebc37b6-89c0-416b-8556-c2fc84082edf
