,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId
1661,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748883:bd593fdb-872a-42b2-833c-5aaea7c916dd,1607893748883:958c2327-1fd2-493d-9d88-8331c8da28a1
1673,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748883:a93b5e65-a21e-4620-8fd3-f069e58cad8e,1607893748883:e857e4eb-5b77-499f-be8f-76418c8dcbd2
1674,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748883:a93b5e65-a21e-4620-8fd3-f069e58cad8e,1607893748883:e857e4eb-5b77-499f-be8f-76418c8dcbd2
1791,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748882:c06c5f49-4b44-448e-a41c-56725e5bc322,1607893748882:414bbe08-f284-49a8-8bd3-0fdb49fe275e
1930,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748881:8e5ac28f-0acf-46ac-996e-fac41c58fd59,1607893748881:136d2db7-2c79-45cf-a862-c8b96e088225
2437,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748875:a3619cf0-8597-4778-af46-149526908592,1607893748875:2605e179-5150-4cab-b700-375a87da725e
2655,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748873:66577d44-4411-4271-ae99-415fb294f0a0,1607893748874:330443a1-4213-41c6-bb3f-a44f800d42fd
3296,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893748867:0da14f02-7ff5-4e1d-b726-6b18420f7238,1607893748867:3715aa0b-503d-4ca4-a144-d7b2ba46ec13
3827,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748862:67a23d8c-b183-42d9-bf90-de5573cfbec0,1607893748862:5e51dde0-d4be-4550-8914-6af88c6b9757
3989,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748860:bd519b76-a6d4-4bfc-be69-2a25445f3315,1607893748860:8e1e5c8f-bc0c-433a-b23c-f6cbaf0a910b
4507,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893748855:510fb500-5f44-4fb8-a5ed-8c35d110ac5c,1607893748855:dcd13e54-9ad8-49e8-a5f1-cb961e39c23d
4700,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748852:6be75233-7f54-4204-9586-b429da1389bd,1607893748852:b0d33a04-1f1c-4abc-b4e0-435e80b50ff1
5065,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748849:dc0738af-3576-4a8f-8f48-5c8c353085bc,1607893748849:85774747-75bf-4535-96f5-82c1f4a9f285
5182,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748848:6bbca644-19e6-4f4d-9e3c-791e7509271e,1607893748848:7694565f-429d-47ae-bb29-b7547c2ec17c
5183,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748848:6bbca644-19e6-4f4d-9e3c-791e7509271e,1607893748848:7694565f-429d-47ae-bb29-b7547c2ec17c
5622,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893748844:f9b000f8-f67f-4ea6-81b1-21d331cfe0ca,1607893748844:3a1fa7c9-c1b9-406b-9c40-3e3c913edec6
6444,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748835:338b4228-e609-4e1f-bc6f-29603d3fc523,1607893748835:4111fcd1-567f-4569-b143-1f8eeee81f0c
6924,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748830:5a5da9a7-a2e0-4be7-b43b-8a633eb4f933,1607893748830:152b372d-8c33-40b0-ba31-2dcfe7ffd426
9323,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748801:de8483cc-8dfd-4d7b-a87c-b4a0b3e2e81c,1607893748801:64c4be9f-0141-4dff-8a71-fda749d698e0
9325,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748801:de8483cc-8dfd-4d7b-a87c-b4a0b3e2e81c,1607893748801:64c4be9f-0141-4dff-8a71-fda749d698e0
9466,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748800:ba8879ef-0b7a-4541-bc17-43a7c1c0ecec,1607893748800:270f56c9-3b0e-4f97-a8b9-705f6c132aa9
12550,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748761:ae0dd768-3b71-4250-acee-a6513a16fa0b,1607893748761:dc54323a-d168-4c0c-8fa1-8b70fd4b2d3f
13724,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748749:4e2ac3da-ec26-4f8f-b702-a7b85d42624a,1607893748749:923c32fa-df05-4ff2-b4d5-271bd8e41551
13832,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Object""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Object""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748748:29bdbb1a-12de-406c-9bc7-5ad33f90a364,1607893748748:64424414-4027-4616-b9f5-0a69a78ce045
14377,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748741:23f2f32e-095a-41dc-b911-69a0a7947565,1607893748741:fb4d3779-9baf-417e-bc09-2b0e070e7137
15636,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748728:181187fc-08dc-40bd-bab1-8ffc0a4d9f09,1607893748728:50eeab3e-53cf-4683-8507-5de5f454a67c
17263,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748705:6af17d33-4259-4b41-872b-2b3a390d9442,1607893748705:6eb52fa1-219c-41a4-ac15-c2a619c113fa
22074,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748628:f7ed9e75-c425-4245-90c1-c74866962e27,1607893748628:98b4168c-af14-444a-8dd7-00751ed8097d
23766,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748607:df8b9ea1-4cf1-4e1b-927e-06eb5fc3227e,1607893748607:bc29330c-7cbd-48a6-b757-927f625e4920
24774,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893748597:68e04a25-f670-4732-8b0a-5e4b00dbab9e,1607893748597:2f9dc022-5d1d-4dfd-a654-702b84542c68
25586,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893748588:22ee2b27-8c6f-43c1-96f3-e69eee81b167,1607893748588:66773102-72e4-4b3d-9f61-c25d360bb289
26098,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893748578:9969f993-4500-4623-816a-a65b29ae25c9,1607893748579:53471768-63f3-4622-9245-7e95a3f2f5db
27736,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748556:99c31065-e913-4089-aed1-a0b727bea159,1607893748556:ad3c48bf-a9c2-4e03-a338-d4f3f1df3436
30968,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Character""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748509:aa6621a0-a82b-462d-9e5d-10891f87a213,1607893748509:c937036e-2270-41da-96f5-dac08df44a4e
34561,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748451:4d0a57e5-fe87-4251-bc58-73bf12f32d38,1607893748451:86091a1f-5ed4-4118-95fb-46f87b071115
36046,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748423:b84b813b-6d3f-42ed-a2eb-5dbad7819221,1607893748423:456d009f-c7e1-450d-8e94-bd29a30ee1ad
46446,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748252:86671044-7290-43de-860c-29377bc11f7e,1607893748252:f035fe70-cf81-493e-b5ad-04e6504d6aef
53256,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893748111:79fc71aa-e290-49a4-b2b8-bf6fb1637ac1,1607893748112:3b5aa760-237e-4c34-bb9a-3d25868551ff
