,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId
1271,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902370:937a4f74-6098-4d28-b84a-afea5c8f48fa,1607893902370:c0662612-5815-48e7-bc7f-ea4e3c483975
1301,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""class java.lang.Short""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902370:937a4f74-6098-4d28-b84a-afea5c8f48fa,1607893902370:0d07e43a-6789-428d-9f3a-4940c0520c1d
1302,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""class java.lang.Short""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902370:937a4f74-6098-4d28-b84a-afea5c8f48fa,1607893902370:0d07e43a-6789-428d-9f3a-4940c0520c1d
1303,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902370:937a4f74-6098-4d28-b84a-afea5c8f48fa,1607893902370:0d07e43a-6789-428d-9f3a-4940c0520c1d
1304,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902370:937a4f74-6098-4d28-b84a-afea5c8f48fa,1607893902370:0d07e43a-6789-428d-9f3a-4940c0520c1d
1305,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902370:937a4f74-6098-4d28-b84a-afea5c8f48fa,1607893902370:0d07e43a-6789-428d-9f3a-4940c0520c1d
1373,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902369:43be0ead-2fb0-412e-918f-edccbbc62618,1607893902369:7965ced5-0b7a-418d-906f-d06f88777f2b
1399,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902369:23d6a9ef-ef5f-4d74-8239-235db6f067ec,1607893902369:bdb2103f-4111-44a0-836f-6ed519e98640
1401,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902369:23d6a9ef-ef5f-4d74-8239-235db6f067ec,1607893902369:bdb2103f-4111-44a0-836f-6ed519e98640
1421,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902369:23d6a9ef-ef5f-4d74-8239-235db6f067ec,1607893902369:5c6e4d61-b337-4658-9e82-704aa6e2c3af
1427,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902369:23d6a9ef-ef5f-4d74-8239-235db6f067ec,1607893902369:5922595e-d25d-4733-a422-4068ae2026f8
1428,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902369:23d6a9ef-ef5f-4d74-8239-235db6f067ec,1607893902369:5922595e-d25d-4733-a422-4068ae2026f8
1479,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902368:b26f9ac7-b220-46f5-b128-0789817f6765,1607893902368:08ff820e-c217-4abd-a73b-ec8234f73924
1509,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902367:b1f470a6-116d-4106-9087-309d4b2f5b08,1607893902367:d2bfc3da-654c-468a-8392-ab653c16a685
1521,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902367:b1f470a6-116d-4106-9087-309d4b2f5b08,1607893902367:beb040f0-f73c-4d20-bb5c-9ccfadb7e6e8
1615,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""",Yes,1607893902367:6f910760-5bae-43d3-8aa3-919dc3eb04ec,1607893902367:185fe104-caa3-48ee-a73d-efcc8f942762
1621,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""class java.lang.Short""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""class java.lang.Short""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902367:5e67c125-1bb1-4a64-9883-af5d5b3320ba,1607893902367:6077e38f-bf5e-41d5-9d3e-2fa64040bb87
1633,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""none""","pop_p == ""class java.lang.Double""","clear_p == ""none""",Yes,1607893902366:f22cdcbe-3d5d-402a-9ad8-0f8488930c92,1607893902366:c557a8c7-0347-47c2-bd77-533a5f38f6ce
1634,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902366:f22cdcbe-3d5d-402a-9ad8-0f8488930c92,1607893902366:c557a8c7-0347-47c2-bd77-533a5f38f6ce
1653,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""",Yes,1607893902366:45bbe9e5-0733-400c-8e29-a650d536bece,1607893902366:b5864fd7-5612-440b-b462-b2af4c140180
1654,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""",Yes,1607893902366:45bbe9e5-0733-400c-8e29-a650d536bece,1607893902366:b5864fd7-5612-440b-b462-b2af4c140180
1694,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902366:45bbe9e5-0733-400c-8e29-a650d536bece,1607893902366:03943636-c2c3-466d-a6f3-f566b582b25f
1704,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902366:26f40ed5-5402-4efd-aa1c-ae606c72e639,1607893902366:bf6ba519-90dd-4b3f-ad0a-90e248cdf7c1
1705,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902366:26f40ed5-5402-4efd-aa1c-ae606c72e639,1607893902366:bf6ba519-90dd-4b3f-ad0a-90e248cdf7c1
1706,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""none""","pop_p == ""class java.lang.Integer""","clear_p == ""none""",Yes,1607893902366:26f40ed5-5402-4efd-aa1c-ae606c72e639,1607893902366:bf6ba519-90dd-4b3f-ad0a-90e248cdf7c1
1748,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""class java.lang.Long""","clear_p == ""none""",Yes,1607893902365:15c0f91c-3a5e-4449-a97c-b7f39f627b80,1607893902365:4d542748-7f1c-48d1-9348-c920bc0c4ad3
1768,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""class java.lang.Long""","clear_p == ""none""",Yes,1607893902365:0612c552-110a-4c82-9783-d797e04a97e8,1607893902366:e6924d43-09cd-445e-9ac5-38d657bc6323
1769,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902365:0612c552-110a-4c82-9783-d797e04a97e8,1607893902366:e6924d43-09cd-445e-9ac5-38d657bc6323
1794,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902365:0612c552-110a-4c82-9783-d797e04a97e8,1607893902365:9776373e-aa72-4ac2-825b-1efc3ad93661
1837,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902364:ea008b79-4a49-43a7-9d09-9395db97c878,1607893902364:2533a352-7785-4e7a-906d-fb5276594256
1998,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902362:95850624-5a01-4ee6-8ce3-276865cbacdf,1607893902362:38b480c5-f98f-4641-b2d3-82591854d827
2022,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902362:4731ea13-1f66-403e-b963-64475c61e7e8,1607893902362:c2eb02c1-c3f0-4a20-b237-b8fec7620df1
2048,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902362:4731ea13-1f66-403e-b963-64475c61e7e8,1607893902362:23dd3f50-676a-4de0-a294-88662627d911
2049,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""",Yes,1607893902362:4731ea13-1f66-403e-b963-64475c61e7e8,1607893902362:23dd3f50-676a-4de0-a294-88662627d911
2070,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902361:fe5a8b95-f4fc-4f77-9310-a1580ccbefd0,1607893902361:c81056e7-5a02-47d6-bd82-1a977f634061
2161,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902360:6f927f17-0349-478c-bc69-2ef969161f44,1607893902360:8fc872ec-4027-488c-ab04-4e629af0c5c3
2162,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902360:6f927f17-0349-478c-bc69-2ef969161f44,1607893902360:8fc872ec-4027-488c-ab04-4e629af0c5c3
2328,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902357:af263750-2855-4f3f-ba3c-75f654a358de,1607893902357:fb605609-47b5-4d71-b794-7e2fa16ad21d
2359,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""",Yes,1607893902357:af263750-2855-4f3f-ba3c-75f654a358de,1607893902357:4334a0cf-dffb-4f06-8688-92e8e68f6d30
2360,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902357:af263750-2855-4f3f-ba3c-75f654a358de,1607893902357:4334a0cf-dffb-4f06-8688-92e8e68f6d30
2414,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902356:8bb55ec1-94e6-4142-aee6-1c27fcd8497f,1607893902356:c2c19bc6-3b65-4263-be32-d434ab575df1
2623,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902352:f7f22093-44c7-457f-bcb2-955303245f7e,1607893902352:b5833544-1905-44bc-9d47-11228abf1f10
2653,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""",Yes,1607893902352:8cded830-fe80-4ec8-b87e-4ee925342264,1607893902353:6f95b020-f2c2-42c0-84b0-01a5b5d28fe1
2674,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""class java.lang.Byte""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902352:8cded830-fe80-4ec8-b87e-4ee925342264,1607893902353:2a314520-3ccb-4e53-947c-f679eef83e72
2675,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""class java.lang.Byte""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902352:8cded830-fe80-4ec8-b87e-4ee925342264,1607893902353:2a314520-3ccb-4e53-947c-f679eef83e72
2758,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902351:36681511-63e8-4b1d-b72d-111e1efd0faa,1607893902352:3fcb5538-b3df-45d6-8030-83883a9700cb
2791,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902351:36681511-63e8-4b1d-b72d-111e1efd0faa,1607893902351:6e8f9270-469a-46e2-a478-cb693075624d
2792,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902351:36681511-63e8-4b1d-b72d-111e1efd0faa,1607893902351:6e8f9270-469a-46e2-a478-cb693075624d
2793,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902351:36681511-63e8-4b1d-b72d-111e1efd0faa,1607893902351:6e8f9270-469a-46e2-a478-cb693075624d
2820,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902350:f44c06ba-c080-4c3a-aa0c-42946c95b321,1607893902350:d469dd7a-d1f0-4ddb-988c-d177c0ff5500
3253,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902343:c334caac-36dc-4e4a-9dc9-854b305c7f08,1607893902343:17c1198c-de80-4e26-8492-7e0b9e814350
3345,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902343:2c53e0b3-b57b-4804-9345-10851aede2d4,1607893902343:3caa886c-e436-4b16-94e4-1d4b7af7eb44
3346,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902343:2c53e0b3-b57b-4804-9345-10851aede2d4,1607893902343:3caa886c-e436-4b16-94e4-1d4b7af7eb44
3372,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902342:9756a9ed-88d3-4890-b7dd-45b0e9a8ffec,1607893902342:0a598284-fd04-44c1-a140-3ce08d64389a
3373,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607893902342:9756a9ed-88d3-4890-b7dd-45b0e9a8ffec,1607893902342:0a598284-fd04-44c1-a140-3ce08d64389a
3427,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607893902342:6613aea3-47d6-4557-95f5-5d8f17d7c1a7,1607893902342:4c2e6f28-dde8-4d83-949b-6438ea680ae0
3451,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""class java.lang.Short""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""class java.lang.Short""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902341:c3190109-70ee-450d-9bcc-83a79bba551b,1607893902341:74f18b8d-5b71-4899-be3c-e4252c74ed71
3452,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""none""","pop_p == ""class java.lang.Short""","clear_p == ""none""",Yes,1607893902341:c3190109-70ee-450d-9bcc-83a79bba551b,1607893902341:74f18b8d-5b71-4899-be3c-e4252c74ed71
3498,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""",Yes,1607893902341:5f6c40f1-f9cd-46c3-a1df-56aa2f65f5cd,1607893902341:185e48c5-8208-41d2-828e-f43eeeb1d653
3543,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607893902341:27d41159-b151-4744-abeb-b39d19c2bafa,1607893902341:8419d413-98ca-4586-abff-d8ce174ee045
