,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId
1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes,1607899296554:9a78eafe-75bd-41f0-8595-183e382b2905,1607899296554:e6cfbc19-42bd-4fa9-9a7d-a65b91996cc1
22,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607899296553:763116be-f5b7-4fa0-866e-ca114187fa2a,1607899296553:a10e3410-1617-4c51-bad8-315860fb6d9f
28,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607899296553:09942ab5-c555-469e-9ae4-62bcb9221f29,1607899296553:e70c5e63-e820-4400-bbf1-97cde0b19393
254,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607899296544:aa092f33-7bdb-4a70-92b2-1144a1b615b4,1607899296544:e4b67949-5eea-42d2-a97b-9a6bbc699ea2
