,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId
1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes,1607884743194:70895ddf-756c-4226-8f9c-bd5dc511cee0,1607884743194:d796584e-8a7b-4afa-a735-49ca3baff5c4
8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607884743193:fa7e693a-b7ff-43ae-9f10-108b63a34c30,1607884743193:edeb5dd7-8f48-4d82-af0e-e35ef146fcb8
28,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607884743193:91702d8e-8663-4b2e-801a-d4a6d178c893,1607884743193:3ba4c63f-2144-4aa8-92ff-af132ec3440d
245,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607884743177:afe7b19a-49bc-4d6d-b40b-d0f7cbeb5db6,1607884743177:502b36ba-cfc3-48f5-b3bd-392e333ab0c0
