,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId
2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607884439566:c15b53e2-e918-41f1-9da7-6062e45bcff1,1607884439566:eecdf9a5-3f81-4fca-a23b-9229de1cff5c
7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes,1607884439566:c15b53e2-e918-41f1-9da7-6062e45bcff1,1607884439566:b64c2015-86d9-43c3-a027-e458fa0330ff
20,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607884439565:830012f4-16f9-4578-8bf3-cb5b21a8275d,1607884439565:8951bcdd-f387-4121-beca-3a59ce120c56
246,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607884439558:ba71a7c9-6cb4-4f42-98d7-95e6e350aa85,1607884439558:f581a9e1-66a2-42b6-b355-74491ec6ced1
