,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId
1,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes,1607950820680:fc2f84a2-e148-4ef3-9241-55adb7637674,1607950820680:10c48fe3-2877-4e78-af00-f325419cbf0b
2,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes,1607950820680:fc2f84a2-e148-4ef3-9241-55adb7637674,1607950820680:10c48fe3-2877-4e78-af00-f325419cbf0b
11,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""1""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes,1607950820679:f153544b-1f45-47d8-a2cf-4c4925f5d3b8,1607950820679:8274a986-0c21-493c-9469-2d0c049dc089
29,"size == ""3""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes,1607950820679:4ee0c9a0-1c1c-4de2-8ff4-74ddaadce1c0,1607950820679:4d82cb9c-b867-4731-9eb3-c3b1db346f07
35,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607950820679:1a1ff7b9-15fb-404f-8cba-9ed96b3c851a,1607950820679:0270b113-cada-4f65-9860-ecf8ad4ba1c6
217,"size == ""3""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""3""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes,1607950820671:b52365d9-093d-4089-b7dc-b37a08ae9da5,1607950820671:b67d6145-d5d2-4a9b-817d-0bbe5195d12d
