,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,diff
4,1607937427872:6cf94875-f0c5-46b3-8015-0754c2dd4995,1607937427872:45ccf624-f934-4006-ae9f-1a455bbd50a0,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
8,1607937427871:f87bb4d9-de17-411e-8f4d-691b4b594a8d,1607937427871:f202654b-9888-425a-91b1-234f998d8da5,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
14,1607937427871:4a272dc2-ce8f-4759-99a9-5214584843a7,1607937427871:c6f85982-9dd4-4a6e-886c-961633e9cb2f,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
16,1607937427871:1fadab75-333d-488b-a223-18bf28e58528,1607937427871:b2a399f6-2a13-44ff-9544-2888a8c1122e,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
22,1607937427870:dafede9b-0309-4de3-b2f2-e45e55f1fcb8,1607937427870:d8bceef9-f228-4198-ba62-28c79091b31e,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
32,1607937427868:af45bcb0-b120-4fcb-98d0-b145452d8770,1607937427868:a0013337-2e38-42da-9428-b72ab304aec4,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
36,1607937427868:592b9f63-f15c-44d0-84f9-55bc4d8374bc,1607937427868:1d5f1097-becc-4a87-a287-52634b530276,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
39,1607937427868:1a827726-5532-4b18-b442-6dfdea600010,1607937427868:39041d10-eea3-4d79-96b5-3eed4475a959,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
43,1607937427867:d7216a8c-e07e-4687-8bc6-8fcf1b15fb75,1607937427867:20384cc2-f268-4f76-93d3-e63fd8bbb255,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
47,1607937427867:a58080bc-5234-42c2-ac75-6df8ccf21aac,1607937427867:02165451-5ca7-449a-a18b-eceb54ddcdc1,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
55,1607937427866:1f520635-7464-4ac3-957e-1c86f4fda97c,1607937427866:6028ddeb-5276-4caf-b5e8-16503b89ba8a,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
58,1607937427865:c8d8d2b8-106f-46b3-b25a-481f97cdb8ef,1607937427865:df4e0acd-938d-4f49-975f-603b2e305e9a,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
75,1607937427864:4aaa40b1-db8e-4f84-9abc-ce97515fbe08,1607937427864:f35638b7-651d-40f7-855c-d7a9d220bc57,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
77,1607937427864:3c7d8f9f-faff-49dd-afcd-c96d415e9962,1607937427864:1799ad8e-a693-478b-80cb-dc0ba71877c4,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
81,1607937427863:a5473781-9bb0-41e1-903d-051c2cab9a3d,1607937427863:68b7d5dd-3130-4871-8b0c-f3a983901a9f,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
84,1607937427863:a303d4fd-38b5-4f7c-9a41-3669f6521373,1607937427863:4909ef10-995e-409f-89a0-0a3c63c5b230,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
102,1607937427862:2fd488a3-e369-4cdd-87b6-fc1680b6b5af,1607937427862:cd9e470d-047e-48c4-b4b6-7e26b9fbd652,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
107,1607937427861:c0da1bb0-e8e4-4ad3-9eb6-adbc13809e5e,1607937427861:66197373-b056-4824-acc4-d4be79fec725,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
112,1607937427861:442d59bf-3031-4bd6-a544-dc4340c91420,1607937427861:1671face-f107-41bf-9198-12fec06792cc,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
115,1607937427861:3b97a0c7-9814-41ff-af8f-c9e199ff0184,1607937427861:157529f9-6cba-4407-adb4-80da38c1f998,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
120,1607937427860:ed3e56d1-ed56-4a68-bbdf-1d97ecc8be84,1607937427860:4023e83b-e865-4725-ac55-deca1687703c,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
124,1607937427860:cda2cd88-8693-401e-bf08-ab8cb6f537c4,1607937427860:4b030cbb-cba9-4dae-be58-1041d71da5b3,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
126,1607937427860:93a959f6-15a8-4371-a989-802a6f35de71,1607937427860:4422f746-9d6d-4341-9119-e07ee4650c2f,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
128,1607937427860:84c87801-231d-42df-b191-fbe9d9b9597c,1607937427860:46c7259b-3f6d-491f-a612-0b2c92be14d6,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
130,1607937427860:48c3b158-555d-4a24-8f17-973cbe94680f,1607937427860:717da2a8-48d9-4436-819a-1e323b639a3e,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
134,1607937427860:077de451-4fae-46c2-9c7b-d13805b925bd,1607937427860:29aff669-807b-4435-a093-9d90b591c6d3,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
138,1607937427859:a9068234-a58c-486e-8602-b87e314ea4bd,1607937427859:eb68ddfe-04ab-4200-9fc9-25e6f6b48813,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
145,1607937427859:214c3876-4402-4d07-980d-7a035473bfb2,1607937427859:61c2d002-7a85-4112-a406-6a756f3d20e5,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
148,1607937427858:ec1f68f0-317e-4b3b-ac38-c5f0bffa9a89,1607937427858:964f8e36-88ab-45df-aacc-158c44747b0c,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
154,1607937427858:7c2e27c1-e776-4047-bd61-7e0d90e970d5,1607937427858:e183ec09-7bcf-4a69-bde0-fc53e2a08519,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
156,1607937427858:6c8cd343-8e0b-417a-8b38-4b4006af6acf,1607937427858:e2e751bb-47d6-4e71-829f-92ad8c0bec89,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
164,1607937427857:9edc06dc-eab2-4d5e-827e-a584c0472321,1607937427857:0521c152-919d-433e-ba25-def18e146c86,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
166,1607937427857:836c12b4-8862-47b4-82f4-ff34d6774eba,1607937427857:549279e7-e723-40ee-af5f-c7a0d9141914,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
169,1607937427857:6b72785d-b325-4263-9c68-d3423fd64a6f,1607937427857:64168396-fbe3-40ad-b054-fc7461d7de4e,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
175,1607937427857:0d1e7dcb-32ac-4114-b864-4366dc1af953,1607937427857:0f5cf080-af94-4b19-b0fe-531571344a25,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
178,1607937427856:f18aa215-dfb2-4492-9644-e457e907f2c0,1607937427856:8ee6f60d-83c0-4f36-8680-9d3f76835d85,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
180,1607937427856:ec956440-18f5-4978-a8ea-15b6cb01afa0,1607937427856:10cbcd9f-4cf6-4504-909c-84f438c3830e,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
184,1607937427856:cb347429-7627-4dce-9ab2-778d6fac19c0,1607937427856:32b31edc-c756-4dd9-8c1c-e557ff9f7f20,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
190,1607937427855:f20df1a2-aec3-4941-b1d0-78c93b7f6d0c,1607937427855:f17b7038-e428-41bf-9dc9-4b96cc14260f,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
194,1607937427855:b5ed0415-88a8-4ab4-a1d1-10725196905e,1607937427855:80f25a57-a756-420e-9d30-6f40a4236882,0,True,EmptyObject,FALSE,FALSE,TRUE,0,No
