,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,diff
2308,1607884796897:1ba225e3-234a-49b8-84f3-47423b84f791,1607884796898:89fcaebb-232a-4383-99b4-38aa8aede7d9,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2309,1607884796897:1ba225e3-234a-49b8-84f3-47423b84f791,1607884796898:89fcaebb-232a-4383-99b4-38aa8aede7d9,0,True,EmptyObject,none,EmptyObject,none,0,No
2311,1607884796897:1ba225e3-234a-49b8-84f3-47423b84f791,1607884796897:c0a499ad-1995-4f85-a08e-0fad7b7b275e,0,True,EmptyObject,none,none,clear,0,No
2312,1607884796897:1ba225e3-234a-49b8-84f3-47423b84f791,1607884796897:c0a499ad-1995-4f85-a08e-0fad7b7b275e,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2313,1607884796897:1ba225e3-234a-49b8-84f3-47423b84f791,1607884796897:c0a499ad-1995-4f85-a08e-0fad7b7b275e,0,True,EmptyObject,none,none,clear,0,No
2314,1607884796897:1ba225e3-234a-49b8-84f3-47423b84f791,1607884796897:c0a499ad-1995-4f85-a08e-0fad7b7b275e,0,True,EmptyObject,none,none,clear,0,No
2315,1607884796897:1ba225e3-234a-49b8-84f3-47423b84f791,1607884796897:c0a499ad-1995-4f85-a08e-0fad7b7b275e,0,True,EmptyObject,none,none,clear,0,No
2317,1607884796897:1ba225e3-234a-49b8-84f3-47423b84f791,1607884796897:ad3dff29-4f38-4250-8ac1-deb21c2110c5,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2318,1607884796897:1ba225e3-234a-49b8-84f3-47423b84f791,1607884796897:ad3dff29-4f38-4250-8ac1-deb21c2110c5,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2320,1607884796897:14fe08ad-98f4-4923-aa5f-34a834aec9c1,1607884796897:7da588ab-da54-40e1-b120-a01618b2d5d0,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2321,1607884796897:14fe08ad-98f4-4923-aa5f-34a834aec9c1,1607884796897:7da588ab-da54-40e1-b120-a01618b2d5d0,0,True,EmptyObject,none,EmptyObject,none,0,No
2323,1607884796896:f2a1143a-59d2-4285-ba53-d267c9c32f8e,1607884796896:b86a0b71-e878-4861-a3ea-52baaf84f2cc,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2324,1607884796896:f2a1143a-59d2-4285-ba53-d267c9c32f8e,1607884796896:b86a0b71-e878-4861-a3ea-52baaf84f2cc,0,True,EmptyObject,none,EmptyObject,none,0,No
2326,1607884796896:f2a1143a-59d2-4285-ba53-d267c9c32f8e,1607884796896:05e1aeb7-b2b5-41c1-9d34-440f7abdf2a5,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2328,1607884796896:a013e64c-4f37-4733-a41d-3a2b9cf9a371,1607884796896:3da8f093-b45d-4a49-990e-2937a1bc4617,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2329,1607884796896:a013e64c-4f37-4733-a41d-3a2b9cf9a371,1607884796896:3da8f093-b45d-4a49-990e-2937a1bc4617,0,True,EmptyObject,none,EmptyObject,none,0,No
2331,1607884796896:9a6da0cf-27fe-49c0-818b-30fdf9f28a0b,1607884796896:9d163997-4665-4679-b2da-21b088417050,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2332,1607884796896:9a6da0cf-27fe-49c0-818b-30fdf9f28a0b,1607884796896:9d163997-4665-4679-b2da-21b088417050,0,True,EmptyObject,none,EmptyObject,none,0,No
2334,1607884796896:8dd1cd79-7feb-4595-8b04-295d7b3bd07b,1607884796896:55606827-c097-4698-bd07-36a996c26396,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2335,1607884796896:8dd1cd79-7feb-4595-8b04-295d7b3bd07b,1607884796896:55606827-c097-4698-bd07-36a996c26396,0,True,EmptyObject,none,EmptyObject,none,0,No
2337,1607884796896:8dd1cd79-7feb-4595-8b04-295d7b3bd07b,1607884796896:2e78b8f4-a2b0-4cc4-8b25-d09622b25dd4,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2338,1607884796896:8dd1cd79-7feb-4595-8b04-295d7b3bd07b,1607884796896:2e78b8f4-a2b0-4cc4-8b25-d09622b25dd4,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
