,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,diff
1,1607884743194:70895ddf-756c-4226-8f9c-bd5dc511cee0,1607884743194:d796584e-8a7b-4afa-a735-49ca3baff5c4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
4,1607884743194:1d120d06-b16f-4435-b8c4-8b8f04b91172,1607884743194:7acab524-0161-4f7e-920d-8cafaebf2099,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
8,1607884743193:fa7e693a-b7ff-43ae-9f10-108b63a34c30,1607884743193:edeb5dd7-8f48-4d82-af0e-e35ef146fcb8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
13,1607884743193:fa7e693a-b7ff-43ae-9f10-108b63a34c30,1607884743193:5ea5cd24-23ab-403e-8612-a79af615263f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
16,1607884743193:d25c52ba-0e87-4788-b115-bcdcd778d0fd,1607884743193:ceb51fce-903b-4332-bcf3-d13514ff88c4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
19,1607884743193:d25c52ba-0e87-4788-b115-bcdcd778d0fd,1607884743193:c4d23584-526c-4eaf-a260-b486b9acd526,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
21,1607884743193:bc23bcc1-1b52-4c1d-9604-fa3383b1300e,1607884743193:207597ab-22c4-40d0-be7f-8cc30abad7b3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
24,1607884743193:91702d8e-8663-4b2e-801a-d4a6d178c893,1607884743193:db7d802f-3599-4296-a61c-0c39730e7e8e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
27,1607884743193:91702d8e-8663-4b2e-801a-d4a6d178c893,1607884743193:3ba4c63f-2144-4aa8-92ff-af132ec3440d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
28,1607884743193:91702d8e-8663-4b2e-801a-d4a6d178c893,1607884743193:3ba4c63f-2144-4aa8-92ff-af132ec3440d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
30,1607884743192:e6bfcab8-2c12-48bd-844e-7186e734cf0f,1607884743192:79f4978f-2f38-4ba1-bb95-2751c9fdf78b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
34,1607884743192:e6bfcab8-2c12-48bd-844e-7186e734cf0f,1607884743192:6330d49e-72c7-4941-9878-97dc3ab882de,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
39,1607884743192:e139d1fc-7b87-4d96-bb69-1c80368db909,1607884743192:7e6d0c3a-64e9-42e0-9707-dd5b3159b576,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
43,1607884743192:e139d1fc-7b87-4d96-bb69-1c80368db909,1607884743192:5ff7cbc5-3d7e-4023-84bd-eeed8dab7aea,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
48,1607884743192:bd6e39b9-1674-4190-80d7-bd619b28f495,1607884743192:d521a361-f5b9-43e4-a52e-dd90279943b3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
51,1607884743192:bd6e39b9-1674-4190-80d7-bd619b28f495,1607884743192:42f6e169-ed6b-44a4-8a4f-1a5347da19d2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
52,1607884743192:bd6e39b9-1674-4190-80d7-bd619b28f495,1607884743192:42f6e169-ed6b-44a4-8a4f-1a5347da19d2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
53,1607884743192:bd6e39b9-1674-4190-80d7-bd619b28f495,1607884743192:42f6e169-ed6b-44a4-8a4f-1a5347da19d2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
55,1607884743192:b3e25a03-3861-4759-aa8d-d9e560b7f89f,1607884743192:70739923-acb8-49e7-8b33-65005732f8f7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
58,1607884743192:1030e774-5648-4559-8fe3-36c310a87706,1607884743192:63510efd-b824-476b-806e-0e3745f0682d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
62,1607884743191:fcac4196-fd84-4386-8988-cdbd17acc30c,1607884743191:90a356d3-4754-4c2d-9749-11ac7d773e70,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
66,1607884743191:5dd1cf5b-b6ba-4a53-a93f-f111d32dc6b1,1607884743191:9007a9b0-dc4e-4cbc-84d9-2f10a3570996,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
71,1607884743191:5dd1cf5b-b6ba-4a53-a93f-f111d32dc6b1,1607884743191:191523ac-c732-4505-bd1a-f9353925d8d6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
74,1607884743191:4f1fd003-a6d0-4eca-b8d3-b0039043f043,1607884743191:bbeaff7a-66e8-4436-8346-bed0cf75e1c5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
77,1607884743191:47692cd8-996b-476c-b363-84b590ff8256,1607884743191:c50b2d6c-4aae-44fe-b7a6-35a6da67db2f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
80,1607884743191:47692cd8-996b-476c-b363-84b590ff8256,1607884743191:5e9faaf4-5e60-4afa-94a7-615bb0c58fad,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
83,1607884743191:10551062-1ba1-445d-9183-6ab112fa3d84,1607884743191:5f06a57e-39c0-4821-ab0f-69703fa22579,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
86,1607884743191:10551062-1ba1-445d-9183-6ab112fa3d84,1607884743191:2790c4a7-1306-4792-97b1-a60db8a98385,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
88,1607884743190:fde6303e-57be-4168-8596-9c774606c029,1607884743190:a25b15b6-28c8-4d53-93f0-548600368c67,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
91,1607884743190:fde6303e-57be-4168-8596-9c774606c029,1607884743190:6cb3658b-2f1e-4bc1-b7f6-01a4575edec9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
93,1607884743190:d949226a-ee07-4b53-baa8-55d965465610,1607884743190:4e8a8665-eddf-460a-aa49-bc3b05035645,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
96,1607884743190:7aa65fbf-4fb1-40ac-abba-c72d0e699d5a,1607884743190:609184da-9e88-4512-8011-49e334bbfd7e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
97,1607884743190:7aa65fbf-4fb1-40ac-abba-c72d0e699d5a,1607884743190:609184da-9e88-4512-8011-49e334bbfd7e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
99,1607884743190:7aa65fbf-4fb1-40ac-abba-c72d0e699d5a,1607884743190:0562e6ff-3a6b-4495-a13f-e71867f510b6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
102,1607884743190:77b0e00e-57fe-4f0e-bc15-94c9da8aa920,1607884743190:a519624b-6b96-43c2-9358-855b08b2a278,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
104,1607884743190:77b0e00e-57fe-4f0e-bc15-94c9da8aa920,1607884743190:974f6e78-79b1-489a-98fa-c9ded02b13f6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
108,1607884743190:246fb82f-f613-4a3d-b316-410a458ef236,1607884743190:f7a47c06-7a14-4ef5-8640-bc6aeea7565d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
111,1607884743190:246fb82f-f613-4a3d-b316-410a458ef236,1607884743190:01c89631-2969-4762-aee0-70ed947159e9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
113,1607884743189:8237ef72-25af-4b25-8855-c73e3e09b242,1607884743189:8fc59e7a-b189-4847-988c-f26de64ebed8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
117,1607884743188:c49447e0-4975-4229-980a-6588f2add12a,1607884743188:fd70e6d4-782a-406d-89ab-8025f8ce77d2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
122,1607884743188:c49447e0-4975-4229-980a-6588f2add12a,1607884743188:56563f2c-2beb-4ab4-850c-52accebf051e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
125,1607884743188:6b2b40a1-3998-4f54-b56a-6cda70785842,1607884743188:2bab94a5-7243-4ac8-b883-e96c34b80e60,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
126,1607884743188:6b2b40a1-3998-4f54-b56a-6cda70785842,1607884743188:2bab94a5-7243-4ac8-b883-e96c34b80e60,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
128,1607884743188:6b2b40a1-3998-4f54-b56a-6cda70785842,1607884743188:0494f764-1714-4f92-8e7f-01250a6286e4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
131,1607884743188:168464a6-641c-4330-9b6e-671ce3f07091,1607884743188:a99e4b13-a097-409c-8dde-b2cee46150d4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
134,1607884743188:168464a6-641c-4330-9b6e-671ce3f07091,1607884743188:7ec47c44-fbab-4249-ba41-627bc2618636,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
138,1607884743188:061b7ae7-0015-43e4-ae08-72880103de1e,1607884743188:f66cdc6a-5a36-4430-813a-22c012eee370,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
143,1607884743188:061b7ae7-0015-43e4-ae08-72880103de1e,1607884743188:80aab86b-b311-4071-8646-c9df954ea3d1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
146,1607884743187:ff2193cf-353e-46d1-b605-70cb24d04b61,1607884743187:f03790dd-79f1-4c00-8ee9-d5a89d935d5c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
149,1607884743186:d364c7a2-2b8e-4e63-bbed-5293c5bb1695,1607884743187:44055cf4-96c3-48eb-a85e-542f07a93cd6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
153,1607884743186:d364c7a2-2b8e-4e63-bbed-5293c5bb1695,1607884743186:1401a9ff-a2b3-458a-a069-9635ec34b844,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
158,1607884743186:6c12de4c-7347-4e1e-8427-4010c748ce3e,1607884743186:96210e4d-b4e0-40e2-8ad2-8332802902ef,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
161,1607884743186:6c12de4c-7347-4e1e-8427-4010c748ce3e,1607884743186:4af64613-232e-4cdc-9470-3b8cc17af432,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
162,1607884743186:6c12de4c-7347-4e1e-8427-4010c748ce3e,1607884743186:4af64613-232e-4cdc-9470-3b8cc17af432,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
164,1607884743185:92c869e3-7131-4c32-b8c9-e16bdacd77fa,1607884743185:5d5776b2-1a7b-43ab-89cd-45485e8005e3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
167,1607884743185:3dd9f0b9-fc0e-4939-89c6-817060270054,1607884743185:17977df5-1279-4017-9472-95e16143044a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
170,1607884743185:3dd9f0b9-fc0e-4939-89c6-817060270054,1607884743185:060b30a2-02dc-4802-b083-cebbf55fddaa,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
173,1607884743184:d8232abd-dfed-4960-92dd-09cc15763949,1607884743184:5c14df5c-8ab6-4a5e-a556-dd8e52f819ee,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
177,1607884743184:81dda224-53c9-42c8-9f6a-9e79c200a99c,1607884743184:4bff1e04-2348-47c6-af0d-bf43d30de8a2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
180,1607884743184:81dda224-53c9-42c8-9f6a-9e79c200a99c,1607884743184:00ec33c9-8ea9-4022-8e06-e0ef497df11d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
183,1607884743184:360b958b-7dae-45f6-9bb3-b44614b5522a,1607884743184:f283e086-2e29-490c-b69f-bd95079537ff,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
186,1607884743183:cc5150e8-f449-48f9-80c6-c5e8f8e7fcfe,1607884743183:fba586d5-7a3a-49f2-8273-b4c83404a4df,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
190,1607884743183:cc5150e8-f449-48f9-80c6-c5e8f8e7fcfe,1607884743183:ac3c0a06-675a-4f94-ac74-1e4adb2140cd,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
195,1607884743183:3512a197-1f52-4e41-8127-224813ddeb9a,1607884743183:390fc784-2c13-4e16-abc8-93bf052dfef6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
198,1607884743182:9e591c3e-43cc-4033-9ba3-14180490ed89,1607884743182:7efad515-a097-405f-b1fd-19250864c27f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
201,1607884743181:da7a1cbf-6f60-45f2-aafa-0abdc5e3d8e9,1607884743181:d1312d47-770f-4e73-a591-ed5b6144e1d1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
202,1607884743181:da7a1cbf-6f60-45f2-aafa-0abdc5e3d8e9,1607884743181:d1312d47-770f-4e73-a591-ed5b6144e1d1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
203,1607884743181:da7a1cbf-6f60-45f2-aafa-0abdc5e3d8e9,1607884743181:d1312d47-770f-4e73-a591-ed5b6144e1d1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
206,1607884743181:da7a1cbf-6f60-45f2-aafa-0abdc5e3d8e9,1607884743181:54154ae5-d206-4f0d-977a-e8bf8abf7762,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
209,1607884743178:a06a1dc5-092f-41ff-a59a-09c81c363763,1607884743178:de948de0-b66e-408e-bc14-e249a6d84630,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
211,1607884743178:a06a1dc5-092f-41ff-a59a-09c81c363763,1607884743178:acdcf0e5-80ce-47ea-adf5-c0d2c377f73d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
214,1607884743178:3424ec51-99ee-4772-9d70-0d86fa6c1184,1607884743178:b8faab11-fb15-46e0-9f4c-690819b4e368,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
218,1607884743178:3424ec51-99ee-4772-9d70-0d86fa6c1184,1607884743178:80797767-2f5d-4814-ba9d-158628e1ab47,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
223,1607884743177:f278965a-ac8f-407c-8495-a54f72692376,1607884743177:86b3437e-88da-4d10-ad05-6b2b891dab35,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
227,1607884743177:f278965a-ac8f-407c-8495-a54f72692376,1607884743177:5582771c-b4bc-4b5a-bfd1-3e44b4f31a8e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
230,1607884743177:f278965a-ac8f-407c-8495-a54f72692376,1607884743177:240360d8-254c-4f1f-b2db-e592bd348f35,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
236,1607884743177:d147605a-edbb-4ae0-9740-3119cb2ac8b7,1607884743177:c0faf5d1-e78b-4e29-bfea-623382d08295,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
239,1607884743177:be8e677a-f210-40a9-afb1-d4ecd4fd483b,1607884743177:5f46a02e-a86b-44d0-a45c-3a029cf2ca1d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
242,1607884743177:afe7b19a-49bc-4d6d-b40b-d0f7cbeb5db6,1607884743177:502b36ba-cfc3-48f5-b3bd-392e333ab0c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
243,1607884743177:afe7b19a-49bc-4d6d-b40b-d0f7cbeb5db6,1607884743177:502b36ba-cfc3-48f5-b3bd-392e333ab0c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
244,1607884743177:afe7b19a-49bc-4d6d-b40b-d0f7cbeb5db6,1607884743177:502b36ba-cfc3-48f5-b3bd-392e333ab0c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
245,1607884743177:afe7b19a-49bc-4d6d-b40b-d0f7cbeb5db6,1607884743177:502b36ba-cfc3-48f5-b3bd-392e333ab0c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""0""",Yes
247,1607884743177:7722aefb-d414-45bf-b997-1f54a6c55623,1607884743177:7b0b8b0b-8c85-4b5c-9403-7520d83c21b7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
250,1607884743177:6db2f541-1090-413b-91a3-fa930583640c,1607884743177:3b605ca6-af22-4813-9900-1b3c8d5d968e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
253,1607884743177:485eec55-55fd-4e86-95a6-b414f8d682e7,1607884743177:74007edb-012c-4c13-be91-b62ee46a295f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
256,1607884743177:373dc552-a22f-4b04-b0ce-22a2c647522c,1607884743177:7fab35cd-6f70-4471-93af-075d7259bdee,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
259,1607884743177:02d9ef49-ffce-4d77-8c82-665f035b92d1,1607884743177:b2f39155-4746-4b7b-a205-df2dbf0eab8b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
262,1607884743176:fc5aa667-ccfb-45c0-8360-238087c34835,1607884743176:c21b170b-550d-439d-b6bf-39a5a5f74ab6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
264,1607884743176:fc5aa667-ccfb-45c0-8360-238087c34835,1607884743176:42f1f226-b22f-47c2-a16e-c690756c0b1d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
267,1607884743176:c6638ba2-772c-41e2-bc37-8ea6abb34b22,1607884743176:770956b5-8d40-4dcf-855b-baefc51934d2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
270,1607884743176:a1c553dc-3aac-4d29-b66a-3171b2a63bc3,1607884743176:e9e91495-509b-4f31-9e69-cd0bed9c3395,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
274,1607884743176:a0db8996-51c3-4ec6-8ad1-50ad31575e41,1607884743176:909e3b66-2713-479f-8bca-287af954d575,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
277,1607884743176:a0db8996-51c3-4ec6-8ad1-50ad31575e41,1607884743176:4478a09c-8892-4ceb-9bc5-d07b8e2d48c7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
280,1607884743176:82640b73-deeb-4c42-8a43-21960a9b4892,1607884743176:e53911b4-14f4-4d30-a18a-af211e5586a7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
284,1607884743176:82640b73-deeb-4c42-8a43-21960a9b4892,1607884743176:7b4d3f3a-49b7-4fa2-8d9f-98a19985c1c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
287,1607884743176:531c8dab-9f1f-43d5-a6c7-23ebfe7b14ac,1607884743176:7c840f53-d570-41ce-9f3f-0c5b8b5db24b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
290,1607884743176:469cd154-5387-4b8c-a2e7-b41c4980afe0,1607884743176:898a4339-9ad0-4c1b-b046-c3f1ad7af5b4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
293,1607884743176:0bc4fcfe-94ae-4dc7-ba5a-b70988f2fc31,1607884743176:68f8812d-6708-4cd4-b2f0-456bbf4a01c5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
295,1607884743176:0bc4fcfe-94ae-4dc7-ba5a-b70988f2fc31,1607884743176:3fb5af98-25bb-4355-9240-338d76683e26,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""",Yes
