,size,isEmpty,peek_obj_type,push,pop,clear,size_p,diff,testId,instanceId
4028,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""4""",Yes,1607893902336:813042e5-2b8f-4590-8450-bc16794516a7,1607893902336:560599d9-210f-410c-bd06-368f90c6bc08
4510,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""1""",Yes,1607893902331:9fb949eb-abdd-45cc-b278-583e5684846c,1607893902331:3f218c48-d74b-4068-a902-d566871edfd9
4836,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""",Yes,1607893902327:7ab27a40-2e45-4aa4-b8a2-767763a4beff,1607893902327:74704915-1294-41e3-abe2-ad2ee5310663
5663,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""",Yes,1607893902319:2ac4f5bd-1ebb-4a41-93de-67551a6b4774,1607893902320:7e303c09-10fe-4859-b21d-53d22c1fcd13
6276,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""",Yes,1607893902311:c3cf636a-615a-4230-b4bd-f94d97304072,1607893902311:a472f53b-c41b-4013-9b56-3c47b2c7f1ac
6447,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""",Yes,1607893902308:f8415387-d729-4291-bd9f-96313dc66375,1607893902308:9ee7bf4c-35ef-4023-a151-f2f937c31c3e
7892,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""5""",Yes,1607893902287:1eb502b2-2ab5-4bcc-8811-f08c296d0b12,1607893902287:9976b01f-675e-452f-be67-95e5271da2fe
7953,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""",Yes,1607893902285:cecac7c9-2c38-49ca-ace1-c0752639a80c,1607893902285:ff5bc05d-4fa7-4e06-a42b-b97a07e1f2f8
9055,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""3""",Yes,1607893902271:f9f585b2-bb9c-4462-bae4-f11cd46f6121,1607893902271:8ac7e44e-f5be-4b4f-9533-5a0074485bf1
9311,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""",Yes,1607893902269:506b6a4d-c2ee-464d-b341-68c3da3bb1ed,1607893902269:00dbf3f9-0de2-4a23-800a-3b6c5b97ea69
9431,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""",Yes,1607893902268:0967f7ef-2c26-41e4-a07e-1cb311a2bb85,1607893902268:d08e7fdc-d9f5-4372-b40a-26402553e719
11851,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""6""",Yes,1607893902234:0fa5baec-73e0-40f5-8b66-7046fa523e13,1607893902234:2595c6a6-7a6e-4bfe-9daf-640d93996203
12608,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""",Yes,1607893902223:50e0f84d-907b-462f-87c0-7e92834354fc,1607893902223:2a388b76-9422-49cb-b75d-ac5b429cb858
13777,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Object""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""",Yes,1607893902202:7fbc6f59-3e3e-44f9-8f2e-536aa92d2e02,1607893902202:4b0fe2fa-f502-4286-a5c1-001467cfff5b
15687,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""5""",Yes,1607893902166:08231298-68bf-4cd8-b972-e9b274847d48,1607893902166:4d3e5706-7503-4487-a018-352a15b2efd4
16351,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""7""",Yes,1607893902154:fcdfe0d8-b159-4740-85fd-0ac02cf44f56,1607893902154:be3888d8-2ea7-42f8-80f0-97d6a2db8e87
20165,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""5""",Yes,1607893902096:c2873c36-0d2a-41af-99a6-79db1c859d37,1607893902096:82af1d85-c6ef-494b-99e0-510f6949fda8
20844,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""7""",Yes,1607893902088:13292813-cbee-4a85-a6d0-48787a649118,1607893902088:0bb50778-b7be-4ce8-bd86-a4890cb27f70
22090,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""",Yes,1607893902067:4cb054b6-aa38-4003-bbaa-9dc9b1167323,1607893902067:043c1a5f-4e44-4a05-b6b8-a8bb47ccbc53
23424,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""3""",Yes,1607893902048:49b15ecb-75a4-40cc-ada7-87989a465368,1607893902048:1e9393df-a972-4080-a5b3-711b0ff64ed4
24204,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""",Yes,1607893902037:f760c45f-cdef-4697-9186-1dab4837724f,1607893902037:333eb0d6-c355-4dc8-a3ad-ff4a0120ad30
24871,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""1""",Yes,1607893902025:566502ca-6ebb-4461-81bb-8bb1a18a4ae3,1607893902025:ff5038dc-d291-4737-bc8b-3a0a479f2b68
25184,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""3""",Yes,1607893902019:ff1ef4c9-3cf0-4657-82e1-42a22eec7680,1607893902019:058e4a3c-7d07-4670-9bdb-c09bb0ecc683
25627,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""",Yes,1607893902011:9b73e6b0-52c1-48a5-9a4d-7c91b7f54303,1607893902011:9f6a0947-2084-4520-9cff-667265d42ce3
25865,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""7""",Yes,1607893902009:5437124b-8c43-4b58-a287-9e85f9ee1c23,1607893902009:53ccb5d2-640e-4491-a4f4-347f2651afd6
26927,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""",Yes,1607893901993:9360ec87-7098-4e66-90b3-a1076426f233,1607893901994:21758450-6d53-4626-b8e1-d03487f3d45c
27032,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""6""",Yes,1607893901992:6ca46d42-bb18-4f08-b0de-ddc31413fe77,1607893901992:aba4c9d3-f0b5-4010-8001-c9e25688ed33
29520,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""5""",Yes,1607893901944:fbef1e63-8522-42af-b539-3593a9e489bf,1607893901944:a6e7a1ad-77e6-41c7-8541-e02df279862f
29521,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""5""",Yes,1607893901944:fbef1e63-8522-42af-b539-3593a9e489bf,1607893901944:a6e7a1ad-77e6-41c7-8541-e02df279862f
30992,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""5""",Yes,1607893901910:0942813d-4a43-4cbe-abb5-921bcb421386,1607893901910:3e663cfe-1ab9-4960-bc6d-c94833674370
30993,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""6""",Yes,1607893901910:0942813d-4a43-4cbe-abb5-921bcb421386,1607893901910:3e663cfe-1ab9-4960-bc6d-c94833674370
33270,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""1""",Yes,1607893901863:4d76a174-f812-4842-aba9-0445b3e7ee6f,1607893901863:1ca7e9d9-deaf-4e5a-ad77-6752c82af9f1
34469,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""",Yes,1607893901842:a978887e-3757-4f5b-af31-ad076662b1cb,1607893901842:2ef1ea0b-b34f-4664-bd8b-222e1fce83ca
38535,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""6""",Yes,1607893901729:6e63bbde-ca80-4430-9f06-7daafdb35ca2,1607893901729:8c30a021-dc7f-48d7-8e19-58ef589029d3
46448,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""",Yes,1607893901534:2934a799-5945-4ba0-aa4d-b4932e27e98e,1607893901534:86d886e4-0034-4da3-b937-f07a93b122a3
51273,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Object""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""",Yes,1607893901407:e7f091ab-2743-42e4-afc3-1a09d494aaef,1607893901407:6fd2efa5-1ab6-485c-b16a-282b0a9a5830
55194,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""",Yes,1607893901305:0da31a56-53db-4028-8c1b-a8c15cccbf92,1607893901305:a1334469-7cad-4921-86b9-42fea03291c6
59655,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""5""",Yes,1607893901160:f48c1616-c105-4674-a754-5c84bec0c891,1607893901160:47169359-95fb-44f8-ba5e-e7057bbe5aa2
