testId,instanceId,size,isEmpty,peek,peek_obj_type,calledMethod,pushInput,diff
1604913593116:82c3e897-6a2f-485b-95e6-c004fd12c533,1604913593512:b71d7fa0-6170-46af-96ee-aec9eaf5bdf8,0,True,EmptyObject,EmptyObject,CTOR,none,No
1604913593116:82c3e897-6a2f-485b-95e6-c004fd12c533,1604913593512:b71d7fa0-6170-46af-96ee-aec9eaf5bdf8,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1604913593116:82c3e897-6a2f-485b-95e6-c004fd12c533,1604913593512:b71d7fa0-6170-46af-96ee-aec9eaf5bdf8,1,False,1.0,class java.lang.Float,pop,none,Yes
1604913593517:acf9279b-a341-4e0f-a0bb-772307b3ffdf,1604913593517:1776af81-11ab-4c4c-894f-30c39a59050e,0,True,EmptyObject,EmptyObject,CTOR,none,No
1604913593517:acf9279b-a341-4e0f-a0bb-772307b3ffdf,1604913593517:1776af81-11ab-4c4c-894f-30c39a59050e,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1604913593517:acf9279b-a341-4e0f-a0bb-772307b3ffdf,1604913593517:1776af81-11ab-4c4c-894f-30c39a59050e,1,False,1.0,class java.lang.Float,pop,none,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
1604913593520:aec8e1c6-ab03-47cb-9483-806583c7a343,1604913593520:06c3d74f-a100-4118-84eb-d2c8106f65c9,0,True,EmptyObject,EmptyObject,CTOR,none,No
1604913593520:aec8e1c6-ab03-47cb-9483-806583c7a343,1604913593520:06c3d74f-a100-4118-84eb-d2c8106f65c9,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1604913593520:aec8e1c6-ab03-47cb-9483-806583c7a343,1604913593520:06c3d74f-a100-4118-84eb-d2c8106f65c9,1,False,1.0,class java.lang.Float,pop,none,Yes
--,--,--,--,--,--,--,--,Yes
1604913593520:b1cc83d2-0b54-4cc4-b7d5-e688dc1cfb63,1604913593520:a5f12642-5a97-4521-a24c-ce254fa1660c,0,True,EmptyObject,EmptyObject,CTOR,none,No
1604913593520:b1cc83d2-0b54-4cc4-b7d5-e688dc1cfb63,1604913593520:a5f12642-5a97-4521-a24c-ce254fa1660c,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1604913593520:b1cc83d2-0b54-4cc4-b7d5-e688dc1cfb63,1604913593520:a5f12642-5a97-4521-a24c-ce254fa1660c,1,False,1.0,class java.lang.Float,pop,none,Yes
--,--,--,--,--,--,--,--,Yes
1604913593521:aeb5c716-204e-4045-a16d-19875f911c1e,1604913593521:39dc2bc0-3a82-46bb-96b6-8343fa4959a8,0,True,EmptyObject,EmptyObject,CTOR,none,No
1604913593521:aeb5c716-204e-4045-a16d-19875f911c1e,1604913593521:39dc2bc0-3a82-46bb-96b6-8343fa4959a8,1,False,1.0,class java.lang.Float,push,class java.lang.Float,No
1604913593521:aeb5c716-204e-4045-a16d-19875f911c1e,1604913593521:39dc2bc0-3a82-46bb-96b6-8343fa4959a8,1,False,1.0,class java.lang.Float,pop,none,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
--,--,--,--,--,--,--,--,Yes
