,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,calledMethod,size_p,diff
2,1607937510882:dae64ddf-d018-4c86-85b6-af84192c1ac5,1607937510882:27205c8d-83d6-42af-a8a6-d454ad267128,0,True,EmptyObject,none,none,clear,clear,0,No
6,1607937510882:ab3f2516-90fa-4352-a825-49d85bba94ed,1607937510882:2263bdd9-d286-41a5-bfb8-73365d7d29e2,0,True,EmptyObject,none,none,clear,clear,0,No
13,1607937510881:7a9065ce-d960-4302-afc5-829a995c655e,1607937510881:1bbc764a-a3e1-42ed-8647-b4b46fa913ba,0,True,EmptyObject,none,none,clear,clear,0,No
17,1607937510881:6c9934cd-b1ba-43ae-b358-b5ab698e258c,1607937510881:76e2d6ee-6f88-45c5-9e70-f2c7f08da295,0,True,EmptyObject,none,none,clear,clear,0,No
26,1607937510881:0545c421-1c75-4c29-82de-bdacb4aa1f3d,1607937510881:896a4a7b-ba30-4d5e-80c2-13194d7c601f,0,True,EmptyObject,none,none,clear,clear,0,No
32,1607937510879:e7190410-6363-4ed6-a82a-b4f5c1e1db4b,1607937510879:ddf3b238-1fc4-40fb-bfe4-f301caa162eb,0,True,EmptyObject,none,none,clear,clear,0,No
35,1607937510879:e3316fea-bf56-44d3-8f93-71a72e7fe9a0,1607937510879:45fec9fc-5bee-47b6-8289-79c502b2e3ee,0,True,EmptyObject,none,none,clear,clear,0,No
42,1607937510879:7ff485cf-ada7-4ff8-bea8-59458deae9dd,1607937510879:fbafc9a3-7ad2-4efb-b600-523cde0638bd,0,True,EmptyObject,none,none,clear,clear,0,No
45,1607937510879:6449da70-0c0b-4c8f-b026-771b6404a31b,1607937510879:aa64f070-a07b-4495-b3b5-c80cf7d1d98e,0,True,EmptyObject,none,none,clear,clear,0,No
52,1607937510878:90f148cb-665f-438e-9f62-8439ec3f0f9e,1607937510878:fe6a8278-20c8-44b6-b77d-2bb48c68d25e,0,True,EmptyObject,none,none,clear,clear,0,No
57,1607937510878:2a19de00-4e53-4e8f-abec-853de9566f04,1607937510878:b44d67ee-0e58-4b2a-9116-05f504d9a2db,0,True,EmptyObject,none,none,clear,clear,0,No
60,1607937510877:ec40b7e9-e8d8-4734-b4ba-ef2517c3dce1,1607937510877:8f70bb06-8b66-4229-a98d-df7533656201,0,True,EmptyObject,none,none,clear,clear,0,No
69,1607937510877:5d734448-c22d-4fe0-88f8-106d5039b86a,1607937510877:c2cd1605-c63e-4c5a-8471-e087ab4543d4,0,True,EmptyObject,none,none,clear,clear,0,No
79,1607937510876:95fdab5f-6f8f-48b3-a17e-5419c85b1494,1607937510876:e53cd304-7187-4fc0-ae22-e4f620950686,0,True,EmptyObject,none,none,clear,clear,0,No
86,1607937510876:308277a8-4872-43b2-8203-c84876724e57,1607937510876:4afeea37-5c06-4ce8-980a-134ea366cdc7,0,True,EmptyObject,none,none,clear,clear,0,No
97,1607937510875:664b4ce3-4cb7-49a4-bbb2-1c5e1cfd444a,1607937510875:134c0ac1-817c-4b8e-a82e-9ff37a4e622c,0,True,EmptyObject,none,none,clear,clear,0,No
99,1607937510875:5eecd1ff-1f7f-4359-a827-4fb4daa19e96,1607937510875:be10e803-e727-4663-b21b-19302da59a66,0,True,EmptyObject,none,none,clear,clear,0,No
109,1607937510874:c24cebfe-77a5-4998-bee8-4324d6f0e290,1607937510874:72b9ea77-9db4-4ab5-a795-c3c3f15c9136,0,True,EmptyObject,none,none,clear,clear,0,No
113,1607937510874:95eae7d7-3410-45c8-ac9c-47b71a316f5a,1607937510874:07bb1ab6-d2e6-4f48-85fc-531de9500886,0,True,EmptyObject,none,none,clear,clear,0,No
116,1607937510874:5f6c1b1c-2268-4cbd-8d95-114fc17ff0ad,1607937510874:25c33235-0e05-4571-b362-ecdb353073cb,0,True,EmptyObject,none,none,clear,clear,0,No
120,1607937510873:ecf289d3-9b96-4ad0-a138-fb9f41fccdaa,1607937510873:a0902ae5-41bb-4054-9f74-c18f7d0002c9,0,True,EmptyObject,none,none,clear,clear,0,No
123,1607937510873:dbdddcee-ef05-4085-a099-634074d13289,1607937510873:bb2d6756-e571-4178-92f4-8c5af53f213a,0,True,EmptyObject,none,none,clear,clear,0,No
130,1607937510873:aa28e748-f78c-4c00-b1d0-71d8f8300e65,1607937510873:95ae45c6-b5d3-442b-a3b2-ef4a05ead0db,0,True,EmptyObject,none,none,clear,clear,0,No
135,1607937510873:72ff0f28-b92e-4fc9-913e-01740c291a26,1607937510873:b55370ee-d7b2-404b-a649-c785e2a5f2a4,0,True,EmptyObject,none,none,clear,clear,0,No
138,1607937510873:6eb96f18-c625-4ce4-91ab-8bd16814c600,1607937510873:0265c96c-66e0-4094-b40e-48942aadecf7,0,True,EmptyObject,none,none,clear,clear,0,No
141,1607937510873:55bbbf06-69da-49b0-a420-f632d9e7b196,1607937510873:75ab81fe-e95d-4dbd-9fbf-3906b5b99203,0,True,EmptyObject,none,none,clear,clear,0,No
145,1607937510873:2ab3efbf-432d-49cc-906f-0e72fae9ba25,1607937510873:42c77091-3e53-40c3-8541-0172c20d4e13,0,True,EmptyObject,none,none,clear,clear,0,No
150,1607937510873:0b19abca-b7d8-4079-b0a0-c491bbca94b4,1607937510873:b9a4f849-424e-4365-9689-3df2881bb1ae,0,True,EmptyObject,none,none,clear,clear,0,No
154,1607937510872:c00cb36f-9550-4bde-9d2f-f0d074f7d385,1607937510872:c2d3bdcb-7b7b-4eba-90db-901200486685,0,True,EmptyObject,none,none,clear,clear,0,No
158,1607937510872:8a1354a2-f115-4f66-b745-6cd6fb0aa819,1607937510872:7b0f30a4-5404-422c-a428-ab19a4e16b29,0,True,EmptyObject,none,none,clear,clear,0,No
160,1607937510872:5da58fa1-e560-465b-97dd-60dc5256c1f0,1607937510872:d4dbe4f8-a79a-432b-a09c-670327e9d940,0,True,EmptyObject,none,none,clear,clear,0,No
162,1607937510872:55abaffc-ece7-4a13-87f0-cf2098fa8add,1607937510872:f3a9c9d5-cfba-4cad-8a3a-42f8afcd1c76,0,True,EmptyObject,none,none,clear,clear,0,No
166,1607937510872:0a31534c-5597-4cff-acda-03a54c373d9b,1607937510872:97abb98b-5a8e-462a-b882-6196acbde63a,0,True,EmptyObject,none,none,clear,clear,0,No
170,1607937510871:c283408c-333f-4728-9e45-af91529ed7e6,1607937510871:92a31058-7418-4e43-aa0f-324cecad3057,0,True,EmptyObject,none,none,clear,clear,0,No
178,1607937510871:6dd44b98-176c-4bc3-b27d-2a12034cdefa,1607937510871:35fff3db-f2d3-4bde-bc3a-349ae0e499be,0,True,EmptyObject,none,none,clear,clear,0,No
182,1607937510871:0cfe36c2-72aa-42b0-8253-4d7a5a5aa5a6,1607937510871:46d13d3d-91ea-468e-a120-3f0d2febb713,0,True,EmptyObject,none,none,clear,clear,0,No
185,1607937510870:dcbbd6fc-edb3-4dc3-bf17-86ccb4284cda,1607937510870:029dac95-e197-4047-b394-24bc8e65063b,0,True,EmptyObject,none,none,clear,clear,0,No
187,1607937510870:cbc979b0-ddd5-4c90-85c4-82f06b0a2ad1,1607937510870:c2c4f6fd-c069-4710-9973-984be8b5efff,0,True,EmptyObject,none,none,clear,clear,0,No
191,1607937510870:8897cdec-2239-438d-b821-8f917a1f0f12,1607937510870:3e97bfe4-49be-4a7b-95c5-f6a1adee2adc,0,True,EmptyObject,none,none,clear,clear,0,No
194,1607937510870:4dee665d-5540-4536-aaf2-3eb2ac85a439,1607937510870:a799887b-1e5d-4dd2-9e1f-bc69b76f3fd1,0,True,EmptyObject,none,none,clear,clear,0,No
198,1607937510870:3b444a31-4250-46de-8f8b-fcc0a33c5eb9,1607937510870:ff4ce2ed-6909-450e-8a68-b94b40e7ed23,0,True,EmptyObject,none,none,clear,clear,0,No
203,1607937510869:be432508-5f65-437f-9171-0f47d43b1901,1607937510869:caba8fe6-8c86-4e89-bfa3-9cd0c1ad47e0,0,True,EmptyObject,none,none,clear,clear,0,No
208,1607937510869:5d17f5a4-f16d-452f-bab1-6e05980de921,1607937510869:dfff674f-552d-40d5-9841-3ca2ed171f46,0,True,EmptyObject,none,none,clear,clear,0,No
213,1607937510869:17b48d87-6e0f-46ba-a6be-eb321fb6250a,1607937510869:03c217b4-9eb4-4ccb-ab19-2131980c12de,0,True,EmptyObject,none,none,clear,clear,0,No
217,1607937510868:e62172d4-a600-4cc7-b6b7-c2ec6247f0bd,1607937510868:c781e507-65e3-4e7c-84f3-95f3ec033332,0,True,EmptyObject,none,none,clear,clear,0,No
221,1607937510868:d1b46ee6-498b-4fb8-9a2c-c87fd8d975d8,1607937510868:14ef4be1-d200-4125-b1f1-54d3f380b3a6,0,True,EmptyObject,none,none,clear,clear,0,No
223,1607937510868:ac81fde5-4508-4fef-b6b5-8f34d6254fc3,1607937510868:f8b44bab-b368-4ab9-a534-6fd57908fb9b,0,True,EmptyObject,none,none,clear,clear,0,No
225,1607937510868:9732dc73-295d-429e-b6ee-d735ad42b490,1607937510868:2acf28da-7d3c-45bf-8b4b-576e10cc6e33,0,True,EmptyObject,none,none,clear,clear,0,No
233,1607937510867:dfb24213-5f75-42c0-b177-9a6aeb042b7c,1607937510867:c311d29b-6a92-497e-81b6-584c47281681,0,True,EmptyObject,none,none,clear,clear,0,No
237,1607937510867:81f508a6-82e1-4053-8fa5-92ecb4255046,1607937510867:cb7d3f92-79b1-4b3a-83ec-328aa7ef12b8,0,True,EmptyObject,none,none,clear,clear,0,No
239,1607937510867:81f508a6-82e1-4053-8fa5-92ecb4255046,1607937510867:a0b7bff1-58be-4c8f-a0fd-cf26e6c45472,0,True,EmptyObject,none,none,clear,clear,0,No
240,1607937510867:81f508a6-82e1-4053-8fa5-92ecb4255046,1607937510867:a0b7bff1-58be-4c8f-a0fd-cf26e6c45472,0,True,EmptyObject,none,none,clear,clear,0,No
241,1607937510867:81f508a6-82e1-4053-8fa5-92ecb4255046,1607937510867:a0b7bff1-58be-4c8f-a0fd-cf26e6c45472,0,True,EmptyObject,none,none,clear,clear,0,No
248,1607937510867:03d241c4-2fb0-456d-ab04-a420259292af,1607937510867:ab982e51-22f1-4dde-91f3-6ed2d9d70760,0,True,EmptyObject,none,none,clear,clear,0,No
251,1607937510866:ccd38d5d-afaf-422b-b707-c21d94fe7f66,1607937510866:51d79953-78e8-4f67-87d6-322cb5d2ec40,0,True,EmptyObject,none,none,clear,clear,0,No
255,1607937510866:b283218c-fd52-4536-be1a-8f9ff1ac1516,1607937510866:7474d4aa-7e50-4b59-a2a5-5351c9824311,0,True,EmptyObject,none,none,clear,clear,0,No
258,1607937510866:a70b340a-9fb6-422a-8173-b2922e846e38,1607937510866:51947f96-22fb-4c35-9fc3-9097225afbd2,0,True,EmptyObject,none,none,clear,clear,0,No
260,1607937510866:80a4298b-1013-4ae8-9822-ce963b728127,1607937510866:7e27a2da-a6fc-4214-85cd-bbc0fa312af2,0,True,EmptyObject,none,none,clear,clear,0,No
270,1607937510865:ca0b88d8-908f-4d89-8cde-122cfda2af4f,1607937510865:1e207299-d42d-4574-9e82-f52b08b071f9,0,True,EmptyObject,none,none,clear,clear,0,No
274,1607937510865:917938b8-ea72-4ae4-b301-c428a6b580df,1607937510865:58e9005f-6edb-4eaf-852a-b84b766c2bf3,0,True,EmptyObject,none,none,clear,clear,0,No
276,1607937510865:8a0d8c54-5b96-44dc-862f-6c47d1cc1de6,1607937510865:e84fefd4-f8da-4670-8ffe-f464332608a2,0,True,EmptyObject,none,none,clear,clear,0,No
282,1607937510864:f7b63a98-aa9d-4a2f-87a3-1dc1f60936ed,1607937510864:3d4e6d3f-954b-4afc-b43c-3488a899f2aa,0,True,EmptyObject,none,none,clear,clear,0,No
288,1607937510864:bfdb4095-ea79-4dd1-83ec-819ef99107be,1607937510864:5fbac01e-724d-4a11-bf73-e4e3a04eeb66,0,True,EmptyObject,none,none,clear,clear,0,No
292,1607937510864:6ddfa3a2-43fe-4a11-88ee-ecaa6519fa64,1607937510864:d5bb79cb-8225-4891-a389-be1843c2fe08,0,True,EmptyObject,none,none,clear,clear,0,No
300,1607937510863:b74d7c57-a639-44d0-a2ba-1cb448581f71,1607937510863:246ac17d-e70e-4b2b-a9cc-b0f53efef996,0,True,EmptyObject,none,none,clear,clear,0,No
305,1607937510863:11365d0a-8b16-4a46-b106-27d13ef359b1,1607937510863:f1483e3e-e847-4940-a5f2-f86317adabf7,0,True,EmptyObject,none,none,clear,clear,0,No
307,1607937510862:fe8b66e1-de1b-4979-a2bc-68051dc2af3a,1607937510862:ea2022d0-b9db-464a-a01f-7c4d84479027,0,True,EmptyObject,none,none,clear,clear,0,No
312,1607937510862:6cb608ce-8805-4764-8e10-603f164447a7,1607937510862:e59354e3-43e3-4304-b863-6df92ca4c7d5,0,True,EmptyObject,none,none,clear,clear,0,No
319,1607937510862:0342625b-1db7-4dde-99a9-ce21a4126d02,1607937510862:a15ab943-2450-4f4b-899b-496845bdc7e8,0,True,EmptyObject,none,none,clear,clear,0,No
328,1607937510861:7b61bd59-4cb2-47d4-aa28-598b1a0d15ac,1607937510861:a2b0df3e-2511-43ee-b4b5-5dad32fda53c,0,True,EmptyObject,none,none,clear,clear,0,No
334,1607937510860:f76fe524-496b-4926-a551-e86022ecfae4,1607937510860:8e3eb6ea-1046-43e7-91a8-207d2f7b58b8,0,True,EmptyObject,none,none,clear,clear,0,No
336,1607937510860:f73886b3-de2a-4ca5-b693-9c85c9a74c72,1607937510860:1db25730-9316-4d67-a5f0-b0826908744d,0,True,EmptyObject,none,none,clear,clear,0,No
339,1607937510860:931db15f-addd-4674-80ec-9f7b099ad90d,1607937510860:3cddff85-b318-432c-b788-f47baeebe0b6,0,True,EmptyObject,none,none,clear,clear,0,No
341,1607937510860:87cc3dcc-1031-42af-88aa-a936028e22e2,1607937510860:de20cd75-d64c-4653-a380-fccd71507668,0,True,EmptyObject,none,none,clear,clear,0,No
