,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,calledMethod,size_p,diff
2347,1607884350651:3239ca5c-2b5c-4244-8f07-d333b21d729c,1607884350651:39c97fae-fee8-47e9-bf68-882d84f5930b,0,True,EmptyObject,none,none,clear,clear,0,No
2348,1607884350651:3239ca5c-2b5c-4244-8f07-d333b21d729c,1607884350651:39c97fae-fee8-47e9-bf68-882d84f5930b,0,True,EmptyObject,class java.lang.String,none,none,push,0,Yes
2349,1607884350651:3239ca5c-2b5c-4244-8f07-d333b21d729c,1607884350651:39c97fae-fee8-47e9-bf68-882d84f5930b,0,True,EmptyObject,none,none,clear,clear,0,No
2350,1607884350651:3239ca5c-2b5c-4244-8f07-d333b21d729c,1607884350651:39c97fae-fee8-47e9-bf68-882d84f5930b,0,True,EmptyObject,none,none,clear,clear,0,No
2351,1607884350651:3239ca5c-2b5c-4244-8f07-d333b21d729c,1607884350651:39c97fae-fee8-47e9-bf68-882d84f5930b,0,True,EmptyObject,none,none,clear,clear,0,No
2353,1607884350651:1b0f0eb5-32da-4973-aae7-fff0832bc09e,1607884350651:cfe6175f-2809-42fc-86a2-f34c054a786f,0,True,EmptyObject,class java.lang.String,none,none,push,0,Yes
2354,1607884350651:1b0f0eb5-32da-4973-aae7-fff0832bc09e,1607884350651:cfe6175f-2809-42fc-86a2-f34c054a786f,0,True,EmptyObject,none,EmptyObject,none,pop,0,No
2356,1607884350651:1b0f0eb5-32da-4973-aae7-fff0832bc09e,1607884350651:4020e93c-0d37-4ba5-8236-318bc4564ffa,0,True,EmptyObject,class java.lang.String,none,none,push,0,Yes
2358,1607884350650:b5cf0181-cc37-4b38-9048-0b69b816a874,1607884350650:ad9463f9-4e3c-4eea-9c2a-086578f8eb5f,0,True,EmptyObject,class java.lang.String,none,none,push,0,Yes
2359,1607884350650:b5cf0181-cc37-4b38-9048-0b69b816a874,1607884350650:ad9463f9-4e3c-4eea-9c2a-086578f8eb5f,0,True,EmptyObject,none,EmptyObject,none,pop,0,No
2361,1607884350650:b12d9921-5a9c-46c7-8d8a-0c281bd328ff,1607884350650:3ebb0c06-9369-4046-ad64-8c039031d26d,0,True,EmptyObject,class java.lang.String,none,none,push,0,Yes
2362,1607884350650:b12d9921-5a9c-46c7-8d8a-0c281bd328ff,1607884350650:3ebb0c06-9369-4046-ad64-8c039031d26d,0,True,EmptyObject,none,EmptyObject,none,pop,0,No
2364,1607884350650:4be0cb7c-b7c4-4a4c-bc6a-5f1d82afbcee,1607884350650:aed8ac09-563f-40f8-8ddc-27547ebff5fc,0,True,EmptyObject,class java.lang.String,none,none,push,0,Yes
