,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,calledMethod,size_p,diff
53,1607900359189:828f83db-2c4d-4823-bbf1-965e98b775d2,1607900359189:4a95be71-349c-49e8-a5f4-22b7d37c5c5a,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
54,1607900359189:828f83db-2c4d-4823-bbf1-965e98b775d2,1607900359189:4a95be71-349c-49e8-a5f4-22b7d37c5c5a,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
56,1607900359189:2d3d72a1-659e-41cf-8056-a652519f60c0,1607900359189:fca0eee1-8214-4156-aabc-12ecb1638814,0,True,EmptyObject,none,none,clear,clear,0,No
57,1607900359189:2d3d72a1-659e-41cf-8056-a652519f60c0,1607900359189:fca0eee1-8214-4156-aabc-12ecb1638814,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
58,1607900359189:2d3d72a1-659e-41cf-8056-a652519f60c0,1607900359189:fca0eee1-8214-4156-aabc-12ecb1638814,1,True,class java.lang.String,none,none,clear,clear,1,Yes
59,1607900359189:2d3d72a1-659e-41cf-8056-a652519f60c0,1607900359189:fca0eee1-8214-4156-aabc-12ecb1638814,1,True,class java.lang.String,none,none,clear,clear,1,Yes
60,1607900359189:2d3d72a1-659e-41cf-8056-a652519f60c0,1607900359189:fca0eee1-8214-4156-aabc-12ecb1638814,1,True,class java.lang.String,none,none,clear,clear,1,Yes
62,1607900359189:2d3d72a1-659e-41cf-8056-a652519f60c0,1607900359189:a5c6a345-d0b7-44b3-901d-54663c49b4b5,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
63,1607900359189:2d3d72a1-659e-41cf-8056-a652519f60c0,1607900359189:a5c6a345-d0b7-44b3-901d-54663c49b4b5,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
65,1607900359188:9935d1b4-9bb9-423a-80e5-8e750411b6eb,1607900359189:87a1218f-13a3-44d2-af48-ddac921754cd,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
66,1607900359188:9935d1b4-9bb9-423a-80e5-8e750411b6eb,1607900359189:87a1218f-13a3-44d2-af48-ddac921754cd,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
68,1607900359188:9935d1b4-9bb9-423a-80e5-8e750411b6eb,1607900359188:547c3960-477f-4d25-956b-71660b2c05ef,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
70,1607900359188:4ca5c437-e944-49ef-a671-9518830fd013,1607900359188:73969318-2c7a-40ce-bec0-b3b675d53914,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
71,1607900359188:4ca5c437-e944-49ef-a671-9518830fd013,1607900359188:73969318-2c7a-40ce-bec0-b3b675d53914,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
74,1607900359188:4ca5c437-e944-49ef-a671-9518830fd013,1607900359188:53a7aa51-ec68-4d4e-a59c-b8450f1e71c1,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
76,1607900359188:2f592298-d98f-4938-af5c-84f83174fcc7,1607900359188:fd33f96f-1c36-47c6-b7db-46c6d32fee06,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
77,1607900359188:2f592298-d98f-4938-af5c-84f83174fcc7,1607900359188:fd33f96f-1c36-47c6-b7db-46c6d32fee06,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
79,1607900359188:16b4afce-392a-4e7d-9af1-c7a146b60c11,1607900359188:b46975b2-727e-4b52-abfd-7748261c8167,0,True,EmptyObject,none,none,clear,clear,0,No
80,1607900359188:16b4afce-392a-4e7d-9af1-c7a146b60c11,1607900359188:b46975b2-727e-4b52-abfd-7748261c8167,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
81,1607900359188:16b4afce-392a-4e7d-9af1-c7a146b60c11,1607900359188:b46975b2-727e-4b52-abfd-7748261c8167,1,True,class java.lang.String,none,none,clear,clear,1,Yes
82,1607900359188:16b4afce-392a-4e7d-9af1-c7a146b60c11,1607900359188:b46975b2-727e-4b52-abfd-7748261c8167,1,True,class java.lang.String,none,none,clear,clear,1,Yes
83,1607900359188:16b4afce-392a-4e7d-9af1-c7a146b60c11,1607900359188:b46975b2-727e-4b52-abfd-7748261c8167,1,True,class java.lang.String,none,none,clear,clear,1,Yes
85,1607900359188:16b4afce-392a-4e7d-9af1-c7a146b60c11,1607900359188:6bb97269-d66a-4359-9c99-176ec717149c,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
86,1607900359188:16b4afce-392a-4e7d-9af1-c7a146b60c11,1607900359188:6bb97269-d66a-4359-9c99-176ec717149c,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
88,1607900359188:13aa2db3-a544-453f-9e30-4ec51d23cabc,1607900359188:f1885bbd-a77b-408e-9dab-7b75a212f73c,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
89,1607900359188:13aa2db3-a544-453f-9e30-4ec51d23cabc,1607900359188:f1885bbd-a77b-408e-9dab-7b75a212f73c,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
91,1607900359187:fbcdc80d-0e75-4b88-86c9-f0cdd898fad8,1607900359188:a412069f-0998-429c-86c4-1daeba973997,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
92,1607900359187:fbcdc80d-0e75-4b88-86c9-f0cdd898fad8,1607900359188:a412069f-0998-429c-86c4-1daeba973997,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
94,1607900359187:fbcdc80d-0e75-4b88-86c9-f0cdd898fad8,1607900359188:6fab4865-041d-4142-93b8-a8afd0064d3f,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
97,1607900359187:d94d6e2c-f735-48a8-90a9-fc55b95e70f7,1607900359187:dfc556d7-55db-4071-bb57-50f71bd227fc,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
98,1607900359187:d94d6e2c-f735-48a8-90a9-fc55b95e70f7,1607900359187:dfc556d7-55db-4071-bb57-50f71bd227fc,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
100,1607900359187:d94d6e2c-f735-48a8-90a9-fc55b95e70f7,1607900359187:cd3ab0bf-d639-4e6a-97f1-107eb85ef98c,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
101,1607900359187:d94d6e2c-f735-48a8-90a9-fc55b95e70f7,1607900359187:cd3ab0bf-d639-4e6a-97f1-107eb85ef98c,2,True,class java.lang.String,class java.lang.String,none,none,push,1,Yes
103,1607900359187:5025667f-c75b-4f0c-a5b9-541120fc44b5,1607900359187:e3c188a9-b848-42a2-bf3e-210dd5614edb,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
105,1607900359187:5025667f-c75b-4f0c-a5b9-541120fc44b5,1607900359187:84927908-54ee-4d91-ab8f-acac87b78a16,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
106,1607900359187:5025667f-c75b-4f0c-a5b9-541120fc44b5,1607900359187:84927908-54ee-4d91-ab8f-acac87b78a16,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
108,1607900359187:27846203-902c-4b31-b18f-afa19b50f603,1607900359187:5acdbc9c-1e30-4c33-84f4-ba5959e1b8be,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
110,1607900359187:27846203-902c-4b31-b18f-afa19b50f603,1607900359187:1aeb3830-cad2-4baf-99b7-2d1edb187f50,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
111,1607900359187:27846203-902c-4b31-b18f-afa19b50f603,1607900359187:1aeb3830-cad2-4baf-99b7-2d1edb187f50,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
113,1607900359186:28dcc346-a304-4953-8ec3-bae26f172d3a,1607900359186:d329c8e8-09da-4cfe-b4ef-bcb3bbf781d3,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
114,1607900359186:28dcc346-a304-4953-8ec3-bae26f172d3a,1607900359186:d329c8e8-09da-4cfe-b4ef-bcb3bbf781d3,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
117,1607900359185:c5982b34-8c10-442f-ac49-df185d940d67,1607900359185:7b394239-7414-4e3f-be5d-57300a419be8,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
119,1607900359185:c5982b34-8c10-442f-ac49-df185d940d67,1607900359185:653c6903-054b-4c5a-b474-d6dbab6e66de,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
120,1607900359185:c5982b34-8c10-442f-ac49-df185d940d67,1607900359185:653c6903-054b-4c5a-b474-d6dbab6e66de,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
122,1607900359185:aa6bf305-4e20-4669-a4bd-fb88013f866f,1607900359185:6e27e5c9-6df8-4da1-a0a6-2f973fba1114,0,True,EmptyObject,none,none,clear,clear,0,No
123,1607900359185:aa6bf305-4e20-4669-a4bd-fb88013f866f,1607900359185:6e27e5c9-6df8-4da1-a0a6-2f973fba1114,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
124,1607900359185:aa6bf305-4e20-4669-a4bd-fb88013f866f,1607900359185:6e27e5c9-6df8-4da1-a0a6-2f973fba1114,1,True,class java.lang.String,none,none,clear,clear,1,Yes
125,1607900359185:aa6bf305-4e20-4669-a4bd-fb88013f866f,1607900359185:6e27e5c9-6df8-4da1-a0a6-2f973fba1114,1,True,class java.lang.String,none,none,clear,clear,1,Yes
126,1607900359185:aa6bf305-4e20-4669-a4bd-fb88013f866f,1607900359185:6e27e5c9-6df8-4da1-a0a6-2f973fba1114,1,True,class java.lang.String,none,none,clear,clear,1,Yes
128,1607900359185:aa6bf305-4e20-4669-a4bd-fb88013f866f,1607900359185:10b70bde-a1dc-44c0-a24d-605bd2060d31,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
129,1607900359185:aa6bf305-4e20-4669-a4bd-fb88013f866f,1607900359185:10b70bde-a1dc-44c0-a24d-605bd2060d31,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
131,1607900359185:497acbb2-4fb6-48a6-a840-b5ae6d8d3321,1607900359185:fd7dc087-1d5f-44a4-8c80-dbfba7f6c6ae,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
132,1607900359185:497acbb2-4fb6-48a6-a840-b5ae6d8d3321,1607900359185:fd7dc087-1d5f-44a4-8c80-dbfba7f6c6ae,2,True,class java.lang.String,class java.lang.String,none,none,push,1,Yes
134,1607900359185:497acbb2-4fb6-48a6-a840-b5ae6d8d3321,1607900359185:dda58265-2778-4f37-a1cf-8676ecf8a133,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
135,1607900359185:497acbb2-4fb6-48a6-a840-b5ae6d8d3321,1607900359185:dda58265-2778-4f37-a1cf-8676ecf8a133,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
137,1607900359185:287e20d5-0402-4dd2-9a7e-873b0d990cf1,1607900359185:d3e8331f-e8e9-4218-9755-63b12a060334,0,True,EmptyObject,none,none,clear,clear,0,No
138,1607900359185:287e20d5-0402-4dd2-9a7e-873b0d990cf1,1607900359185:d3e8331f-e8e9-4218-9755-63b12a060334,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
139,1607900359185:287e20d5-0402-4dd2-9a7e-873b0d990cf1,1607900359185:d3e8331f-e8e9-4218-9755-63b12a060334,1,True,class java.lang.String,none,none,clear,clear,1,Yes
140,1607900359185:287e20d5-0402-4dd2-9a7e-873b0d990cf1,1607900359185:d3e8331f-e8e9-4218-9755-63b12a060334,1,True,class java.lang.String,none,none,clear,clear,1,Yes
141,1607900359185:287e20d5-0402-4dd2-9a7e-873b0d990cf1,1607900359185:d3e8331f-e8e9-4218-9755-63b12a060334,1,True,class java.lang.String,none,none,clear,clear,1,Yes
143,1607900359185:287e20d5-0402-4dd2-9a7e-873b0d990cf1,1607900359185:0d21d415-523f-4af5-9299-19d21aef02ce,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
144,1607900359185:287e20d5-0402-4dd2-9a7e-873b0d990cf1,1607900359185:0d21d415-523f-4af5-9299-19d21aef02ce,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
146,1607900359184:ec0946e0-5c3b-4697-958b-1bb83c1b6278,1607900359184:6dada2fa-3469-4dd7-9449-2047a1cb4cd7,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
147,1607900359184:ec0946e0-5c3b-4697-958b-1bb83c1b6278,1607900359184:6dada2fa-3469-4dd7-9449-2047a1cb4cd7,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
149,1607900359184:958c9f20-6cf9-4b4e-bd73-12f582e36345,1607900359184:cd228ba3-2fdf-4ce1-b7fe-a065fca4b044,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
150,1607900359184:958c9f20-6cf9-4b4e-bd73-12f582e36345,1607900359184:cd228ba3-2fdf-4ce1-b7fe-a065fca4b044,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
152,1607900359184:958c9f20-6cf9-4b4e-bd73-12f582e36345,1607900359184:8ef02579-268a-4a57-90f7-622a4d7ff06c,0,True,EmptyObject,none,none,clear,clear,0,No
153,1607900359184:958c9f20-6cf9-4b4e-bd73-12f582e36345,1607900359184:8ef02579-268a-4a57-90f7-622a4d7ff06c,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
154,1607900359184:958c9f20-6cf9-4b4e-bd73-12f582e36345,1607900359184:8ef02579-268a-4a57-90f7-622a4d7ff06c,1,True,class java.lang.String,none,none,clear,clear,1,Yes
155,1607900359184:958c9f20-6cf9-4b4e-bd73-12f582e36345,1607900359184:8ef02579-268a-4a57-90f7-622a4d7ff06c,1,True,class java.lang.String,none,none,clear,clear,1,Yes
156,1607900359184:958c9f20-6cf9-4b4e-bd73-12f582e36345,1607900359184:8ef02579-268a-4a57-90f7-622a4d7ff06c,1,True,class java.lang.String,none,none,clear,clear,1,Yes
158,1607900359184:8064418b-f593-4454-b608-00f7833f7eb6,1607900359184:f7bc9698-b794-42dd-972e-24191c4e33b5,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
159,1607900359184:8064418b-f593-4454-b608-00f7833f7eb6,1607900359184:f7bc9698-b794-42dd-972e-24191c4e33b5,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
161,1607900359184:2fd7397e-fdfb-49ee-9c18-57140dae7770,1607900359184:a315ffcc-d14d-4737-b84a-db7553d9a020,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
162,1607900359184:2fd7397e-fdfb-49ee-9c18-57140dae7770,1607900359184:a315ffcc-d14d-4737-b84a-db7553d9a020,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
164,1607900359184:2fd7397e-fdfb-49ee-9c18-57140dae7770,1607900359184:3a6293c6-e59d-4bdb-9b54-6bf5059da82a,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
165,1607900359184:2fd7397e-fdfb-49ee-9c18-57140dae7770,1607900359184:3a6293c6-e59d-4bdb-9b54-6bf5059da82a,2,True,class java.lang.String,class java.lang.String,none,none,push,1,Yes
168,1607900359184:0a66d672-7f67-4b1b-82e0-5a45409ba171,1607900359184:56a9a540-5dfd-437a-9d3f-29e982386667,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
169,1607900359184:0a66d672-7f67-4b1b-82e0-5a45409ba171,1607900359184:56a9a540-5dfd-437a-9d3f-29e982386667,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
171,1607900359184:0a66d672-7f67-4b1b-82e0-5a45409ba171,1607900359184:30166744-5a06-418d-967f-dc4ed4bd7128,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
173,1607900359183:fcec5e6c-55f1-4976-917b-4335c5c8bf28,1607900359183:77f70ef6-1c71-4758-a721-49bae46d05a7,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
174,1607900359183:fcec5e6c-55f1-4976-917b-4335c5c8bf28,1607900359183:77f70ef6-1c71-4758-a721-49bae46d05a7,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
176,1607900359183:f9d56ac6-e1a8-4172-8174-cf52a964f528,1607900359183:4f6161fd-e552-4a20-812f-abf9a3b5e581,0,True,EmptyObject,none,none,clear,clear,0,No
177,1607900359183:f9d56ac6-e1a8-4172-8174-cf52a964f528,1607900359183:4f6161fd-e552-4a20-812f-abf9a3b5e581,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
178,1607900359183:f9d56ac6-e1a8-4172-8174-cf52a964f528,1607900359183:4f6161fd-e552-4a20-812f-abf9a3b5e581,1,True,class java.lang.String,none,none,clear,clear,1,Yes
180,1607900359183:f9d56ac6-e1a8-4172-8174-cf52a964f528,1607900359183:15748fc5-b362-4953-bc05-78c27bbcb64b,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
181,1607900359183:f9d56ac6-e1a8-4172-8174-cf52a964f528,1607900359183:15748fc5-b362-4953-bc05-78c27bbcb64b,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
183,1607900359183:bb3c8ab2-cd05-4a4c-82dc-fb317d056343,1607900359183:64043f2c-1401-406f-96cc-3b339c538853,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
184,1607900359183:bb3c8ab2-cd05-4a4c-82dc-fb317d056343,1607900359183:64043f2c-1401-406f-96cc-3b339c538853,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
186,1607900359183:64749a7a-8ed5-4061-94bd-3ce28630efe6,1607900359183:2b4e9d33-34cb-4309-a358-7a8f7fa494ad,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
187,1607900359183:64749a7a-8ed5-4061-94bd-3ce28630efe6,1607900359183:2b4e9d33-34cb-4309-a358-7a8f7fa494ad,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
189,1607900359183:64749a7a-8ed5-4061-94bd-3ce28630efe6,1607900359183:1aa15bc6-d36d-4aa1-a0de-f9a3436cd8ec,0,True,EmptyObject,none,none,clear,clear,0,No
190,1607900359183:64749a7a-8ed5-4061-94bd-3ce28630efe6,1607900359183:1aa15bc6-d36d-4aa1-a0de-f9a3436cd8ec,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
191,1607900359183:64749a7a-8ed5-4061-94bd-3ce28630efe6,1607900359183:1aa15bc6-d36d-4aa1-a0de-f9a3436cd8ec,1,True,class java.lang.String,none,none,clear,clear,1,Yes
192,1607900359183:64749a7a-8ed5-4061-94bd-3ce28630efe6,1607900359183:1aa15bc6-d36d-4aa1-a0de-f9a3436cd8ec,1,True,class java.lang.String,none,none,clear,clear,1,Yes
193,1607900359183:64749a7a-8ed5-4061-94bd-3ce28630efe6,1607900359183:1aa15bc6-d36d-4aa1-a0de-f9a3436cd8ec,1,True,class java.lang.String,none,none,clear,clear,1,Yes
195,1607900359183:2915471f-c219-4007-a923-034ede13d9d3,1607900359183:e6d64f46-0513-4136-9956-973e7d77f42e,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
196,1607900359183:2915471f-c219-4007-a923-034ede13d9d3,1607900359183:e6d64f46-0513-4136-9956-973e7d77f42e,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
198,1607900359182:b805061d-a91d-43ca-ae27-fd60ca79315a,1607900359182:5fb812a3-cadf-4e87-b8d2-1e7b7e4d67db,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
199,1607900359182:b805061d-a91d-43ca-ae27-fd60ca79315a,1607900359182:5fb812a3-cadf-4e87-b8d2-1e7b7e4d67db,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
201,1607900359182:8fc741c9-e11f-4354-9dd0-fe9988ab8945,1607900359182:691b734a-cbd0-4474-b989-9c0ac08c1e75,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
202,1607900359182:8fc741c9-e11f-4354-9dd0-fe9988ab8945,1607900359182:691b734a-cbd0-4474-b989-9c0ac08c1e75,1,True,class java.lang.String,none,class java.lang.String,none,pop,1,Yes
204,1607900359182:8fc741c9-e11f-4354-9dd0-fe9988ab8945,1607900359182:0343e92d-aecf-4209-9186-f6d814dd6e44,1,True,class java.lang.String,class java.lang.String,none,none,push,0,Yes
