,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff
1,1607938043785:cc7cbd83-0d2c-4f64-9c8b-de78e4ac2f12,1607938043785:fed09aa7-a998-4172-b92a-590861f92b64,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
4,1607938043785:834100ee-757b-47ca-81bd-990072f6f11d,1607938043785:cb4a8ed2-12f0-4410-bdcf-d5dd18d748bd,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
7,1607938043785:59f1a767-e53a-4e3a-aff7-1bcecfa20aa5,1607938043785:adf71741-05ad-4907-937f-990b95380db5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
11,1607938043785:59f1a767-e53a-4e3a-aff7-1bcecfa20aa5,1607938043785:44cc59bb-266d-4365-ba53-950fb8773e4f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
16,1607938043785:085fac16-14ab-45e8-831e-c15a7b9f3706,1607938043785:7028c837-2bcf-4e99-8fb8-e4ee0afd0487,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
20,1607938043784:cb089ad2-0848-458d-89a9-6a701c89d472,1607938043784:6123b83a-06d9-44a3-8a16-59157bced4e1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
25,1607938043784:cb089ad2-0848-458d-89a9-6a701c89d472,1607938043784:48063e58-fea9-4f19-8648-2d35bd623cac,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
28,1607938043784:b3b179fe-1ec0-455e-a980-f174242e3fe9,1607938043784:b94afb0a-f854-421f-a8ca-f9956723f8d4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
31,1607938043784:ae7d8e3c-a3ec-45b6-9def-36144488c147,1607938043784:f901b00e-8522-4c7f-ba67-196db80cbbd6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
32,1607938043784:ae7d8e3c-a3ec-45b6-9def-36144488c147,1607938043784:f901b00e-8522-4c7f-ba67-196db80cbbd6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
33,1607938043784:ae7d8e3c-a3ec-45b6-9def-36144488c147,1607938043784:f901b00e-8522-4c7f-ba67-196db80cbbd6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
35,1607938043784:ae7d8e3c-a3ec-45b6-9def-36144488c147,1607938043784:60f18d46-6d6c-4a12-8bbb-29f25db38645,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
38,1607938043784:8a95b7e2-9a82-4035-ad89-afa6cb21275a,1607938043784:c2dc56b6-4366-416b-bca1-321228222141,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
40,1607938043784:8a95b7e2-9a82-4035-ad89-afa6cb21275a,1607938043784:5fc0296e-e6c6-4fe2-88fa-449ced795939,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
43,1607938043784:74429444-c913-4944-a087-4c94ae461bc7,1607938043784:e8e15cbe-cebe-4096-8e43-a98af7514851,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
46,1607938043784:74429444-c913-4944-a087-4c94ae461bc7,1607938043784:97eb6f13-7bbe-4f22-b086-f2b18eab1080,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
47,1607938043784:74429444-c913-4944-a087-4c94ae461bc7,1607938043784:97eb6f13-7bbe-4f22-b086-f2b18eab1080,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
49,1607938043783:db3c2216-f09f-403e-ae1f-595c5dbe5062,1607938043783:e4450a62-382b-4ae6-ae6f-b96fcd349596,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
53,1607938043783:db3c2216-f09f-403e-ae1f-595c5dbe5062,1607938043783:024dc962-f154-4179-8096-59b2be942dfb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
58,1607938043783:ae3d05c8-f702-4af8-a7e3-f8980371cfa9,1607938043783:ebe18cf8-f465-4c54-b698-d1cd2f0a9352,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
61,1607938043783:6c6b7b53-0ee0-4d23-9b6b-71d72dbc19fe,1607938043783:ca5992a2-f293-45e0-871f-5d70dd513664,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
63,1607938043783:6c6b7b53-0ee0-4d23-9b6b-71d72dbc19fe,1607938043783:3e417393-4355-43b6-8ca5-419b8cffb95d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
67,1607938043783:520dbadb-b0f5-4551-8e6e-03fdc846d923,1607938043783:1f81ca39-3a3a-4bc4-a7ac-a7b91e7a8e13,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
70,1607938043782:d60f41eb-3a80-46e8-9243-f93e5c3cf677,1607938043782:f6e0c9a8-1aaf-4a60-9d76-b09ef1864248,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
73,1607938043782:d60f41eb-3a80-46e8-9243-f93e5c3cf677,1607938043782:34d59dfe-0661-4721-a559-fb084b815917,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
74,1607938043782:d60f41eb-3a80-46e8-9243-f93e5c3cf677,1607938043782:34d59dfe-0661-4721-a559-fb084b815917,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
76,1607938043782:d1c0d21f-08a4-4482-9d3d-5f81562f7f8c,1607938043782:e415f3c0-f92c-421d-a22b-03b0bb24d132,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
79,1607938043782:c9cbca1c-7814-418f-bee6-de68c5d78556,1607938043782:fe62d189-029e-43b9-bff4-061016eb427b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
82,1607938043782:c9cbca1c-7814-418f-bee6-de68c5d78556,1607938043782:dac4f54b-f6cd-4765-a764-cad5431fa8a5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
85,1607938043782:8b893814-0a46-48e5-a03f-0ec22485fee0,1607938043782:58384e99-6a71-4f8c-abf4-f246cfa38680,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
87,1607938043782:8b893814-0a46-48e5-a03f-0ec22485fee0,1607938043782:2ac8f2e6-2668-43d6-9b29-1204d2c96b78,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
90,1607938043782:809d193f-b198-446b-91aa-77c30e5978a3,1607938043782:cd395ccf-fe6d-4b37-8d7e-7c7296873ecc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
93,1607938043782:809d193f-b198-446b-91aa-77c30e5978a3,1607938043782:78b49d36-743b-4dae-a382-18eace15a38f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
96,1607938043782:60947200-44fa-4dc0-a952-1d1b971feab0,1607938043782:bda78178-036c-4e8e-8597-af8c44fa685c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
99,1607938043782:60947200-44fa-4dc0-a952-1d1b971feab0,1607938043782:0d850c33-320a-42b1-9463-cdc752bec630,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
101,1607938043782:219f4af8-b71c-4a17-bdd9-bce43607e6e5,1607938043782:63d383a7-a991-4123-978b-b7f4fee7b3e7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
105,1607938043782:219f4af8-b71c-4a17-bdd9-bce43607e6e5,1607938043782:0ed79c93-c48d-4d10-9d48-a1785f5aedad,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
110,1607938043782:187f9539-d2c5-4daf-a6ea-54222298425b,1607938043782:59cd1c3c-b9fd-4aa1-830f-268cfc7953a4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
113,1607938043781:ef16cd31-e7ca-4919-9de9-3f54b77b1188,1607938043781:ef2d1c7c-3936-421b-b360-919ac18f86e6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
114,1607938043781:ef16cd31-e7ca-4919-9de9-3f54b77b1188,1607938043781:ef2d1c7c-3936-421b-b360-919ac18f86e6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
116,1607938043781:ef16cd31-e7ca-4919-9de9-3f54b77b1188,1607938043781:469004ed-1552-41b3-ab30-0f6b7a8235d6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
119,1607938043781:64053d6a-5ef3-4301-a153-0c63aa5e9b96,1607938043781:e179565a-ae98-48fc-ac56-6eb41b4d2165,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
122,1607938043781:64053d6a-5ef3-4301-a153-0c63aa5e9b96,1607938043781:68b641ef-d179-413f-9a03-68713d6adf98,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
125,1607938043781:4a21eed4-392f-43d3-9c1d-b26538cd120e,1607938043781:6dfe8f2b-5f38-4c56-83c9-496a7ffbed5c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
129,1607938043780:e27ee0ef-33b7-417c-97a0-463278b6db5b,1607938043780:e393924f-45c5-4e13-8583-25f7bdffcc75,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
134,1607938043780:e27ee0ef-33b7-417c-97a0-463278b6db5b,1607938043780:5a43f27b-cfc1-4f23-9d55-e9981dd6e5d4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
137,1607938043780:915ac110-d66f-47eb-84fb-3bb1204a78b2,1607938043780:0469be7c-657e-4c7f-925a-6fe833168440,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
141,1607938043780:7e29abc9-5b11-46c2-8ab8-90915b82a344,1607938043780:e3750c64-7167-4f15-9bcc-5a7ab5086740,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
144,1607938043780:7e29abc9-5b11-46c2-8ab8-90915b82a344,1607938043780:86fffdf8-4b20-417d-9b3d-08590a301572,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
147,1607938043780:76df2a9c-8ab4-4002-bdb3-35cc7fa335e8,1607938043780:bdd33b42-08db-4e45-9dfa-41254de43dc5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
150,1607938043780:76df2a9c-8ab4-4002-bdb3-35cc7fa335e8,1607938043780:5ee57ffd-450d-4d40-a0b7-a10b4054df0d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
153,1607938043780:4a472030-2d1a-40b6-af73-b0120b85d071,1607938043780:c57268f9-108d-44e9-8228-9668927dc8ac,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
157,1607938043780:4a472030-2d1a-40b6-af73-b0120b85d071,1607938043780:61b22207-7023-40d4-934b-07f3a37283b3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
162,1607938043780:461c8bac-ded2-4ee6-ac02-d35407d62380,1607938043780:de595431-9e1a-429f-8a42-6567815493d1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
166,1607938043780:461c8bac-ded2-4ee6-ac02-d35407d62380,1607938043780:1026201e-2269-4cdf-ab23-aff959c247fb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
171,1607938043780:4224f997-4ff1-4512-8fbb-98ef4087c66a,1607938043780:d0cf0646-4ab2-4c10-803a-206b38f135e9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
174,1607938043780:3538a68b-37fa-4279-a69e-7c40f4117812,1607938043780:dbead28a-205f-4284-9baa-8098a93eb1b2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
175,1607938043780:3538a68b-37fa-4279-a69e-7c40f4117812,1607938043780:dbead28a-205f-4284-9baa-8098a93eb1b2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
177,1607938043780:3538a68b-37fa-4279-a69e-7c40f4117812,1607938043780:c76bda7e-3c5b-44c5-9b26-54d54ee2fa31,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
180,1607938043779:fea067e3-db8f-4643-ad61-4f5a8774d5ff,1607938043779:98abe9a4-b2bc-43d4-a895-98d87d4244d1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
181,1607938043779:fea067e3-db8f-4643-ad61-4f5a8774d5ff,1607938043779:98abe9a4-b2bc-43d4-a895-98d87d4244d1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
182,1607938043779:fea067e3-db8f-4643-ad61-4f5a8774d5ff,1607938043779:98abe9a4-b2bc-43d4-a895-98d87d4244d1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
185,1607938043779:fea067e3-db8f-4643-ad61-4f5a8774d5ff,1607938043779:572b5215-13fc-4db4-8bfa-3236b5c4eec6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
188,1607938043779:f21c1d86-20e9-44b9-85ec-6e18f9494e0f,1607938043779:4c309598-7f05-4c43-a15b-35ebc9907159,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
191,1607938043779:cf5f7ffa-4bd7-4abc-87e9-bc45ddea9565,1607938043779:e45d8a12-ef9e-446c-895b-66dc189bc39a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
194,1607938043779:8d32653d-7e42-42fd-8e05-a5412f0b25ff,1607938043779:7a94701b-47e9-48d7-a411-c9351c1f92c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
