,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff
1,1607900029652:fbc25b04-2ad1-4d3d-ba48-0a5f87391a40,1607900029652:3ed7efa6-98a9-4031-9ff5-10f5e4189364,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
2,1607900029652:fbc25b04-2ad1-4d3d-ba48-0a5f87391a40,1607900029652:3ed7efa6-98a9-4031-9ff5-10f5e4189364,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
4,1607900029651:8fa92292-3893-4449-b7e1-885273cf23bb,1607900029651:4e1d9d13-5e2c-4a74-bcd7-e9fa78156cee,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
5,1607900029651:8fa92292-3893-4449-b7e1-885273cf23bb,1607900029651:4e1d9d13-5e2c-4a74-bcd7-e9fa78156cee,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
7,1607900029651:68bf2657-c730-4f28-a072-c95b8a645824,1607900029651:ee8a65e5-2040-4fd9-b138-cd0551a78905,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
8,1607900029651:68bf2657-c730-4f28-a072-c95b8a645824,1607900029651:ee8a65e5-2040-4fd9-b138-cd0551a78905,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
11,1607900029651:68bf2657-c730-4f28-a072-c95b8a645824,1607900029651:56fb74ca-199c-4aaa-b4bd-e2c18207b148,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes
12,1607900029651:68bf2657-c730-4f28-a072-c95b8a645824,1607900029651:56fb74ca-199c-4aaa-b4bd-e2c18207b148,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",Yes
13,1607900029651:68bf2657-c730-4f28-a072-c95b8a645824,1607900029651:56fb74ca-199c-4aaa-b4bd-e2c18207b148,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes
14,1607900029651:68bf2657-c730-4f28-a072-c95b8a645824,1607900029651:56fb74ca-199c-4aaa-b4bd-e2c18207b148,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes
16,1607900029651:54d0453e-8e73-478a-8951-1601e01ee49f,1607900029651:1f5d9aff-96f7-4776-9cbb-813f6bc41d8c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
17,1607900029651:54d0453e-8e73-478a-8951-1601e01ee49f,1607900029651:1f5d9aff-96f7-4776-9cbb-813f6bc41d8c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
19,1607900029651:349d8314-7547-4daf-b2e5-775dc560184d,1607900029651:8a6eb4bb-3b3f-43aa-a435-51524be78780,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
20,1607900029651:349d8314-7547-4daf-b2e5-775dc560184d,1607900029651:8a6eb4bb-3b3f-43aa-a435-51524be78780,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
22,1607900029651:349d8314-7547-4daf-b2e5-775dc560184d,1607900029651:573c1506-5c36-42e0-8e7b-526a1073255c,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
24,1607900029651:0b0054e0-f81a-4ecf-bb96-364e99cdd3bc,1607900029651:ded27bbf-d74b-4f59-9e11-f4369d8b713d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
25,1607900029651:0b0054e0-f81a-4ecf-bb96-364e99cdd3bc,1607900029651:ded27bbf-d74b-4f59-9e11-f4369d8b713d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
27,1607900029651:0b0054e0-f81a-4ecf-bb96-364e99cdd3bc,1607900029651:57ee05fb-dd65-42d7-a95f-df95324cd4b1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
28,1607900029651:0b0054e0-f81a-4ecf-bb96-364e99cdd3bc,1607900029651:57ee05fb-dd65-42d7-a95f-df95324cd4b1,"size == ""3""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
30,1607900029650:eb6aaa95-aefe-426c-a204-636070d0203d,1607900029650:e08e7b47-01de-4267-9c5a-ba844f799492,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
31,1607900029650:eb6aaa95-aefe-426c-a204-636070d0203d,1607900029650:e08e7b47-01de-4267-9c5a-ba844f799492,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
33,1607900029650:eb6aaa95-aefe-426c-a204-636070d0203d,1607900029650:cd1498a9-fc43-4158-a3ce-023e3221444d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
34,1607900029650:eb6aaa95-aefe-426c-a204-636070d0203d,1607900029650:cd1498a9-fc43-4158-a3ce-023e3221444d,"size == ""3""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
35,1607900029650:eb6aaa95-aefe-426c-a204-636070d0203d,1607900029650:cd1498a9-fc43-4158-a3ce-023e3221444d,"size == ""4""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
38,1607900029650:31992626-664d-4c87-8ffc-17da7b9347a6,1607900029650:c0777a2d-80dd-461e-835d-474e1d77cb62,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes
39,1607900029650:31992626-664d-4c87-8ffc-17da7b9347a6,1607900029650:c0777a2d-80dd-461e-835d-474e1d77cb62,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",Yes
40,1607900029650:31992626-664d-4c87-8ffc-17da7b9347a6,1607900029650:c0777a2d-80dd-461e-835d-474e1d77cb62,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes
41,1607900029650:31992626-664d-4c87-8ffc-17da7b9347a6,1607900029650:c0777a2d-80dd-461e-835d-474e1d77cb62,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes
43,1607900029650:31992626-664d-4c87-8ffc-17da7b9347a6,1607900029650:011e92b4-913a-463b-8c5b-e9ee3872ca8b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
44,1607900029650:31992626-664d-4c87-8ffc-17da7b9347a6,1607900029650:011e92b4-913a-463b-8c5b-e9ee3872ca8b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
46,1607900029650:2f3a1f2d-c636-4d76-9968-3c067791dab2,1607900029650:cfb03133-d58b-41c3-81fb-b0bd2d039e83,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
47,1607900029650:2f3a1f2d-c636-4d76-9968-3c067791dab2,1607900029650:cfb03133-d58b-41c3-81fb-b0bd2d039e83,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
49,1607900029649:bd115602-c25a-4b5d-90aa-651ba3561224,1607900029649:70603555-56ef-4703-818c-a714d5c182c3,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
50,1607900029649:bd115602-c25a-4b5d-90aa-651ba3561224,1607900029649:70603555-56ef-4703-818c-a714d5c182c3,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
52,1607900029649:bd115602-c25a-4b5d-90aa-651ba3561224,1607900029649:3057b4bb-f669-429d-9ddb-52d7658fe849,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
55,1607900029649:b6fa6a6c-b5d3-460a-b217-5f551c51ef9f,1607900029649:b70b7dc6-6ef2-4eec-a5ff-2711fbfe5dc1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes
56,1607900029649:b6fa6a6c-b5d3-460a-b217-5f551c51ef9f,1607900029649:b70b7dc6-6ef2-4eec-a5ff-2711fbfe5dc1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",Yes
57,1607900029649:b6fa6a6c-b5d3-460a-b217-5f551c51ef9f,1607900029649:b70b7dc6-6ef2-4eec-a5ff-2711fbfe5dc1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes
58,1607900029649:b6fa6a6c-b5d3-460a-b217-5f551c51ef9f,1607900029649:b70b7dc6-6ef2-4eec-a5ff-2711fbfe5dc1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes
60,1607900029649:b6fa6a6c-b5d3-460a-b217-5f551c51ef9f,1607900029649:091f57be-3ecc-49ba-859d-8a45b0e2f4f1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
61,1607900029649:b6fa6a6c-b5d3-460a-b217-5f551c51ef9f,1607900029649:091f57be-3ecc-49ba-859d-8a45b0e2f4f1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
63,1607900029649:7e022675-8381-4836-a2ad-aa99e3074856,1607900029649:e304f6a9-4e28-4ff7-bb04-5e27d5841f84,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
64,1607900029649:7e022675-8381-4836-a2ad-aa99e3074856,1607900029649:e304f6a9-4e28-4ff7-bb04-5e27d5841f84,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
67,1607900029649:5d56eeb7-3661-4dda-a706-c700f2bb5d6f,1607900029649:cbd17718-1e4b-41d1-bda3-b4646333e5bf,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes
68,1607900029649:5d56eeb7-3661-4dda-a706-c700f2bb5d6f,1607900029649:cbd17718-1e4b-41d1-bda3-b4646333e5bf,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
70,1607900029649:57939483-fdc9-4a85-9715-c6eb7242e6fe,1607900029649:c30719a5-65a7-494b-9b6e-01ab957662df,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
71,1607900029649:57939483-fdc9-4a85-9715-c6eb7242e6fe,1607900029649:c30719a5-65a7-494b-9b6e-01ab957662df,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
74,1607900029648:87dbd93b-317c-41f4-ad6a-1e7ec90ab1c6,1607900029648:3f2599ce-a8b1-4b7d-9b0a-d86baa3c152d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
75,1607900029648:87dbd93b-317c-41f4-ad6a-1e7ec90ab1c6,1607900029648:3f2599ce-a8b1-4b7d-9b0a-d86baa3c152d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
77,1607900029648:87dbd93b-317c-41f4-ad6a-1e7ec90ab1c6,1607900029648:3b510d13-ded4-4f75-8a17-f1e3c0e98453,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
79,1607900029648:16561419-e977-4284-8b76-660bafb05887,1607900029648:a8750805-823b-465e-a485-b39c4a7477c7,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
80,1607900029648:16561419-e977-4284-8b76-660bafb05887,1607900029648:a8750805-823b-465e-a485-b39c4a7477c7,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
83,1607900029648:16561419-e977-4284-8b76-660bafb05887,1607900029648:10e49da9-33bb-41e5-a8d6-2a68949acaca,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes
84,1607900029648:16561419-e977-4284-8b76-660bafb05887,1607900029648:10e49da9-33bb-41e5-a8d6-2a68949acaca,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",Yes
85,1607900029648:16561419-e977-4284-8b76-660bafb05887,1607900029648:10e49da9-33bb-41e5-a8d6-2a68949acaca,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes
86,1607900029648:16561419-e977-4284-8b76-660bafb05887,1607900029648:10e49da9-33bb-41e5-a8d6-2a68949acaca,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes
88,1607900029648:10a02835-705f-4cd6-8a70-c9d9ca76cd12,1607900029648:7e201f4c-de47-4b58-8be8-a0ad1d4e1c63,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
89,1607900029648:10a02835-705f-4cd6-8a70-c9d9ca76cd12,1607900029648:7e201f4c-de47-4b58-8be8-a0ad1d4e1c63,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
91,1607900029648:0c8eae0d-5d27-4997-a784-8277c60a1757,1607900029648:bc6d8052-c57f-4374-a345-0df720afba33,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
92,1607900029648:0c8eae0d-5d27-4997-a784-8277c60a1757,1607900029648:bc6d8052-c57f-4374-a345-0df720afba33,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
94,1607900029648:0c8eae0d-5d27-4997-a784-8277c60a1757,1607900029648:985d7826-e249-4204-9323-7384f68dbd6d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
97,1607900029647:666ccd10-4e88-47c1-ac9e-6be46d97c26a,1607900029647:e6bd7d9b-e570-40c6-b761-26924c10c4dd,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
99,1607900029647:666ccd10-4e88-47c1-ac9e-6be46d97c26a,1607900029647:3f73c9a3-281b-4466-a970-bbd5e46f5316,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes
100,1607900029647:666ccd10-4e88-47c1-ac9e-6be46d97c26a,1607900029647:3f73c9a3-281b-4466-a970-bbd5e46f5316,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes
