,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff
3279,1607896193183:36994f13-56a0-4d7a-a243-31e75bfd6f8d,1607896193183:75b4caf8-e31b-4439-a572-4ef8edbd7e4e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3280,1607896193183:36994f13-56a0-4d7a-a243-31e75bfd6f8d,1607896193183:75b4caf8-e31b-4439-a572-4ef8edbd7e4e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3282,1607896193183:107a3da6-b089-445d-ad06-b01ae894ada7,1607896193183:ad7f92f8-e94f-45ef-bd54-61c01eaf6fbb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3283,1607896193183:107a3da6-b089-445d-ad06-b01ae894ada7,1607896193183:ad7f92f8-e94f-45ef-bd54-61c01eaf6fbb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3285,1607896193183:107a3da6-b089-445d-ad06-b01ae894ada7,1607896193183:0bc2f867-5ebd-45c2-a37d-0b244fbd6e54,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3286,1607896193183:107a3da6-b089-445d-ad06-b01ae894ada7,1607896193183:0bc2f867-5ebd-45c2-a37d-0b244fbd6e54,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3288,1607896193182:ce5a2c23-22a6-439d-af42-597b3d5cbc72,1607896193182:6d05339d-1c9b-4195-b62b-db69a1bfcccf,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3289,1607896193182:ce5a2c23-22a6-439d-af42-597b3d5cbc72,1607896193182:6d05339d-1c9b-4195-b62b-db69a1bfcccf,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3291,1607896193182:ce5a2c23-22a6-439d-af42-597b3d5cbc72,1607896193182:31ac3caf-a2c9-405a-ab3e-67211f5bc88f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3293,1607896193182:8a2b19ee-8918-485d-a4c9-813f939b6ec6,1607896193182:2216b067-9f5b-4d21-a96e-d50ab3b0518f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
3294,1607896193182:8a2b19ee-8918-485d-a4c9-813f939b6ec6,1607896193182:2216b067-9f5b-4d21-a96e-d50ab3b0518f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
3295,1607896193182:8a2b19ee-8918-485d-a4c9-813f939b6ec6,1607896193182:2216b067-9f5b-4d21-a96e-d50ab3b0518f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3297,1607896193182:3536f5c9-b31a-48e0-b2ec-0f936139d793,1607896193182:9b129eec-3d6d-4d7f-8a48-83a6ecd983b6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3298,1607896193182:3536f5c9-b31a-48e0-b2ec-0f936139d793,1607896193182:9b129eec-3d6d-4d7f-8a48-83a6ecd983b6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3300,1607896193182:1f6267f7-d0c6-4014-9c71-9932e6b1098a,1607896193182:1fb32cbc-faab-41d4-a6ff-4c35cda1a948,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3301,1607896193182:1f6267f7-d0c6-4014-9c71-9932e6b1098a,1607896193182:1fb32cbc-faab-41d4-a6ff-4c35cda1a948,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3303,1607896193181:bb04674f-bc4c-4c60-9d5e-23b9ec10688e,1607896193181:2154f922-a46e-4496-9e4d-e8eece56d486,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3304,1607896193181:bb04674f-bc4c-4c60-9d5e-23b9ec10688e,1607896193181:2154f922-a46e-4496-9e4d-e8eece56d486,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3306,1607896193181:a3d00dc5-120e-4283-a693-49ed3525cd74,1607896193181:37964fcd-e047-45af-9c63-1ff05b4e68f7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3307,1607896193181:a3d00dc5-120e-4283-a693-49ed3525cd74,1607896193181:37964fcd-e047-45af-9c63-1ff05b4e68f7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3309,1607896193181:8eb1c048-66a3-48df-90ed-7fe7da30f943,1607896193181:f9b6cad2-104b-48ea-8b78-5ed2554655fb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3311,1607896193181:8eb1c048-66a3-48df-90ed-7fe7da30f943,1607896193181:e18256dd-cd72-4051-b2e7-6093f10fd654,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3312,1607896193181:8eb1c048-66a3-48df-90ed-7fe7da30f943,1607896193181:e18256dd-cd72-4051-b2e7-6093f10fd654,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3314,1607896193181:6044a6ad-6901-40c5-ba30-63382bc1829d,1607896193181:95ef7c20-83f4-4a58-84f2-fef5ce3b8fe3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
3315,1607896193181:6044a6ad-6901-40c5-ba30-63382bc1829d,1607896193181:95ef7c20-83f4-4a58-84f2-fef5ce3b8fe3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
3316,1607896193181:6044a6ad-6901-40c5-ba30-63382bc1829d,1607896193181:95ef7c20-83f4-4a58-84f2-fef5ce3b8fe3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
3318,1607896193181:6044a6ad-6901-40c5-ba30-63382bc1829d,1607896193181:8622a156-e376-4860-ac0e-956220bfaf08,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3319,1607896193181:6044a6ad-6901-40c5-ba30-63382bc1829d,1607896193181:8622a156-e376-4860-ac0e-956220bfaf08,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3321,1607896193180:cf579282-6c98-4724-8ca4-d97c20a5a626,1607896193180:82fd5926-48c0-4947-a30e-b4b275f3f38a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3322,1607896193180:cf579282-6c98-4724-8ca4-d97c20a5a626,1607896193180:82fd5926-48c0-4947-a30e-b4b275f3f38a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3324,1607896193180:a37beba9-1d08-43be-b0e7-c69fe1d4e5b7,1607896193180:ae113aa7-42ad-4be2-9e42-cb2820d85fc8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3325,1607896193180:a37beba9-1d08-43be-b0e7-c69fe1d4e5b7,1607896193180:ae113aa7-42ad-4be2-9e42-cb2820d85fc8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3327,1607896193180:777dd483-3de6-4cae-acaf-511c36c2ca3a,1607896193180:09e9a56e-e352-4bc4-96b7-31cabe21ee67,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3328,1607896193180:777dd483-3de6-4cae-acaf-511c36c2ca3a,1607896193180:09e9a56e-e352-4bc4-96b7-31cabe21ee67,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3330,1607896193180:1ef822f5-e4ee-48a5-8601-b0ef0d54ac83,1607896193180:e0488527-0f5a-464f-a5f7-996b99bf039b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
3331,1607896193180:1ef822f5-e4ee-48a5-8601-b0ef0d54ac83,1607896193180:e0488527-0f5a-464f-a5f7-996b99bf039b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
3332,1607896193180:1ef822f5-e4ee-48a5-8601-b0ef0d54ac83,1607896193180:e0488527-0f5a-464f-a5f7-996b99bf039b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
3333,1607896193180:1ef822f5-e4ee-48a5-8601-b0ef0d54ac83,1607896193180:e0488527-0f5a-464f-a5f7-996b99bf039b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",No
3334,1607896193180:1ef822f5-e4ee-48a5-8601-b0ef0d54ac83,1607896193180:e0488527-0f5a-464f-a5f7-996b99bf039b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",No
3336,1607896193180:1ef822f5-e4ee-48a5-8601-b0ef0d54ac83,1607896193180:630da0e5-bf43-463d-8fd9-a556a3ef58ac,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3337,1607896193180:1ef822f5-e4ee-48a5-8601-b0ef0d54ac83,1607896193180:630da0e5-bf43-463d-8fd9-a556a3ef58ac,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3339,1607896193179:c789d4e9-39a4-4836-bfe6-58756c536dd1,1607896193179:da49c42a-6bdb-459a-b168-469c4603cf98,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3340,1607896193179:c789d4e9-39a4-4836-bfe6-58756c536dd1,1607896193179:da49c42a-6bdb-459a-b168-469c4603cf98,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3342,1607896193179:86744499-8e82-449c-8e21-25b641368621,1607896193179:d94d253e-f8b5-4442-9b72-dc584e3da4e8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3343,1607896193179:86744499-8e82-449c-8e21-25b641368621,1607896193179:d94d253e-f8b5-4442-9b72-dc584e3da4e8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3345,1607896193179:86744499-8e82-449c-8e21-25b641368621,1607896193179:245053df-8c8e-45f7-9f01-0cacc57b9c3f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3346,1607896193179:86744499-8e82-449c-8e21-25b641368621,1607896193179:245053df-8c8e-45f7-9f01-0cacc57b9c3f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3348,1607896193178:e94271f1-9804-4165-a307-05a77caf5765,1607896193178:ef489ddb-1996-4fbd-9f09-799ba4618019,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3349,1607896193178:e94271f1-9804-4165-a307-05a77caf5765,1607896193178:ef489ddb-1996-4fbd-9f09-799ba4618019,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3352,1607896193178:5eef16e1-faab-4b48-b1e4-ff0e5fa9d1f1,1607896193178:64c98dfe-ab05-40c8-aa30-4b0049c44a35,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3353,1607896193178:5eef16e1-faab-4b48-b1e4-ff0e5fa9d1f1,1607896193178:64c98dfe-ab05-40c8-aa30-4b0049c44a35,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3355,1607896193178:5eef16e1-faab-4b48-b1e4-ff0e5fa9d1f1,1607896193178:187aa8a7-6436-4887-8798-a821ea2c5c43,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3357,1607896193178:5574231a-1cd9-42d6-87e5-0a3e5a0d6c40,1607896193179:55a4a9cf-bf96-42e8-a80e-cc21e5aae94a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3358,1607896193178:5574231a-1cd9-42d6-87e5-0a3e5a0d6c40,1607896193179:55a4a9cf-bf96-42e8-a80e-cc21e5aae94a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3360,1607896193178:5574231a-1cd9-42d6-87e5-0a3e5a0d6c40,1607896193178:c6bb17f7-e8a7-412d-bc1a-0b613fbce411,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
3361,1607896193178:5574231a-1cd9-42d6-87e5-0a3e5a0d6c40,1607896193178:c6bb17f7-e8a7-412d-bc1a-0b613fbce411,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
3362,1607896193178:5574231a-1cd9-42d6-87e5-0a3e5a0d6c40,1607896193178:c6bb17f7-e8a7-412d-bc1a-0b613fbce411,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
3364,1607896193177:73502467-21ac-413d-984b-c5b550891392,1607896193177:d8ee0cd8-f1c3-49a1-bc8e-38cfd8a80f52,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3365,1607896193177:73502467-21ac-413d-984b-c5b550891392,1607896193177:d8ee0cd8-f1c3-49a1-bc8e-38cfd8a80f52,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3367,1607896193177:69c82cef-18c4-48bf-9e98-40a6ce9fdbf7,1607896193177:97440c6c-6a2f-4835-825d-247298cc77c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
3368,1607896193177:69c82cef-18c4-48bf-9e98-40a6ce9fdbf7,1607896193177:97440c6c-6a2f-4835-825d-247298cc77c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
3369,1607896193177:69c82cef-18c4-48bf-9e98-40a6ce9fdbf7,1607896193177:97440c6c-6a2f-4835-825d-247298cc77c0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
