,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff
3010,1607885421314:ed3025e9-d1e8-4c74-ba93-695c2e0ef961,1607885421314:edef2930-da19-471a-943b-37ef136d0237,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3012,1607885421314:c8ef6884-ec6e-4d0b-bca6-a5b2d3985d1f,1607885421314:da6a4b53-7e22-4ef4-82d1-15faab88bfd1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3013,1607885421314:c8ef6884-ec6e-4d0b-bca6-a5b2d3985d1f,1607885421314:da6a4b53-7e22-4ef4-82d1-15faab88bfd1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3015,1607885421314:b293abde-db65-4a02-a8b5-6a2a5d149d56,1607885421314:ba10549d-4e2f-49ef-bc8d-d1d180ea2293,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3016,1607885421314:b293abde-db65-4a02-a8b5-6a2a5d149d56,1607885421314:ba10549d-4e2f-49ef-bc8d-d1d180ea2293,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3018,1607885421314:858a26cb-6a08-4c5e-891a-102f69798d70,1607885421314:cb18ec9c-7c50-478f-9b81-50d11a84264f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3019,1607885421314:858a26cb-6a08-4c5e-891a-102f69798d70,1607885421314:cb18ec9c-7c50-478f-9b81-50d11a84264f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3021,1607885421314:7ad01293-5e8c-4873-b222-dae3fa04cb66,1607885421314:a137cba5-9f0d-4930-892a-1ef4a68b6752,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3022,1607885421314:7ad01293-5e8c-4873-b222-dae3fa04cb66,1607885421314:a137cba5-9f0d-4930-892a-1ef4a68b6752,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3024,1607885421313:f9e4bc99-2803-454f-a623-de07f403e405,1607885421313:604c1a4d-6e86-43dd-ad22-5c51f155dadc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3025,1607885421313:f9e4bc99-2803-454f-a623-de07f403e405,1607885421313:604c1a4d-6e86-43dd-ad22-5c51f155dadc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3027,1607885421313:f9e4bc99-2803-454f-a623-de07f403e405,1607885421313:55ec2038-e310-4bab-b0a7-8d96d61aa5eb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3030,1607885421313:ecf4c359-5be1-4dd8-a8d4-7a953359a9c7,1607885421313:166cf69a-fdf5-4f13-899e-c8c3d3f7c721,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3031,1607885421313:ecf4c359-5be1-4dd8-a8d4-7a953359a9c7,1607885421313:166cf69a-fdf5-4f13-899e-c8c3d3f7c721,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3033,1607885421313:9000b9b4-16d3-40f2-bd40-cdb725ebfc03,1607885421313:e3f4081c-7d07-401e-9d70-d010a52b4dc0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3035,1607885421313:9000b9b4-16d3-40f2-bd40-cdb725ebfc03,1607885421313:0cb119b3-8886-4529-83fd-6571d25ca2aa,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3036,1607885421313:9000b9b4-16d3-40f2-bd40-cdb725ebfc03,1607885421313:0cb119b3-8886-4529-83fd-6571d25ca2aa,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3038,1607885421313:9000b9b4-16d3-40f2-bd40-cdb725ebfc03,1607885421313:04d56466-9543-4d86-aac3-1730695a23a9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3039,1607885421313:9000b9b4-16d3-40f2-bd40-cdb725ebfc03,1607885421313:04d56466-9543-4d86-aac3-1730695a23a9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3040,1607885421313:9000b9b4-16d3-40f2-bd40-cdb725ebfc03,1607885421313:04d56466-9543-4d86-aac3-1730695a23a9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3041,1607885421313:9000b9b4-16d3-40f2-bd40-cdb725ebfc03,1607885421313:04d56466-9543-4d86-aac3-1730695a23a9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
3043,1607885421313:0becaf2c-aef1-4554-a67a-d47dcf238f01,1607885421313:575b3a23-78ff-49f6-b6ec-7ed7a054be3b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3045,1607885421313:0becaf2c-aef1-4554-a67a-d47dcf238f01,1607885421313:561aa461-c33d-42a1-9865-c2eff1c1c6ed,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3046,1607885421313:0becaf2c-aef1-4554-a67a-d47dcf238f01,1607885421313:561aa461-c33d-42a1-9865-c2eff1c1c6ed,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3048,1607885421312:ca23acc2-dbd5-4ed7-846b-111f3513f807,1607885421312:b6904325-ec6c-4969-b75b-5b67210fe907,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3049,1607885421312:ca23acc2-dbd5-4ed7-846b-111f3513f807,1607885421312:b6904325-ec6c-4969-b75b-5b67210fe907,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3051,1607885421312:ca23acc2-dbd5-4ed7-846b-111f3513f807,1607885421312:97ade67e-b884-49d4-a550-bc0cc681e97f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3053,1607885421312:a6977b17-d70b-4883-bbfb-d5a608aa7829,1607885421312:7ffd8f25-fdf8-42a0-91a5-998233c43026,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3054,1607885421312:a6977b17-d70b-4883-bbfb-d5a608aa7829,1607885421312:7ffd8f25-fdf8-42a0-91a5-998233c43026,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3056,1607885421312:a6977b17-d70b-4883-bbfb-d5a608aa7829,1607885421312:7cdf4f72-35d1-4982-9acd-3103b42c82ab,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3057,1607885421312:a6977b17-d70b-4883-bbfb-d5a608aa7829,1607885421312:7cdf4f72-35d1-4982-9acd-3103b42c82ab,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3059,1607885421312:41b0e956-0db6-4534-86b4-3ae0cfa67ee1,1607885421312:97fc2bb9-0615-4976-9f4b-860fb6717120,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3060,1607885421312:41b0e956-0db6-4534-86b4-3ae0cfa67ee1,1607885421312:97fc2bb9-0615-4976-9f4b-860fb6717120,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3062,1607885421312:2f719878-6b8c-4273-ae42-7bf4dbab1cb2,1607885421312:d20771f9-0cd0-429d-a122-99a041b3f2d8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3063,1607885421312:2f719878-6b8c-4273-ae42-7bf4dbab1cb2,1607885421312:d20771f9-0cd0-429d-a122-99a041b3f2d8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3065,1607885421311:c9a145be-73f6-4f0c-9e4f-06cca2f38be4,1607885421311:d617dec5-1417-4213-893e-faf6b738603f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3066,1607885421311:c9a145be-73f6-4f0c-9e4f-06cca2f38be4,1607885421311:d617dec5-1417-4213-893e-faf6b738603f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3068,1607885421311:c9a145be-73f6-4f0c-9e4f-06cca2f38be4,1607885421311:6ed2c43a-1eee-423e-b736-918c7df50659,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
3069,1607885421311:c9a145be-73f6-4f0c-9e4f-06cca2f38be4,1607885421311:6ed2c43a-1eee-423e-b736-918c7df50659,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
3070,1607885421311:c9a145be-73f6-4f0c-9e4f-06cca2f38be4,1607885421311:6ed2c43a-1eee-423e-b736-918c7df50659,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
3071,1607885421311:c9a145be-73f6-4f0c-9e4f-06cca2f38be4,1607885421311:6ed2c43a-1eee-423e-b736-918c7df50659,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",No
3072,1607885421311:c9a145be-73f6-4f0c-9e4f-06cca2f38be4,1607885421311:6ed2c43a-1eee-423e-b736-918c7df50659,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",No
3074,1607885421311:9ed958e6-aa77-4765-a28b-3cf34ced84a9,1607885421311:33c925f2-5f44-48ac-b8c7-da38b16ecbac,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3075,1607885421311:9ed958e6-aa77-4765-a28b-3cf34ced84a9,1607885421311:33c925f2-5f44-48ac-b8c7-da38b16ecbac,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3077,1607885421311:6e180bba-4c96-4f06-889f-39a52509eb5c,1607885421311:20690573-dd7a-4c14-8a02-a9b26ce507a1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3078,1607885421311:6e180bba-4c96-4f06-889f-39a52509eb5c,1607885421311:20690573-dd7a-4c14-8a02-a9b26ce507a1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3080,1607885421310:af1fe70d-f6c7-4cfb-854d-846e0cf90a53,1607885421310:2a78c0ed-b2e0-4206-b23a-759393a49ed3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3081,1607885421310:af1fe70d-f6c7-4cfb-854d-846e0cf90a53,1607885421310:2a78c0ed-b2e0-4206-b23a-759393a49ed3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3083,1607885421310:910b76eb-231e-4f12-982f-210484f688e1,1607885421311:3e993add-c39c-4fdc-b8c4-a532f983bf49,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3084,1607885421310:910b76eb-231e-4f12-982f-210484f688e1,1607885421311:3e993add-c39c-4fdc-b8c4-a532f983bf49,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3086,1607885421310:910b76eb-231e-4f12-982f-210484f688e1,1607885421310:170f3bda-2f82-4e63-88dc-8b5065e96d17,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3088,1607885421310:02d34a79-9703-40fe-b580-4a52d61e408f,1607885421310:3d9a6e23-205c-43d0-af5c-a2539c888e48,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3089,1607885421310:02d34a79-9703-40fe-b580-4a52d61e408f,1607885421310:3d9a6e23-205c-43d0-af5c-a2539c888e48,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3091,1607885421310:02d34a79-9703-40fe-b580-4a52d61e408f,1607885421310:0f625871-eb94-4d94-b7a6-5e35d2b1b0a5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3093,1607885421309:eb74900d-bad2-4d0d-856f-1e33508a4362,1607885421309:f247b9dc-3616-46f8-8b9d-85d1a615558c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3094,1607885421309:eb74900d-bad2-4d0d-856f-1e33508a4362,1607885421309:f247b9dc-3616-46f8-8b9d-85d1a615558c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
3096,1607885421309:eb74900d-bad2-4d0d-856f-1e33508a4362,1607885421309:6b91da87-0ab1-4ba8-80e1-07a005d4aaad,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3097,1607885421309:eb74900d-bad2-4d0d-856f-1e33508a4362,1607885421309:6b91da87-0ab1-4ba8-80e1-07a005d4aaad,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3099,1607885421309:e758792d-4abd-4e0c-ab87-8370c2fe554f,1607885421309:9db0ca90-894d-4852-8a23-5e45554bd6aa,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3100,1607885421309:e758792d-4abd-4e0c-ab87-8370c2fe554f,1607885421309:9db0ca90-894d-4852-8a23-5e45554bd6aa,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3102,1607885421309:e758792d-4abd-4e0c-ab87-8370c2fe554f,1607885421309:6d4477e9-fd3b-4d44-954b-34e3165ea21c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
3103,1607885421309:e758792d-4abd-4e0c-ab87-8370c2fe554f,1607885421309:6d4477e9-fd3b-4d44-954b-34e3165ea21c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
