,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff
1,1607899410250:8aad03f9-37c1-4199-a825-34737048a2aa,1607899410250:b50101c4-1af2-4b98-9006-e4ffc076a7f0,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
2,1607899410250:8aad03f9-37c1-4199-a825-34737048a2aa,1607899410250:b50101c4-1af2-4b98-9006-e4ffc076a7f0,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
4,1607899410250:2b702ccf-da5d-40c6-bdc4-af69289ed483,1607899410250:71833d1e-d733-47ab-a5e3-045fc21e4885,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",No
5,1607899410250:2b702ccf-da5d-40c6-bdc4-af69289ed483,1607899410250:71833d1e-d733-47ab-a5e3-045fc21e4885,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
6,1607899410250:2b702ccf-da5d-40c6-bdc4-af69289ed483,1607899410250:71833d1e-d733-47ab-a5e3-045fc21e4885,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
7,1607899410250:2b702ccf-da5d-40c6-bdc4-af69289ed483,1607899410250:71833d1e-d733-47ab-a5e3-045fc21e4885,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
8,1607899410250:2b702ccf-da5d-40c6-bdc4-af69289ed483,1607899410250:71833d1e-d733-47ab-a5e3-045fc21e4885,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
10,1607899410250:2b702ccf-da5d-40c6-bdc4-af69289ed483,1607899410250:28332c1d-0076-4f79-8429-8aa3e118d0fa,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
11,1607899410250:2b702ccf-da5d-40c6-bdc4-af69289ed483,1607899410250:28332c1d-0076-4f79-8429-8aa3e118d0fa,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
13,1607899410250:2173ef48-8017-4d96-a035-0b7fe014060d,1607899410250:a375503e-a339-471c-b4a2-00752b097782,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
14,1607899410250:2173ef48-8017-4d96-a035-0b7fe014060d,1607899410250:a375503e-a339-471c-b4a2-00752b097782,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
16,1607899410249:fca2c888-2e88-4d41-92e7-71bd51d91f2f,1607899410249:36cde01a-9849-4a39-8be7-de16156b7c93,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
17,1607899410249:fca2c888-2e88-4d41-92e7-71bd51d91f2f,1607899410249:36cde01a-9849-4a39-8be7-de16156b7c93,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
19,1607899410249:f5a041c9-9828-4e62-b9b9-6d4fad2dcc0e,1607899410249:e5756609-f5d8-41b1-a20d-caec6ef2b943,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
20,1607899410249:f5a041c9-9828-4e62-b9b9-6d4fad2dcc0e,1607899410249:e5756609-f5d8-41b1-a20d-caec6ef2b943,"size == ""102""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
22,1607899410249:f5a041c9-9828-4e62-b9b9-6d4fad2dcc0e,1607899410249:3bf5f8b8-55cc-4344-bd2a-010d625375f8,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
23,1607899410249:f5a041c9-9828-4e62-b9b9-6d4fad2dcc0e,1607899410249:3bf5f8b8-55cc-4344-bd2a-010d625375f8,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
25,1607899410249:af3c725e-8602-4601-b8e9-198f49615fd4,1607899410250:ee9e5f82-a967-43ef-9f88-a300cdf234a7,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
26,1607899410249:af3c725e-8602-4601-b8e9-198f49615fd4,1607899410250:ee9e5f82-a967-43ef-9f88-a300cdf234a7,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
28,1607899410249:8c0060a5-5120-4e90-b074-d694cf46cd65,1607899410249:fbef0d2e-e627-406d-bb9f-0e1a629c6f7b,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
29,1607899410249:8c0060a5-5120-4e90-b074-d694cf46cd65,1607899410249:fbef0d2e-e627-406d-bb9f-0e1a629c6f7b,"size == ""102""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
30,1607899410249:8c0060a5-5120-4e90-b074-d694cf46cd65,1607899410249:fbef0d2e-e627-406d-bb9f-0e1a629c6f7b,"size == ""103""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
32,1607899410249:8c0060a5-5120-4e90-b074-d694cf46cd65,1607899410249:15c3dcdd-ca00-437c-8374-90bd2d5da1e9,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
33,1607899410249:8c0060a5-5120-4e90-b074-d694cf46cd65,1607899410249:15c3dcdd-ca00-437c-8374-90bd2d5da1e9,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
35,1607899410249:8403121f-2972-42b7-90d4-0ea76c14eba3,1607899410249:45cf6188-e3fd-45aa-a379-6c591e82eca1,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
37,1607899410249:8403121f-2972-42b7-90d4-0ea76c14eba3,1607899410249:3eed5966-730d-42fa-9881-361b9a20ba1a,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
38,1607899410249:8403121f-2972-42b7-90d4-0ea76c14eba3,1607899410249:3eed5966-730d-42fa-9881-361b9a20ba1a,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
40,1607899410248:fa1b3b3f-7362-4036-8765-5f505ea65e32,1607899410248:3447963f-1af4-4d50-b886-7aa9266c26d0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",No
41,1607899410248:fa1b3b3f-7362-4036-8765-5f505ea65e32,1607899410248:3447963f-1af4-4d50-b886-7aa9266c26d0,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
42,1607899410248:fa1b3b3f-7362-4036-8765-5f505ea65e32,1607899410248:3447963f-1af4-4d50-b886-7aa9266c26d0,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
44,1607899410248:c8e04b49-22ea-476e-bd5b-56fe270f2ca5,1607899410248:06521314-a55c-4bd6-a46b-e0f5efbadcd2,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
45,1607899410248:c8e04b49-22ea-476e-bd5b-56fe270f2ca5,1607899410248:06521314-a55c-4bd6-a46b-e0f5efbadcd2,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
47,1607899410248:20fd2f2b-70e6-48dd-88a7-5c03d6d7b7bd,1607899410248:b2deecb0-8927-4a96-9b01-6edf787a580b,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
48,1607899410248:20fd2f2b-70e6-48dd-88a7-5c03d6d7b7bd,1607899410248:b2deecb0-8927-4a96-9b01-6edf787a580b,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
50,1607899410248:20fd2f2b-70e6-48dd-88a7-5c03d6d7b7bd,1607899410248:3348f20a-91ec-4ceb-a92d-a22c3b9b5eb0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",No
51,1607899410248:20fd2f2b-70e6-48dd-88a7-5c03d6d7b7bd,1607899410248:3348f20a-91ec-4ceb-a92d-a22c3b9b5eb0,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
52,1607899410248:20fd2f2b-70e6-48dd-88a7-5c03d6d7b7bd,1607899410248:3348f20a-91ec-4ceb-a92d-a22c3b9b5eb0,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
53,1607899410248:20fd2f2b-70e6-48dd-88a7-5c03d6d7b7bd,1607899410248:3348f20a-91ec-4ceb-a92d-a22c3b9b5eb0,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
54,1607899410248:20fd2f2b-70e6-48dd-88a7-5c03d6d7b7bd,1607899410248:3348f20a-91ec-4ceb-a92d-a22c3b9b5eb0,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
56,1607899410248:03d7b327-8791-4072-a34f-d00749933a09,1607899410248:8526f7a6-fdff-48c9-b04e-828ce2742cc6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",No
57,1607899410248:03d7b327-8791-4072-a34f-d00749933a09,1607899410248:8526f7a6-fdff-48c9-b04e-828ce2742cc6,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
58,1607899410248:03d7b327-8791-4072-a34f-d00749933a09,1607899410248:8526f7a6-fdff-48c9-b04e-828ce2742cc6,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
59,1607899410248:03d7b327-8791-4072-a34f-d00749933a09,1607899410248:8526f7a6-fdff-48c9-b04e-828ce2742cc6,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
60,1607899410248:03d7b327-8791-4072-a34f-d00749933a09,1607899410248:8526f7a6-fdff-48c9-b04e-828ce2742cc6,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
62,1607899410248:03d7b327-8791-4072-a34f-d00749933a09,1607899410248:5e64b972-11b2-4642-a65e-78aa329bbf1c,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
63,1607899410248:03d7b327-8791-4072-a34f-d00749933a09,1607899410248:5e64b972-11b2-4642-a65e-78aa329bbf1c,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
65,1607899410247:ca492e02-761f-4768-a255-3adac0bee9e3,1607899410247:7a9ab5ac-857e-4ad4-8ee3-c27e5ddfba7d,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
66,1607899410247:ca492e02-761f-4768-a255-3adac0bee9e3,1607899410247:7a9ab5ac-857e-4ad4-8ee3-c27e5ddfba7d,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
68,1607899410247:ca492e02-761f-4768-a255-3adac0bee9e3,1607899410247:1d76ba2d-ba19-4a31-8a5d-b56a48322bb7,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
70,1607899410247:c21d246c-f6d9-4441-8391-698c0b3e28e9,1607899410247:a2874f86-5eed-4ba0-b02e-729f1177abbb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",No
71,1607899410247:c21d246c-f6d9-4441-8391-698c0b3e28e9,1607899410247:a2874f86-5eed-4ba0-b02e-729f1177abbb,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
72,1607899410247:c21d246c-f6d9-4441-8391-698c0b3e28e9,1607899410247:a2874f86-5eed-4ba0-b02e-729f1177abbb,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
73,1607899410247:c21d246c-f6d9-4441-8391-698c0b3e28e9,1607899410247:a2874f86-5eed-4ba0-b02e-729f1177abbb,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
74,1607899410247:c21d246c-f6d9-4441-8391-698c0b3e28e9,1607899410247:a2874f86-5eed-4ba0-b02e-729f1177abbb,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes
76,1607899410247:c21d246c-f6d9-4441-8391-698c0b3e28e9,1607899410247:562f5a20-b371-4004-8a81-03c5f6722002,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
77,1607899410247:c21d246c-f6d9-4441-8391-698c0b3e28e9,1607899410247:562f5a20-b371-4004-8a81-03c5f6722002,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
79,1607899410247:6156740e-4699-494a-a6bf-2e1986cfe000,1607899410247:390464bb-7ea1-48a2-ac26-d8cc49a04f9b,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
80,1607899410247:6156740e-4699-494a-a6bf-2e1986cfe000,1607899410247:390464bb-7ea1-48a2-ac26-d8cc49a04f9b,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
82,1607899410247:446d6e91-10d1-4c02-a42b-8f47f5303c66,1607899410247:f0c83ffc-0725-4cd5-9d4b-e600e9479359,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
84,1607899410247:446d6e91-10d1-4c02-a42b-8f47f5303c66,1607899410247:a61c202a-d7c2-4d0f-a317-f77bc0a5e243,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
85,1607899410247:446d6e91-10d1-4c02-a42b-8f47f5303c66,1607899410247:a61c202a-d7c2-4d0f-a317-f77bc0a5e243,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
88,1607899410247:2a94c13d-a5be-4a54-8a3a-4b36d3980728,1607899410247:8a61f621-c9f7-4245-b7fb-eebb9a5864af,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
89,1607899410247:2a94c13d-a5be-4a54-8a3a-4b36d3980728,1607899410247:8a61f621-c9f7-4245-b7fb-eebb9a5864af,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
91,1607899410246:f2456c59-2268-4dc1-b1e8-3f676e86ced4,1607899410246:f792d9d6-9e91-4a47-be02-b775eff3f6f6,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
94,1607899410246:f2456c59-2268-4dc1-b1e8-3f676e86ced4,1607899410246:49d84bde-6c1a-4239-94ca-fbb624fc4159,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
95,1607899410246:f2456c59-2268-4dc1-b1e8-3f676e86ced4,1607899410246:49d84bde-6c1a-4239-94ca-fbb624fc4159,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes
97,1607899410246:c35b1247-4a8b-42d4-81d5-2efade3e696a,1607899410246:e1e85dec-1acd-4fc6-af2c-594db2eb7ace,"size == ""101""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes
