testId,instanceId,size,isEmpty,peek,peek_obj_type,calledMethod,pushInput
1607885085451:9121d5de-a260-48b0-bc38-5b898a76eaf4,1607885085779:8a1ebe05-c0de-4359-8b37-5d08f111479d,0,true,EmptyObject,EmptyObject,CTOR,none
1607885085451:9121d5de-a260-48b0-bc38-5b898a76eaf4,1607885085779:8a1ebe05-c0de-4359-8b37-5d08f111479d,0,true,EmptyObject,EmptyObject,push,class java.lang.String
1607885085451:9121d5de-a260-48b0-bc38-5b898a76eaf4,1607885085779:8a1ebe05-c0de-4359-8b37-5d08f111479d,0,true,EmptyObject,EmptyObject,pop,none
1607885085782:98f522da-0a69-4302-9796-3618e7d1409e,1607885085782:3547f74f-d238-4b90-bd33-5bcf75c68656,0,true,EmptyObject,EmptyObject,CTOR,none
1607885085782:98f522da-0a69-4302-9796-3618e7d1409e,1607885085782:3547f74f-d238-4b90-bd33-5bcf75c68656,0,true,EmptyObject,EmptyObject,push,class java.lang.String
1607885085782:98f522da-0a69-4302-9796-3618e7d1409e,1607885085782:3547f74f-d238-4b90-bd33-5bcf75c68656,0,true,EmptyObject,EmptyObject,pop,none
1607885085784:0d63d04d-1a37-440a-bb2c-cf5badf7de93,1607885085784:4bebe420-920b-4c12-845c-a7ca0d1eec08,0,true,EmptyObject,EmptyObject,CTOR,none
1607885085784:0d63d04d-1a37-440a-bb2c-cf5badf7de93,1607885085784:4bebe420-920b-4c12-845c-a7ca0d1eec08,0,true,EmptyObject,EmptyObject,push,class java.lang.String
1607885085784:0d63d04d-1a37-440a-bb2c-cf5badf7de93,1607885085784:4bebe420-920b-4c12-845c-a7ca0d1eec08,0,true,EmptyObject,EmptyObject,pop,none
1607885085785:e32f1070-8ece-479e-8deb-00dd9382e690,1607885085785:5d9545cb-f4a8-4bf6-8784-1381676a5aa4,0,true,EmptyObject,EmptyObject,CTOR,none
1607885085785:e32f1070-8ece-479e-8deb-00dd9382e690,1607885085785:5d9545cb-f4a8-4bf6-8784-1381676a5aa4,0,true,EmptyObject,EmptyObject,push,class java.lang.String
1607885085785:e32f1070-8ece-479e-8deb-00dd9382e690,1607885085785:5d9545cb-f4a8-4bf6-8784-1381676a5aa4,0,true,EmptyObject,EmptyObject,pop,none
1607885085785:dea2f7ce-f5b2-46d1-a43b-7bdb47a8a40b,1607885085785:0ba6ae03-d2b8-4547-b036-e9c80cb65ecc,0,true,EmptyObject,EmptyObject,CTOR,none
1607885085785:dea2f7ce-f5b2-46d1-a43b-7bdb47a8a40b,1607885085785:0ba6ae03-d2b8-4547-b036-e9c80cb65ecc,0,true,EmptyObject,EmptyObject,push,class java.lang.String
