,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff,testId,instanceId
754,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919939:09de2c54-c28a-45c6-97ef-a2f79bc7526d,1607947919939:0338e733-7e34-4cb9-9a1e-0f3068da06b3
793,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919938:cd72cf17-a9cb-42f1-afb2-2367318a5548,1607947919938:187b848a-a737-42b5-90cf-91b525e1fbed
794,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919938:cd72cf17-a9cb-42f1-afb2-2367318a5548,1607947919938:187b848a-a737-42b5-90cf-91b525e1fbed
848,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919937:985deaa1-1f86-4240-8672-ee1b43bcb110,1607947919938:4cee2d4e-6366-4f09-bc5d-f2fead7f69a6
1041,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""class java.lang.Boolean""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919935:cce3d573-1103-4d7f-bd9e-02b1792d5346,1607947919935:234054dc-623a-4590-b343-a5572ab9e97e
1111,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919934:fd4a1c62-3851-4b7c-bcf3-4a70b52bf813,1607947919934:a1d30ac9-fcd5-4aa9-a9ed-b4c046345c46
1112,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919934:fd4a1c62-3851-4b7c-bcf3-4a70b52bf813,1607947919934:a1d30ac9-fcd5-4aa9-a9ed-b4c046345c46
1113,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919934:fd4a1c62-3851-4b7c-bcf3-4a70b52bf813,1607947919934:a1d30ac9-fcd5-4aa9-a9ed-b4c046345c46
1114,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919934:fd4a1c62-3851-4b7c-bcf3-4a70b52bf813,1607947919934:a1d30ac9-fcd5-4aa9-a9ed-b4c046345c46
1115,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919934:fd4a1c62-3851-4b7c-bcf3-4a70b52bf813,1607947919934:a1d30ac9-fcd5-4aa9-a9ed-b4c046345c46
1185,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919933:8ac6b8b3-81be-46c0-97c0-4491c7364fee,1607947919933:ace33bc5-41af-4a30-818f-e79daba56dae
1288,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919932:ac168421-d1bb-4d3b-8492-5b63300ede85,1607947919932:928d71f3-8436-4c9c-ba22-05dd14638a97
1321,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919932:5caaead5-5891-4a16-9654-353a86da99ce,1607947919932:86cdd963-2b34-4eaf-b780-322289036c0b
1322,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947919932:5caaead5-5891-4a16-9654-353a86da99ce,1607947919932:86cdd963-2b34-4eaf-b780-322289036c0b
1347,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919932:03deae2f-76f2-4147-a697-fd0334b1b70b,1607947919932:96c3fec5-b129-4796-a862-94ae34d15ddc
1459,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""none""","pop_p == ""class java.lang.Double""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919931:2fc996a5-e44f-4000-ad4e-b6047576f3f8,1607947919931:89bf7915-be59-4cd1-9b0e-c5e451c1e4f2
1460,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""none""","pop == ""class java.lang.Double""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947919931:2fc996a5-e44f-4000-ad4e-b6047576f3f8,1607947919931:89bf7915-be59-4cd1-9b0e-c5e451c1e4f2
1476,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""none""","pop_p == ""class java.lang.Boolean""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919931:2fc996a5-e44f-4000-ad4e-b6047576f3f8,1607947919931:6a8966c6-146d-4faf-805d-fb22c5d5c30b
1490,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919931:2945e13a-8718-4549-a852-e7f26be61da3,1607947919931:eddaa09a-2486-475f-9dda-96707c8fc8d5
1492,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919931:2945e13a-8718-4549-a852-e7f26be61da3,1607947919931:eddaa09a-2486-475f-9dda-96707c8fc8d5
1493,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919931:2945e13a-8718-4549-a852-e7f26be61da3,1607947919931:eddaa09a-2486-475f-9dda-96707c8fc8d5
1671,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919929:6da4ed2e-2cb0-4bb3-8369-a88060cf549c,1607947919929:20f79a7f-b970-4d55-afb4-422dff1eec2b
2020,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""none""","pop_p == ""class java.lang.Short""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919925:552d97e1-0d29-44d5-9247-28eed8245028,1607947919925:a52d92b6-85f3-4276-ae08-2cfaa2c0e8fe
2074,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919924:973754e1-6a00-4756-ae3a-da10ec8c8d47,1607947919924:e0fa5836-f576-4659-9778-a702760cf212
2075,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919924:973754e1-6a00-4756-ae3a-da10ec8c8d47,1607947919924:e0fa5836-f576-4659-9778-a702760cf212
2105,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919924:973754e1-6a00-4756-ae3a-da10ec8c8d47,1607947919924:1c44dc49-d930-4d44-99f3-8dfd7172a13f
2216,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919923:bff40b9a-0e2e-4064-94a2-3d875337b5c5,1607947919923:41160051-3a2e-4df6-ac43-7af76cdc54fc
2511,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919920:8d583b05-930b-4d03-92c0-48135dc2d2f7,1607947919921:a69caf50-721d-4f29-bf9e-2b0ccbdcd97a
2512,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919920:8d583b05-930b-4d03-92c0-48135dc2d2f7,1607947919921:a69caf50-721d-4f29-bf9e-2b0ccbdcd97a
2513,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919920:8d583b05-930b-4d03-92c0-48135dc2d2f7,1607947919921:a69caf50-721d-4f29-bf9e-2b0ccbdcd97a
2729,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""8""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919918:b821940f-4ee5-4583-8b43-dbf10cdc1b6e,1607947919918:d132fb9b-4cd3-48a4-8ce5-3f7a5bec6a25
2780,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919918:a3f372ce-eb89-42da-8694-a4109ede367f,1607947919918:a816c5de-f973-4452-b4d5-23b49f667de0
2963,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""class java.lang.Short""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919916:a9717c3f-9f61-44da-8710-663072188de2,1607947919916:00f629ba-b1a3-4702-ae48-efe132d48284
2964,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919916:a9717c3f-9f61-44da-8710-663072188de2,1607947919916:00f629ba-b1a3-4702-ae48-efe132d48284
2965,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919916:a9717c3f-9f61-44da-8710-663072188de2,1607947919916:00f629ba-b1a3-4702-ae48-efe132d48284
3106,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919911:9cd4a310-ebaa-41a4-920e-b7e006b70c60,1607947919911:8a8cd7ed-66d5-42e2-a22a-bcaee9ff4dbb
3220,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919910:7b3309bc-b1fb-480f-8985-cd88b032e717,1607947919910:81df655a-2dd9-45c0-babd-5c992eb00017
3635,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919905:1e29fe26-935d-4f44-a4cc-505f610ee57b,1607947919905:87f48953-43a5-483e-8aef-b19d587c9fec
3636,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""8""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919905:1e29fe26-935d-4f44-a4cc-505f610ee57b,1607947919905:87f48953-43a5-483e-8aef-b19d587c9fec
4316,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947919898:eb9d7d50-7e35-4e42-a418-37217df30bb8,1607947919898:72e06924-4311-402e-998d-45696a695927
4418,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919898:033a1881-5f18-4d6f-b312-39e810943b88,1607947919898:9634fe96-298a-440a-b18a-33d70d4f37f4
4419,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947919898:033a1881-5f18-4d6f-b312-39e810943b88,1607947919898:9634fe96-298a-440a-b18a-33d70d4f37f4
4526,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919896:fda6fab1-b568-40a4-9912-280891cb54f7,1607947919896:bc541056-42f5-4e22-a387-c3ccb336e115
4532,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""class java.lang.Byte""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947919896:fda6fab1-b568-40a4-9912-280891cb54f7,1607947919896:6f57c4e6-1c7e-4baa-9e55-c0c65915b4fa
4960,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947919892:f9e92c76-366a-43cf-bfa5-18a5c52f0ea4,1607947919892:2cbfdfd7-a20a-4fc4-810f-13702cdd7af3
5219,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919888:dba01167-18b6-4f51-99d1-75fb08904075,1607947919888:d3896371-d51a-4bbf-b312-48ab2e1ab298
5297,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919887:f17ad8e9-fb5e-4d7c-9f88-61d4d6d2b248,1607947919887:554f702d-57b3-4fe4-90dd-d232022b7136
5348,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919886:0f3ae1d0-6a7a-48ce-ab66-a72b80303626,1607947919887:cd95da57-c6fd-4bec-a914-7305c2c08d4c
5383,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919886:0f3ae1d0-6a7a-48ce-ab66-a72b80303626,1607947919886:840ef49f-82bd-494e-8648-a5e120a076fc
5386,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919886:0f3ae1d0-6a7a-48ce-ab66-a72b80303626,1607947919886:840ef49f-82bd-494e-8648-a5e120a076fc
5718,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919881:629f00a7-91e2-49fd-81ab-51218c11e9da,1607947919881:57f903be-2f69-4373-bd0b-caac99b1b547
6242,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919872:c1b11f94-7061-4f6c-ad23-37ff99bc3012,1607947919872:60e091ed-e633-4a05-8ae0-f1886c92f1c9
6243,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947919872:c1b11f94-7061-4f6c-ad23-37ff99bc3012,1607947919872:60e091ed-e633-4a05-8ae0-f1886c92f1c9
6499,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919870:68ad8729-dd6a-4b10-a33b-d24e8fe71f70,1607947919870:5d980a62-cd71-4978-90d7-5100010f0351
6500,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919870:68ad8729-dd6a-4b10-a33b-d24e8fe71f70,1607947919870:5d980a62-cd71-4978-90d7-5100010f0351
7085,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919862:b2cb2fff-98a8-4772-a412-f8d1b396be7f,1607947919862:0819add7-3d56-41b9-a042-a779043c82c5
7380,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""class java.lang.Boolean""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919858:46474893-301b-46bc-b645-76e0dbb3493e,1607947919858:4dc97cfa-4ba7-4c86-9b53-1d4f8b7720ef
